TeamKey,OppKey,Team,Opp,Score A,Score B,Date
42161493,42161526,AZ Arsenal 15 Boys Teal CE,Phoenix Premier FC 15B Black,0,5,2025-01-05
42161526,42161493,Phoenix Premier FC 15B Black,AZ Arsenal 15 Boys Teal CE,5,0,2025-01-05
42161804,827ebf1bed0c,15B,16B Wagner,3,2,2025-01-05
42160204,c62b2f0972a9,BVB IA LV 2015 Black,CCV STARS 15 Boys LAV,2,8,2025-01-11
42160653,42161804,SASC 2015B Cardinals Jimenez,15B,1,12,2025-01-11
42161804,42160653,15B,SASC 2015B Cardinals Jimenez,12,1,2025-01-11
42161804,42160653,15B,SASC 2015B Cardinals Jimenez,12,1,2025-01-11
42160653,42161804,SASC 2015B Cardinals Jimenez,15B,1,12,2025-01-11
42158532,42161415,White,PRFC Desert Foothills 15B Predator,1,3,2025-01-11
42160014,42160732,Legends,15 Boys Navy,3,5,2025-01-11
42160732,42160014,15 Boys Navy,Legends,5,3,2025-01-11
f60b3b56d661,42161804,PRFC Desert Foothills 14B Pre-Academy,15B,2,3,2025-01-11
42161804,f60b3b56d661,15B,PRFC Desert Foothills 14B Pre-Academy,3,2,2025-01-11
42161804,f60b3b56d661,15B,PRFC Desert Foothills 14B Pre-Academy,3,2,2025-01-11
c62b2f0972a9,42160204,CCV STARS 15 Boys LAV,BVB IA LV 2015 Black,8,2,2025-01-11
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,7,2025-01-11
f60b3b56d661,42161804,PRFC Desert Foothills 14B Pre-Academy,15B,2,3,2025-01-11
0462af897019,42162707,14B Velasco Pre-MLS Next,Southeast 2015 Boys Red,3,2,2025-01-11
42160204,c62b2f0972a9,BVB IA LV 2015 Black,CCV STARS 15 Boys LAV,2,8,2025-01-11
42161711,c62b2f0972a9,Scottsdale 15 Sandsharks Black,CCV STARS 15 Boys LAV,0,7,2025-01-11
c62b2f0972a9,42161711,CCV STARS 15 Boys LAV,Scottsdale 15 Sandsharks Black,7,0,2025-01-11
c62b2f0972a9,42161711,CCV STARS 15 Boys LAV,Scottsdale 15 Sandsharks Black,7,0,2025-01-11
42161711,c62b2f0972a9,Scottsdale 15 Sandsharks Black,CCV STARS 15 Boys LAV,0,7,2025-01-11
42162707,0462af897019,Southeast 2015 Boys Red,14B Velasco Pre-MLS Next,2,3,2025-01-11
42171732,42161570,2015 Boys Blue,PSG 15B Blue,1,4,2025-01-11
42161570,42171732,PSG 15B Blue,2015 Boys Blue,4,1,2025-01-11
42160243,42162669,Pima Surf Academy Boys 15,PRFC West Valley 15B Predator,1,8,2025-01-11
42162669,42160243,PRFC West Valley 15B Predator,Pima Surf Academy Boys 15,8,1,2025-01-11
42162669,42160243,PRFC West Valley 15B Predator,Pima Surf Academy Boys 15,8,1,2025-01-11
42160243,42162669,Pima Surf Academy Boys 15,PRFC West Valley 15B Predator,1,8,2025-01-11
42161415,42158532,PRFC Desert Foothills 15B Predator,White,3,1,2025-01-11
42158531,42171416,Blue,CDO 15B Premier,0,2,2025-01-11
c62b2f0972a9,42160204,CCV STARS 15 Boys LAV,BVB IA LV 2015 Black,8,2,2025-01-11
42171416,42158531,CDO 15B Premier,Blue,2,0,2025-01-11
42161830,42160014,Madison FC 15 Gold Boys,Legends,1,2,2025-01-11
42158531,42171416,Blue,CDO 15B Premier,0,2,2025-01-11
42159961,42158616,Southeast 2015 Boys Green,2015,1,3,2025-01-11
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,7,2,2025-01-11
42161078,418e1c9e12fe,PRFC Scottsdale 15B Predator,Next Level Soccer Southeast 2014 Boys Green,1,1,2025-01-11
418e1c9e12fe,42161078,Next Level Soccer Southeast 2014 Boys Green,PRFC Scottsdale 15B Predator,1,1,2025-01-11
418e1c9e12fe,42161078,Next Level Soccer Southeast 2014 Boys Green,PRFC Scottsdale 15B Predator,1,1,2025-01-11
42161078,418e1c9e12fe,PRFC Scottsdale 15B Predator,Next Level Soccer Southeast 2014 Boys Green,1,1,2025-01-11
42161284,42159342,Chelsea 15B,15B Blue,5,1,2025-01-11
42159342,42161284,15B Blue,Chelsea 15B,1,5,2025-01-11
42159342,42161284,15B Blue,Chelsea 15B,1,5,2025-01-11
42161284,42159342,Chelsea 15B,15B Blue,5,1,2025-01-11
42160014,42161830,Legends,Madison FC 15 Gold Boys,2,1,2025-01-11
42161830,42160014,Madison FC 15 Gold Boys,Legends,1,2,2025-01-11
42161804,42161285,15B,Chelsea 15B2,2,3,2025-01-11
42161285,42161804,Chelsea 15B2,15B,3,2,2025-01-11
42161285,42161804,Chelsea 15B2,15B,3,2,2025-01-11
42161804,42161285,15B,Chelsea 15B2,2,3,2025-01-11
42160014,42161830,Legends,Madison FC 15 Gold Boys,2,1,2025-01-11
42158532,42161402,White,PRFC Southeast Valley 15B Predator,2,6,2025-01-11
42161402,42158532,PRFC Southeast Valley 15B Predator,White,6,2,2025-01-11
42161402,42158532,PRFC Southeast Valley 15B Predator,White,6,2,2025-01-11
42158532,42161402,White,PRFC Southeast Valley 15B Predator,2,6,2025-01-11
42159932,b40213a2d9b7,CCV STARS 15 Boys Red PEO,14 Cityzens,2,3,2025-01-11
b40213a2d9b7,42159932,14 Cityzens,CCV STARS 15 Boys Red PEO,3,2,2025-01-11
42161570,42171732,PSG 15B Blue,2015 Boys Blue,4,1,2025-01-11
42171732,42161570,2015 Boys Blue,PSG 15B Blue,1,4,2025-01-11
42171732,42159421,2015 Boys Blue,15/16,0,4,2025-01-11
42159421,42171732,15/16,2015 Boys Blue,4,0,2025-01-11
42159421,42171732,15/16,2015 Boys Blue,4,0,2025-01-11
42171732,42159421,2015 Boys Blue,15/16,0,4,2025-01-11
42171416,42158531,CDO 15B Premier,Blue,2,0,2025-01-11
42158616,42159961,2015,Southeast 2015 Boys Green,3,1,2025-01-11
42161284,42159342,Chelsea 15B,15B Blue,5,1,2025-01-11
42161196,42160732,15B NJMarkette,15 Boys Navy,2,1,2025-01-11
42159961,42158616,Southeast 2015 Boys Green,2015,1,3,2025-01-11
42161196,42160014,15B NJMarkette,Legends,3,3,2025-01-11
42160014,42161196,Legends,15B NJMarkette,3,3,2025-01-11
42159342,42161284,15B Blue,Chelsea 15B,1,5,2025-01-11
42161284,42159342,Chelsea 15B,15B Blue,5,1,2025-01-11
42158532,42161415,White,PRFC Desert Foothills 15B Predator,1,3,2025-01-11
42161415,42158532,PRFC Desert Foothills 15B Predator,White,3,1,2025-01-11
42162669,5b14d2cf2b3b,PRFC West Valley 15B Predator,CCV STARS 15 Boys Orange SUR,6,1,2025-01-11
5b14d2cf2b3b,42162669,CCV STARS 15 Boys Orange SUR,PRFC West Valley 15B Predator,1,6,2025-01-11
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,7,2025-01-11
42159342,42161284,15B Blue,Chelsea 15B,1,5,2025-01-11
42159421,42161570,15/16,PSG 15B Blue,4,4,2025-01-11
42161570,42159421,PSG 15B Blue,15/16,4,4,2025-01-11
42171732,42159421,2015 Boys Blue,15/16,0,4,2025-01-11
42159421,42171732,15/16,2015 Boys Blue,4,0,2025-01-11
42161570,42159421,PSG 15B Blue,15/16,4,4,2025-01-11
42159421,42161570,15/16,PSG 15B Blue,4,4,2025-01-11
42159421,42162137,15/16,AZSC 15B Gold,7,4,2025-01-11
42162137,42159421,AZSC 15B Gold,15/16,4,7,2025-01-11
42162137,42159421,AZSC 15B Gold,15/16,4,7,2025-01-11
42159421,42162137,15/16,AZSC 15B Gold,7,4,2025-01-11
5b14d2cf2b3b,8f91955341d5,CCV STARS 15 Boys Orange SUR,14B Hermanson 1,1,0,2025-01-11
8f91955341d5,5b14d2cf2b3b,14B Hermanson 1,CCV STARS 15 Boys Orange SUR,0,1,2025-01-11
42162669,42160243,PRFC West Valley 15B Predator,Pima Surf Academy Boys 15,8,1,2025-01-11
42160243,42162669,Pima Surf Academy Boys 15,PRFC West Valley 15B Predator,1,8,2025-01-11
42159421,42171732,15/16,2015 Boys Blue,4,0,2025-01-11
42171732,42159421,2015 Boys Blue,15/16,0,4,2025-01-11
5b14d2cf2b3b,42162669,CCV STARS 15 Boys Orange SUR,PRFC West Valley 15B Predator,1,6,2025-01-11
42162669,5b14d2cf2b3b,PRFC West Valley 15B Predator,CCV STARS 15 Boys Orange SUR,6,1,2025-01-11
42158616,42159961,2015,Southeast 2015 Boys Green,3,1,2025-01-11
42161566,42159961,PRFC Scottsdale 15B Samba,Southeast 2015 Boys Green,6,1,2025-01-11
42159961,42161566,Southeast 2015 Boys Green,PRFC Scottsdale 15B Samba,1,6,2025-01-11
42159961,42161566,Southeast 2015 Boys Green,PRFC Scottsdale 15B Samba,1,6,2025-01-11
78da735473c6,42171732,CCV STARS 14 Boys EAV,2015 Boys Blue,3,3,2025-01-11
42171732,78da735473c6,2015 Boys Blue,CCV STARS 14 Boys EAV,3,3,2025-01-11
42171732,78da735473c6,2015 Boys Blue,CCV STARS 14 Boys EAV,3,3,2025-01-11
78da735473c6,42171732,CCV STARS 14 Boys EAV,2015 Boys Blue,3,3,2025-01-11
42163331,42171732,PRFC Southeast Valley 15B Pre-Academy,2015 Boys Blue,2,1,2025-01-11
42171732,42163331,2015 Boys Blue,PRFC Southeast Valley 15B Pre-Academy,1,2,2025-01-11
42171732,42163331,2015 Boys Blue,PRFC Southeast Valley 15B Pre-Academy,1,2,2025-01-11
42163331,42171732,PRFC Southeast Valley 15B Pre-Academy,2015 Boys Blue,2,1,2025-01-11
8f91955341d5,5b14d2cf2b3b,14B Hermanson 1,CCV STARS 15 Boys Orange SUR,0,1,2025-01-11
5b14d2cf2b3b,8f91955341d5,CCV STARS 15 Boys Orange SUR,14B Hermanson 1,1,0,2025-01-11
42160014,42161196,Legends,15B NJMarkette,3,3,2025-01-11
42161196,42160014,15B NJMarkette,Legends,3,3,2025-01-11
42160958,ca938fe7d0b7,Scottsdale 15 Sandsharks Select,Next Level Soccer Southeast 2016 Boys Black,3,3,2025-01-11
ca938fe7d0b7,42160958,Next Level Soccer Southeast 2016 Boys Black,Scottsdale 15 Sandsharks Select,3,3,2025-01-11
42160732,42161196,15 Boys Navy,15B NJMarkette,1,2,2025-01-11
ca938fe7d0b7,42160958,Next Level Soccer Southeast 2016 Boys Black,Scottsdale 15 Sandsharks Select,3,3,2025-01-11
42161196,42160732,15B NJMarkette,15 Boys Navy,2,1,2025-01-11
42160732,42161196,15 Boys Navy,15B NJMarkette,1,2,2025-01-11
42159724,42160958,Northwest 2015 Boys Red,Scottsdale 15 Sandsharks Select,4,3,2025-01-11
42160958,42159724,Scottsdale 15 Sandsharks Select,Northwest 2015 Boys Red,3,4,2025-01-11
42160958,42159724,Scottsdale 15 Sandsharks Select,Northwest 2015 Boys Red,3,4,2025-01-11
42159724,42160958,Northwest 2015 Boys Red,Scottsdale 15 Sandsharks Select,4,3,2025-01-11
42159724,42160828,Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4,4,2025-01-11
42160828,42159724,PRFC North Valley 15B Predator,Northwest 2015 Boys Red,4,4,2025-01-11
42159724,42160828,Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4,4,2025-01-11
42160958,42159724,Scottsdale 15 Sandsharks Select,Northwest 2015 Boys Red,3,4,2025-01-11
42159724,42160958,Northwest 2015 Boys Red,Scottsdale 15 Sandsharks Select,4,3,2025-01-11
42159724,42160958,Northwest 2015 Boys Red,Scottsdale 15 Sandsharks Select,4,3,2025-01-11
42160958,42159724,Scottsdale 15 Sandsharks Select,Northwest 2015 Boys Red,3,4,2025-01-11
42161566,42159961,PRFC Scottsdale 15B Samba,Southeast 2015 Boys Green,6,1,2025-01-11
42160958,ca938fe7d0b7,Scottsdale 15 Sandsharks Select,Next Level Soccer Southeast 2016 Boys Black,3,3,2025-01-11
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,7,2,2025-01-11
42160828,42159724,PRFC North Valley 15B Predator,Northwest 2015 Boys Red,4,4,2025-01-11
42159932,42161829,CCV STARS 15 Boys Red PEO,Madison FC 15 Blue Boys,3,0,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,0,7,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,7,0,2025-01-11
42159342,42160668,15B Blue,15 Boys Soul Warriors,3,0,2025-01-11
42160668,42159342,15 Boys Soul Warriors,15B Blue,0,3,2025-01-11
42160668,42159342,15 Boys Soul Warriors,15B Blue,0,3,2025-01-11
42159342,42160668,15B Blue,15 Boys Soul Warriors,3,0,2025-01-11
42162580,42160732,AZ Inferno 15 Boys Black,15 Boys Navy,0,0,2025-01-11
42160732,42162580,15 Boys Navy,AZ Inferno 15 Boys Black,0,0,2025-01-11
42160050,42158532,Arsenal,White,1,2,2025-01-11
42158532,42160050,White,Arsenal,2,1,2025-01-11
42158532,42160050,White,Arsenal,2,1,2025-01-11
42160050,42158532,Arsenal,White,1,2,2025-01-11
42160050,42161078,Arsenal,PRFC Scottsdale 15B Predator,5,2,2025-01-11
42161078,42160050,PRFC Scottsdale 15B Predator,Arsenal,2,5,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,3,2,2025-01-11
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,3,2025-01-11
42160084,42161338,Eagles,15B Rayados Blue,0,4,2025-01-11
42161338,42160084,15B Rayados Blue,Eagles,4,0,2025-01-11
42160732,42162580,15 Boys Navy,AZ Inferno 15 Boys Black,0,0,2025-01-11
42162580,42160732,AZ Inferno 15 Boys Black,15 Boys Navy,0,0,2025-01-11
42160014,42160732,Legends,15 Boys Navy,3,5,2025-01-11
42160732,42160014,15 Boys Navy,Legends,5,3,2025-01-11
b40213a2d9b7,42159932,14 Cityzens,CCV STARS 15 Boys Red PEO,3,2,2025-01-11
42159932,b40213a2d9b7,CCV STARS 15 Boys Red PEO,14 Cityzens,2,3,2025-01-11
42161570,42159421,PSG 15B Blue,15/16,4,4,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,7,0,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,1,3,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,3,1,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,3,1,2025-01-11
42161829,42159932,Madison FC 15 Blue Boys,CCV STARS 15 Boys Red PEO,0,3,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,0,7,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,7,0,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,7,0,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,0,7,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,2,0,2025-01-11
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,0,2,2025-01-11
42162669,8f91955341d5,PRFC West Valley 15B Predator,14B Hermanson 1,6,1,2025-01-11
8f91955341d5,42162669,14B Hermanson 1,PRFC West Valley 15B Predator,1,6,2025-01-11
42161530,42160732,PRFC West Valley 15B Pre-Academy,15 Boys Navy,0,2,2025-01-11
42160732,42161530,15 Boys Navy,PRFC West Valley 15B Pre-Academy,2,0,2025-01-11
8f91955341d5,42162669,14B Hermanson 1,PRFC West Valley 15B Predator,1,6,2025-01-11
42159421,42161570,15/16,PSG 15B Blue,4,4,2025-01-11
42162669,8f91955341d5,PRFC West Valley 15B Predator,14B Hermanson 1,6,1,2025-01-11
42160084,42161338,Eagles,15B Rayados Blue,0,4,2025-01-11
5b14d2cf2b3b,42162669,CCV STARS 15 Boys Orange SUR,PRFC West Valley 15B Predator,1,6,2025-01-11
42162669,5b14d2cf2b3b,PRFC West Valley 15B Predator,CCV STARS 15 Boys Orange SUR,6,1,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42161804,42161804,15B,15B,0,0,2025-01-11
42160668,42159342,15 Boys Soul Warriors,15B Blue,0,3,2025-01-11
42159342,42160668,15B Blue,15 Boys Soul Warriors,3,0,2025-01-11
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,3,2025-01-11
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,3,2,2025-01-11
42159342,42160668,15B Blue,15 Boys Soul Warriors,3,0,2025-01-11
42160668,42159342,15 Boys Soul Warriors,15B Blue,0,3,2025-01-11
42161078,42160050,PRFC Scottsdale 15B Predator,Arsenal,2,5,2025-01-11
42160050,42161078,Arsenal,PRFC Scottsdale 15B Predator,5,2,2025-01-11
42159342,42161286,15B Blue,Deportivo Mexico 15B,1,3,2025-01-11
42161338,42160084,15B Rayados Blue,Eagles,4,0,2025-01-11
42171732,42161570,2015 Boys Blue,PSG 15B Blue,1,4,2025-01-11
42161286,42159342,Deportivo Mexico 15B,15B Blue,0,7,2025-01-11
42161570,42171732,PSG 15B Blue,2015 Boys Blue,4,1,2025-01-11
42159858,42161804,CDO 15B Elite,15B,2,1,2025-01-11
42161804,42159858,15B,CDO 15B Elite,1,2,2025-01-11
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,3,2025-01-11
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,3,2,2025-01-11
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,3,2,2025-01-11
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,3,2025-01-11
42161566,42159961,PRFC Scottsdale 15B Samba,Southeast 2015 Boys Green,6,1,2025-01-11
42159961,42161566,Southeast 2015 Boys Green,PRFC Scottsdale 15B Samba,1,6,2025-01-11
42159961,42161566,Southeast 2015 Boys Green,PRFC Scottsdale 15B Samba,1,6,2025-01-11
42161566,42159961,PRFC Scottsdale 15B Samba,Southeast 2015 Boys Green,6,1,2025-01-11
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,7,2025-01-11
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,7,2,2025-01-11
42161078,42161983,PRFC Scottsdale 15B Predator,AZSC 2015B White,7,2,2025-01-11
42161983,42161078,AZSC 2015B White,PRFC Scottsdale 15B Predator,2,7,2025-01-11
42159858,42161804,CDO 15B Elite,15B,2,1,2025-01-11
42160738,42161983,West Valley 2015 Boys Rose,AZSC 2015B White,2,4,2025-01-11
42161983,42160738,AZSC 2015B White,West Valley 2015 Boys Rose,4,2,2025-01-11
42160738,42161983,West Valley 2015 Boys Rose,AZSC 2015B White,2,4,2025-01-11
42162669,5b14d2cf2b3b,PRFC West Valley 15B Predator,CCV STARS 15 Boys Orange SUR,6,1,2025-01-11
5b14d2cf2b3b,42162669,CCV STARS 15 Boys Orange SUR,PRFC West Valley 15B Predator,1,6,2025-01-11
42159421,42161570,15/16,PSG 15B Blue,4,4,2025-01-11
42161570,42159421,PSG 15B Blue,15/16,4,4,2025-01-11
42161983,42160738,AZSC 2015B White,West Valley 2015 Boys Rose,4,2,2025-01-11
42160738,42161983,West Valley 2015 Boys Rose,AZSC 2015B White,2,4,2025-01-11
42160738,42161983,West Valley 2015 Boys Rose,AZSC 2015B White,2,4,2025-01-11
42161983,42160738,AZSC 2015B White,West Valley 2015 Boys Rose,4,2,2025-01-11
0462af897019,42162707,14B Velasco Pre-MLS Next,Southeast 2015 Boys Red,3,2,2025-01-11
42162707,0462af897019,Southeast 2015 Boys Red,14B Velasco Pre-MLS Next,2,3,2025-01-11
42161570,42171732,PSG 15B Blue,2015 Boys Blue,4,1,2025-01-11
42159932,42161829,CCV STARS 15 Boys Red PEO,Madison FC 15 Blue Boys,3,0,2025-01-11
42161983,42160738,AZSC 2015B White,West Valley 2015 Boys Rose,4,2,2025-01-11
42161804,42159858,15B,CDO 15B Elite,1,2,2025-01-11
42161829,42159932,Madison FC 15 Blue Boys,CCV STARS 15 Boys Red PEO,0,3,2025-01-11
42160732,42160014,15 Boys Navy,Legends,5,3,2025-01-11
42171732,42161570,2015 Boys Blue,PSG 15B Blue,1,4,2025-01-11
42174753,42162707,2014,Southeast 2015 Boys Red,2,3,2025-01-11
42162707,42174753,Southeast 2015 Boys Red,2014,3,2,2025-01-11
42162707,42174753,Southeast 2015 Boys Red,2014,3,2,2025-01-11
42174753,42162707,2014,Southeast 2015 Boys Red,2,3,2025-01-11
42160050,42162133,Arsenal,Tuzos Academy Mesa 2015,2,0,2025-01-11
42162133,42160050,Tuzos Academy Mesa 2015,Arsenal,0,2,2025-01-11
42162133,42160050,Tuzos Academy Mesa 2015,Arsenal,0,2,2025-01-11
42160050,42162133,Arsenal,Tuzos Academy Mesa 2015,2,0,2025-01-11
42160014,42160732,Legends,15 Boys Navy,3,5,2025-01-11
42162669,42160243,PRFC West Valley 15B Predator,Pima Surf Academy Boys 15,8,1,2025-01-11
42162137,42158038,AZSC 15B Gold,2015 Boys Academy,0,8,2025-01-11
42158038,42162137,2015 Boys Academy,AZSC 15B Gold,8,0,2025-01-11
42158038,42162137,2015 Boys Academy,AZSC 15B Gold,8,0,2025-01-11
42162137,42158038,AZSC 15B Gold,2015 Boys Academy,0,8,2025-01-11
42160243,42162669,Pima Surf Academy Boys 15,PRFC West Valley 15B Predator,1,8,2025-01-11
ca938fe7d0b7,42160828,Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,6,9,2025-01-11
42160828,ca938fe7d0b7,PRFC North Valley 15B Predator,Next Level Soccer Southeast 2016 Boys Black,9,6,2025-01-11
42160732,42160014,15 Boys Navy,Legends,5,3,2025-01-11
42160014,42160732,Legends,15 Boys Navy,3,5,2025-01-11
42161830,42160014,Madison FC 15 Gold Boys,Legends,1,2,2025-01-11
42160014,42161830,Legends,Madison FC 15 Gold Boys,2,1,2025-01-11
42161830,42160014,Madison FC 15 Gold Boys,Legends,1,2,2025-01-11
42160014,42161830,Legends,Madison FC 15 Gold Boys,2,1,2025-01-11
42160828,42159724,PRFC North Valley 15B Predator,Northwest 2015 Boys Red,4,4,2025-01-11
42160828,42159724,PRFC North Valley 15B Predator,Northwest 2015 Boys Red,4,4,2025-01-11
42159724,42160828,Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4,4,2025-01-11
42160828,ca938fe7d0b7,PRFC North Valley 15B Predator,Next Level Soccer Southeast 2016 Boys Black,9,6,2025-01-11
ca938fe7d0b7,42160828,Next Level Soccer Southeast 2016 Boys Black,PRFC North Valley 15B Predator,6,9,2025-01-11
42159724,42160828,Northwest 2015 Boys Red,PRFC North Valley 15B Predator,4,4,2025-01-11
42158038,c62b2f0972a9,2015 Boys Academy,CCV STARS 15 Boys LAV,2,5,2025-01-12
42159421,42158038,15/16,2015 Boys Academy,2,5,2025-01-12
42159421,42158038,15/16,2015 Boys Academy,2,5,2025-01-12
42158038,42159421,2015 Boys Academy,15/16,5,2,2025-01-12
c62b2f0972a9,42158038,CCV STARS 15 Boys LAV,2015 Boys Academy,5,2,2025-01-12
42161196,5b14d2cf2b3b,15B NJMarkette,CCV STARS 15 Boys Orange SUR,3,3,2025-01-12
42160732,42161830,15 Boys Navy,Madison FC 15 Gold Boys,8,1,2025-01-12
42158038,c62b2f0972a9,2015 Boys Academy,CCV STARS 15 Boys LAV,2,5,2025-01-12
42161566,42161493,PRFC Scottsdale 15B Samba,AZ Arsenal 15 Boys Teal CE,2,3,2025-01-12
42161493,42161566,AZ Arsenal 15 Boys Teal CE,PRFC Scottsdale 15B Samba,3,2,2025-01-12
5b14d2cf2b3b,42161196,CCV STARS 15 Boys Orange SUR,15B NJMarkette,3,3,2025-01-12
c62b2f0972a9,42158038,CCV STARS 15 Boys LAV,2015 Boys Academy,5,2,2025-01-12
42158038,42159421,2015 Boys Academy,15/16,5,2,2025-01-12
42161711,42159421,Scottsdale 15 Sandsharks Black,15/16,1,0,2025-01-12
c62b2f0972a9,42158038,CCV STARS 15 Boys LAV,2015 Boys Academy,5,2,2025-01-12
c62b2f0972a9,42158038,CCV STARS 15 Boys LAV,2015 Boys Academy,5,2,2025-01-12
42158038,c62b2f0972a9,2015 Boys Academy,CCV STARS 15 Boys LAV,2,5,2025-01-12
42162580,42171732,AZ Inferno 15 Boys Black,2015 Boys Blue,2,3,2025-01-12
42171732,42162580,2015 Boys Blue,AZ Inferno 15 Boys Black,3,2,2025-01-12
42171732,42162580,2015 Boys Blue,AZ Inferno 15 Boys Black,3,2,2025-01-12
42162580,42171732,AZ Inferno 15 Boys Black,2015 Boys Blue,2,3,2025-01-12
42160741,42159961,VSC 2015 Boys Green,Southeast 2015 Boys Green,5,2,2025-01-12
42159961,42160741,Southeast 2015 Boys Green,VSC 2015 Boys Green,2,5,2025-01-12
42160741,42159961,VSC 2015 Boys Green,Southeast 2015 Boys Green,5,2,2025-01-12
42159421,42161711,15/16,Scottsdale 15 Sandsharks Black,0,1,2025-01-12
42161711,42159421,Scottsdale 15 Sandsharks Black,15/16,1,0,2025-01-12
42161830,42160732,Madison FC 15 Gold Boys,15 Boys Navy,1,8,2025-01-12
42159421,42161711,15/16,Scottsdale 15 Sandsharks Black,0,1,2025-01-12
42158038,c62b2f0972a9,2015 Boys Academy,CCV STARS 15 Boys LAV,2,5,2025-01-12
42161830,42160732,Madison FC 15 Gold Boys,15 Boys Navy,1,8,2025-01-12
42160014,42162669,Legends,PRFC West Valley 15B Predator,3,4,2025-01-12
42160741,42161493,VSC 2015 Boys Green,AZ Arsenal 15 Boys Teal CE,1,6,2025-01-12
42158038,42159421,2015 Boys Academy,15/16,5,2,2025-01-12
761dc181c82c,42161415,Kingman SC B14 McGill,PRFC Desert Foothills 15B Predator,1,8,2025-01-12
42161415,761dc181c82c,PRFC Desert Foothills 15B Predator,Kingman SC B14 McGill,8,1,2025-01-12
42161415,42158532,PRFC Desert Foothills 15B Predator,White,2,1,2025-01-12
42158532,42161415,White,PRFC Desert Foothills 15B Predator,1,2,2025-01-12
42158532,42161415,White,PRFC Desert Foothills 15B Predator,1,2,2025-01-12
42161415,42158532,PRFC Desert Foothills 15B Predator,White,2,1,2025-01-12
42158563,42158616,2015 Rush Boys,2015,3,1,2025-01-12
42158616,42158563,2015,2015 Rush Boys,1,3,2025-01-12
42158616,42158563,2015,2015 Rush Boys,1,3,2025-01-12
42158563,42158616,2015 Rush Boys,2015,3,1,2025-01-12
42161415,761dc181c82c,PRFC Desert Foothills 15B Predator,Kingman SC B14 McGill,8,1,2025-01-12
761dc181c82c,42161415,Kingman SC B14 McGill,PRFC Desert Foothills 15B Predator,1,8,2025-01-12
42160741,42158563,VSC 2015 Boys Green,2015 Rush Boys,2,1,2025-01-12
42158563,42160741,2015 Rush Boys,VSC 2015 Boys Green,1,2,2025-01-12
42158563,42160741,2015 Rush Boys,VSC 2015 Boys Green,1,2,2025-01-12
42160741,42158563,VSC 2015 Boys Green,2015 Rush Boys,2,1,2025-01-12
42162669,42160014,PRFC West Valley 15B Predator,Legends,4,3,2025-01-12
42161566,42161493,PRFC Scottsdale 15B Samba,AZ Arsenal 15 Boys Teal CE,2,3,2025-01-12
42161493,42161566,AZ Arsenal 15 Boys Teal CE,PRFC Scottsdale 15B Samba,3,2,2025-01-12
5b14d2cf2b3b,42161196,CCV STARS 15 Boys Orange SUR,15B NJMarkette,3,3,2025-01-12
42161196,5b14d2cf2b3b,15B NJMarkette,CCV STARS 15 Boys Orange SUR,3,3,2025-01-12
42160828,42160958,PRFC North Valley 15B Predator,Scottsdale 15 Sandsharks Select,6,1,2025-01-12
