Team A,Team B,Score A,Score B,Date
fc elite arizona 2013 boys blue,buckeye soccer club 2013 boys white,2,0,2025-01-23
fc elite arizona 2013 boys blue,chandler soccer club 2013 boys white,3,3,2025-01-03
fc elite arizona 2013 boys blue,rsl-az north 2013 boys red,2,2,2025-06-14
fc elite arizona 2013 boys blue,apache junction soccer club 2013 boys white,2,4,2025-06-06
fc elite arizona 2013 boys blue,goodyear soccer club 2013 boys red,5,5,2024-12-02
fc elite arizona 2013 boys blue,fc tucson youth soccer 2013 boys white,0,3,2025-08-03
fc elite arizona 2013 boys blue,az arsenal soccer club 2013 boys black,1,0,2024-11-18
fc elite arizona 2013 boys blue,gilbert soccer club 2013 boys gold,4,4,2025-07-07
fc elite arizona 2013 boys blue,az arsenal soccer club 2013 boys gold,5,1,2025-06-06
fc elite arizona 2013 boys blue,gilbert soccer club 2013 boys blue,0,1,2025-08-05
fc elite arizona 2013 boys blue,desert sc 2013 boys white,3,3,2025-09-18
fc elite arizona 2013 boys blue,paradise valley soccer club 2013 boys blue,5,1,2025-07-16
fc elite arizona 2013 boys blue,apache junction soccer club 2013 boys black,4,0,2025-05-29
fc elite arizona 2013 boys blue,gilbert soccer club 2013 boys red,2,3,2024-11-13
fc elite arizona 2013 boys blue,apache junction soccer club 2013 boys white,2,0,2025-04-01
fc elite arizona 2013 boys blue,fc tucson youth soccer 2013 boys red,2,2,2025-08-25
fc elite arizona 2013 boys blue,fc tucson youth soccer 2013 boys white,2,0,2025-02-02
fc elite arizona 2013 boys blue,paradise valley soccer club 2013 boys gold,2,0,2025-05-05
fc elite arizona 2013 boys blue,fc tucson youth soccer 2013 boys white,5,4,2025-04-03
fc elite arizona 2013 boys blue,phoenix rising fc 2013 boys gold,5,4,2025-05-26
fc elite arizona 2013 boys blue,fc tucson youth soccer 2013 boys black,1,1,2025-09-02
fc elite arizona 2013 boys blue,peoria soccer club 2013 boys blue,2,4,2025-09-12
fc elite arizona 2013 boys blue,az soccer club 2013 boys gold,5,1,2025-08-17
fc elite arizona 2013 boys blue,desert sc 2013 boys white,2,2,2024-11-28
fc elite arizona 2013 boys blue,chandler soccer club 2013 boys gold,0,3,2025-08-11
fc elite arizona 2013 boys blue,buckeye soccer club 2013 boys blue,2,5,2025-08-22
phoenix premier fc 2013 boys white,rsl-az yuma 2013 boys gold,4,5,2024-11-08
phoenix premier fc 2013 boys white,apache junction soccer club 2013 boys white,0,4,2024-11-29
phoenix premier fc 2013 boys white,casa grande soccer club 2013 boys blue,1,2,2025-07-31
phoenix premier fc 2013 boys white,fc tucson youth soccer 2013 boys white,2,3,2025-09-21
phoenix premier fc 2013 boys white,rsl-az west valley 2013 boys white,3,4,2025-09-27
phoenix premier fc 2013 boys white,mesa soccer club 2013 boys black,3,3,2024-12-31
phoenix premier fc 2013 boys white,rsl-az west valley 2013 boys white,2,0,2025-04-24
phoenix premier fc 2013 boys white,cave creek soccer club 2013 boys gold,1,0,2024-10-22
phoenix premier fc 2013 boys white,avondale soccer club 2013 boys gold,2,3,2025-08-22
phoenix premier fc 2013 boys white,chandler soccer club 2013 boys white,1,1,2025-08-03
phoenix premier fc 2013 boys white,gilbert soccer club 2013 boys white,1,4,2025-04-30
phoenix premier fc 2013 boys white,scottsdale soccer club 2013 boys blue,0,1,2025-01-30
phoenix premier fc 2013 boys white,fountain hills soccer club 2013 boys blue,4,0,2025-09-19
phoenix premier fc 2013 boys white,phoenix rising fc 2013 boys gold,2,1,2025-03-15
phoenix premier fc 2013 boys white,goodyear soccer club 2013 boys red,1,3,2025-08-01
phoenix premier fc 2013 boys white,fc tucson youth soccer 2013 boys white,1,4,2025-10-03
phoenix premier fc 2013 boys white,paradise valley soccer club 2013 boys blue,4,5,2024-12-20
phoenix premier fc 2013 boys white,casa grande soccer club 2013 boys white,5,2,2025-07-30
phoenix premier fc 2013 boys white,rsl-az west valley 2013 boys white,2,2,2025-05-29
phoenix premier fc 2013 boys white,cave creek soccer club 2013 boys blue,2,0,2025-02-28
phoenix premier fc 2013 boys white,scottsdale soccer club 2013 boys white,1,2,2024-12-19
phoenix premier fc 2013 boys white,az soccer club 2013 boys black,3,2,2025-09-09
phoenix premier fc 2013 boys white,goodyear soccer club 2013 boys black,2,3,2024-10-15
phoenix premier fc 2013 boys white,apache junction soccer club 2013 boys black,4,1,2025-02-20
phoenix premier fc 2013 boys white,peoria soccer club 2013 boys white,5,5,2025-06-25
phoenix premier fc 2013 boys white,fc elite arizona 2013 boys blue,4,1,2025-08-07
phoenix premier fc 2013 boys white,apache junction soccer club 2013 boys white,5,2,2024-12-21
phoenix premier fc 2013 boys white,glendale soccer club 2013 boys gold,2,3,2025-02-17
mesa soccer club 2013 boys white,cave creek soccer club 2013 boys blue,2,5,2025-09-16
mesa soccer club 2013 boys white,cave creek soccer club 2013 boys white,4,5,2024-10-16
mesa soccer club 2013 boys white,goodyear soccer club 2013 boys blue,5,2,2025-06-27
mesa soccer club 2013 boys white,cave creek soccer club 2013 boys blue,3,3,2025-04-01
mesa soccer club 2013 boys white,rsl-az west valley 2013 boys blue,1,3,2024-10-16
mesa soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,2,3,2025-07-11
mesa soccer club 2013 boys white,fc tucson youth soccer 2013 boys black,0,1,2025-08-06
mesa soccer club 2013 boys white,fc tucson youth soccer 2013 boys red,4,2,2025-02-12
mesa soccer club 2013 boys white,goodyear soccer club 2013 boys red,3,0,2024-10-15
mesa soccer club 2013 boys white,buckeye soccer club 2013 boys blue,4,0,2024-12-22
mesa soccer club 2013 boys white,fc elite arizona 2013 boys blue,2,4,2025-05-13
mesa soccer club 2013 boys white,glendale soccer club 2013 boys gold,1,4,2025-05-13
mesa soccer club 2013 boys white,goodyear soccer club 2013 boys red,2,1,2025-03-08
mesa soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,3,5,2025-05-28
mesa soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,3,1,2025-03-01
mesa soccer club 2013 boys white,goodyear soccer club 2013 boys blue,5,2,2025-04-12
mesa soccer club 2013 boys white,casa grande soccer club 2013 boys blue,0,2,2025-07-28
mesa soccer club 2013 boys white,casa grande soccer club 2013 boys blue,2,3,2025-06-21
mesa soccer club 2013 boys white,paradise valley soccer club 2013 boys gold,4,1,2024-12-26
mesa soccer club 2013 boys white,apache junction soccer club 2013 boys white,1,0,2025-09-04
mesa soccer club 2013 boys white,mesa soccer club 2013 boys red,5,4,2025-06-01
mesa soccer club 2013 boys white,az soccer club 2013 boys white,5,3,2024-10-15
mesa soccer club 2013 boys white,phoenix rising fc 2013 boys blue,1,0,2025-07-11
mesa soccer club 2013 boys white,glendale soccer club 2013 boys gold,2,4,2025-07-10
mesa soccer club 2013 boys white,gilbert soccer club 2013 boys black,1,3,2024-10-12
mesa soccer club 2013 boys white,az arsenal soccer club 2013 boys red,0,0,2025-02-15
mesa soccer club 2013 boys white,az soccer club 2013 boys black,3,2,2025-07-31
mesa soccer club 2013 boys white,goodyear soccer club 2013 boys black,2,4,2025-08-28
glendale soccer club 2013 boys gold,mesa soccer club 2013 boys black,2,0,2025-02-14
glendale soccer club 2013 boys gold,cave creek soccer club 2013 boys white,0,4,2024-11-05
glendale soccer club 2013 boys gold,gilbert soccer club 2013 boys blue,0,4,2025-10-04
glendale soccer club 2013 boys gold,paradise valley soccer club 2013 boys gold,2,0,2025-03-08
glendale soccer club 2013 boys gold,buckeye soccer club 2013 boys gold,2,3,2024-11-18
glendale soccer club 2013 boys gold,mesa soccer club 2013 boys red,2,1,2025-04-28
glendale soccer club 2013 boys gold,fc tucson youth soccer 2013 boys blue,1,3,2024-11-03
glendale soccer club 2013 boys gold,rsl-az west valley 2013 boys blue,4,2,2024-11-02
glendale soccer club 2013 boys gold,fc tucson youth soccer 2013 boys red,5,2,2025-05-11
glendale soccer club 2013 boys gold,cave creek soccer club 2013 boys white,4,1,2024-12-10
glendale soccer club 2013 boys gold,az arsenal soccer club 2013 boys red,0,0,2025-05-27
glendale soccer club 2013 boys gold,fc tucson youth soccer 2013 boys blue,1,1,2025-08-01
glendale soccer club 2013 boys gold,phoenix premier fc 2013 boys white,4,3,2024-12-07
glendale soccer club 2013 boys gold,casa grande soccer club 2013 boys white,2,5,2025-07-12
glendale soccer club 2013 boys gold,rsl-az west valley 2013 boys white,4,5,2025-03-20
glendale soccer club 2013 boys gold,paradise valley soccer club 2013 boys blue,3,1,2025-09-17
glendale soccer club 2013 boys gold,queen creek soccer club 2013 boys black,4,1,2025-04-03
glendale soccer club 2013 boys gold,paradise valley soccer club 2013 boys blue,1,3,2024-12-26
glendale soccer club 2013 boys gold,surprise soccer club 2013 boys red,0,1,2025-01-10
glendale soccer club 2013 boys gold,fc elite arizona 2013 boys red,2,0,2024-11-15
glendale soccer club 2013 boys gold,az soccer club 2013 boys blue,4,0,2025-05-04
glendale soccer club 2013 boys gold,fc elite arizona 2013 boys blue,5,2,2025-01-19
glendale soccer club 2013 boys gold,gilbert soccer club 2013 boys white,3,5,2025-02-11
glendale soccer club 2013 boys gold,casa grande soccer club 2013 boys white,4,3,2025-02-26
glendale soccer club 2013 boys gold,fc tucson youth soccer 2013 boys white,1,1,2025-06-21
glendale soccer club 2013 boys gold,fc elite arizona 2013 boys blue,4,2,2024-12-06
glendale soccer club 2013 boys gold,fc elite arizona 2013 boys red,5,0,2024-10-15
glendale soccer club 2013 boys gold,az arsenal soccer club 2013 boys gold,1,1,2025-01-26
paradise valley soccer club 2013 boys gold,peoria soccer club 2013 boys blue,2,2,2025-07-21
paradise valley soccer club 2013 boys gold,az arsenal soccer club 2013 boys white,3,1,2024-11-20
paradise valley soccer club 2013 boys gold,glendale soccer club 2013 boys gold,4,3,2024-11-07
paradise valley soccer club 2013 boys gold,scottsdale soccer club 2013 boys red,0,2,2025-05-13
paradise valley soccer club 2013 boys gold,maricopa soccer club 2013 boys red,2,2,2025-01-10
paradise valley soccer club 2013 boys gold,apache junction soccer club 2013 boys white,2,3,2025-03-14
paradise valley soccer club 2013 boys gold,fc tucson youth soccer 2013 boys white,2,5,2025-06-18
paradise valley soccer club 2013 boys gold,mesa soccer club 2013 boys white,3,1,2025-07-11
paradise valley soccer club 2013 boys gold,mesa soccer club 2013 boys white,4,4,2024-11-21
paradise valley soccer club 2013 boys gold,fc tucson youth soccer 2013 boys red,4,3,2024-11-14
paradise valley soccer club 2013 boys gold,casa grande soccer club 2013 boys blue,0,1,2024-10-16
paradise valley soccer club 2013 boys gold,phoenix rising fc 2013 boys gold,3,3,2025-10-03
paradise valley soccer club 2013 boys gold,rsl-az west valley 2013 boys black,4,2,2025-04-13
paradise valley soccer club 2013 boys gold,mesa soccer club 2013 boys black,2,2,2025-01-13
paradise valley soccer club 2013 boys gold,peoria soccer club 2013 boys blue,0,1,2025-01-10
paradise valley soccer club 2013 boys gold,az soccer club 2013 boys gold,3,4,2025-05-14
paradise valley soccer club 2013 boys gold,rsl-az west valley 2013 boys black,4,2,2025-03-29
paradise valley soccer club 2013 boys gold,scottsdale soccer club 2013 boys blue,0,4,2025-10-06
paradise valley soccer club 2013 boys gold,chandler soccer club 2013 boys white,1,1,2024-10-16
paradise valley soccer club 2013 boys gold,rsl-az west valley 2013 boys black,3,5,2025-03-09
paradise valley soccer club 2013 boys gold,rsl-az north 2013 boys red,4,2,2024-10-19
paradise valley soccer club 2013 boys gold,peoria soccer club 2013 boys white,4,0,2024-11-20
paradise valley soccer club 2013 boys gold,rsl-az west valley 2013 boys white,1,0,2024-10-29
paradise valley soccer club 2013 boys gold,queen creek soccer club 2013 boys red,2,5,2024-12-30
paradise valley soccer club 2013 boys gold,phoenix rising fc 2013 boys gold,5,2,2025-03-27
paradise valley soccer club 2013 boys gold,fc elite arizona 2013 boys blue,5,2,2025-02-19
paradise valley soccer club 2013 boys gold,fc elite arizona 2013 boys red,4,2,2024-12-31
paradise valley soccer club 2013 boys gold,peoria soccer club 2013 boys white,4,3,2025-04-17
az arsenal soccer club 2013 boys red,paradise valley soccer club 2013 boys blue,3,2,2025-07-07
az arsenal soccer club 2013 boys red,avondale soccer club 2013 boys red,1,1,2025-03-30
az arsenal soccer club 2013 boys red,phoenix premier fc 2013 boys white,5,3,2025-05-26
az arsenal soccer club 2013 boys red,buckeye soccer club 2013 boys blue,1,2,2024-12-16
az arsenal soccer club 2013 boys red,peoria soccer club 2013 boys blue,0,1,2025-09-29
az arsenal soccer club 2013 boys red,scottsdale soccer club 2013 boys red,3,3,2024-10-15
az arsenal soccer club 2013 boys red,glendale soccer club 2013 boys gold,2,4,2025-03-14
az arsenal soccer club 2013 boys red,mesa soccer club 2013 boys black,3,2,2024-11-16
az arsenal soccer club 2013 boys red,phoenix premier fc 2013 boys white,4,5,2025-08-04
az arsenal soccer club 2013 boys red,surprise soccer club 2013 boys gold,3,4,2025-08-28
az arsenal soccer club 2013 boys red,rsl-az north 2013 boys red,3,1,2024-11-18
az arsenal soccer club 2013 boys red,gilbert soccer club 2013 boys blue,2,0,2025-07-01
az arsenal soccer club 2013 boys red,fc elite arizona 2013 boys red,3,5,2025-07-07
az arsenal soccer club 2013 boys red,fc tucson youth soccer 2013 boys blue,0,5,2025-09-16
az arsenal soccer club 2013 boys red,gilbert soccer club 2013 boys red,0,4,2025-07-21
az arsenal soccer club 2013 boys red,goodyear soccer club 2013 boys blue,5,4,2025-08-12
az arsenal soccer club 2013 boys red,surprise soccer club 2013 boys gold,5,3,2025-03-04
az arsenal soccer club 2013 boys red,gilbert soccer club 2013 boys blue,4,5,2025-08-21
az arsenal soccer club 2013 boys red,cave creek soccer club 2013 boys blue,5,2,2025-01-25
az arsenal soccer club 2013 boys red,az arsenal soccer club 2013 boys black,4,1,2025-02-07
az arsenal soccer club 2013 boys red,peoria soccer club 2013 boys white,5,5,2024-12-08
az arsenal soccer club 2013 boys red,phoenix premier fc 2013 boys red,5,1,2024-12-02
az arsenal soccer club 2013 boys red,paradise valley soccer club 2013 boys gold,5,5,2025-05-13
az arsenal soccer club 2013 boys red,apache junction soccer club 2013 boys white,5,3,2025-04-05
az arsenal soccer club 2013 boys red,rsl-az west valley 2013 boys gold,2,2,2025-01-22
az arsenal soccer club 2013 boys red,scottsdale soccer club 2013 boys red,0,5,2025-03-05
az arsenal soccer club 2013 boys red,goodyear soccer club 2013 boys white,5,0,2025-10-03
az arsenal soccer club 2013 boys red,fountain hills soccer club 2013 boys white,3,3,2025-05-19
avondale soccer club 2013 boys blue,scottsdale soccer club 2013 boys blue,2,0,2025-06-21
avondale soccer club 2013 boys blue,queen creek soccer club 2013 boys red,3,1,2024-11-02
avondale soccer club 2013 boys blue,maricopa soccer club 2013 boys red,1,2,2025-07-23
avondale soccer club 2013 boys blue,goodyear soccer club 2013 boys blue,2,0,2025-03-29
avondale soccer club 2013 boys blue,gilbert soccer club 2013 boys white,1,2,2025-08-29
avondale soccer club 2013 boys blue,gilbert soccer club 2013 boys white,3,2,2025-04-30
avondale soccer club 2013 boys blue,az arsenal soccer club 2013 boys black,2,2,2024-10-22
avondale soccer club 2013 boys blue,rsl-az yuma 2013 boys gold,0,1,2025-04-19
avondale soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,4,2,2025-03-30
avondale soccer club 2013 boys blue,chandler soccer club 2013 boys gold,1,2,2025-04-01
avondale soccer club 2013 boys blue,az arsenal soccer club 2013 boys white,3,2,2025-10-09
avondale soccer club 2013 boys blue,rsl-az west valley 2013 boys blue,0,5,2025-02-22
avondale soccer club 2013 boys blue,rsl-az west valley 2013 boys white,5,5,2025-07-16
avondale soccer club 2013 boys blue,phoenix rising fc 2013 boys black,5,5,2025-02-22
avondale soccer club 2013 boys blue,rsl-az north 2013 boys red,2,0,2025-05-12
avondale soccer club 2013 boys blue,az arsenal soccer club 2013 boys gold,1,5,2024-12-31
avondale soccer club 2013 boys blue,queen creek soccer club 2013 boys black,5,1,2025-01-27
avondale soccer club 2013 boys blue,apache junction soccer club 2013 boys white,4,5,2024-12-05
avondale soccer club 2013 boys blue,phoenix rising fc 2013 boys gold,5,2,2025-02-26
avondale soccer club 2013 boys blue,queen creek soccer club 2013 boys black,0,2,2025-04-01
avondale soccer club 2013 boys blue,avondale soccer club 2013 boys gold,2,4,2025-04-13
avondale soccer club 2013 boys blue,fc elite arizona 2013 boys red,0,1,2025-08-02
avondale soccer club 2013 boys blue,az arsenal soccer club 2013 boys black,0,4,2025-04-27
avondale soccer club 2013 boys blue,avondale soccer club 2013 boys red,5,5,2025-06-17
avondale soccer club 2013 boys blue,peoria soccer club 2013 boys white,2,3,2025-07-17
avondale soccer club 2013 boys blue,az arsenal soccer club 2013 boys white,0,4,2025-10-10
avondale soccer club 2013 boys blue,goodyear soccer club 2013 boys red,1,4,2025-04-20
avondale soccer club 2013 boys blue,mesa soccer club 2013 boys red,5,1,2025-08-26
desert sc 2013 boys white,apache junction soccer club 2013 boys black,0,2,2025-05-18
desert sc 2013 boys white,phoenix rising fc 2013 boys gold,1,4,2025-09-27
desert sc 2013 boys white,glendale soccer club 2013 boys gold,4,5,2025-03-18
desert sc 2013 boys white,mesa soccer club 2013 boys red,0,4,2024-12-19
desert sc 2013 boys white,gilbert soccer club 2013 boys black,4,0,2024-12-03
desert sc 2013 boys white,buckeye soccer club 2013 boys gold,0,2,2025-01-23
desert sc 2013 boys white,buckeye soccer club 2013 boys white,0,0,2025-09-21
desert sc 2013 boys white,scottsdale soccer club 2013 boys blue,4,2,2025-07-01
desert sc 2013 boys white,glendale soccer club 2013 boys gold,5,0,2025-05-27
desert sc 2013 boys white,surprise soccer club 2013 boys red,1,2,2025-04-12
desert sc 2013 boys white,rsl-az west valley 2013 boys gold,3,1,2025-04-29
desert sc 2013 boys white,queen creek soccer club 2013 boys black,3,1,2024-11-18
desert sc 2013 boys white,goodyear soccer club 2013 boys red,4,3,2025-06-14
desert sc 2013 boys white,phoenix rising fc 2013 boys gold,0,0,2025-02-19
desert sc 2013 boys white,fountain hills soccer club 2013 boys white,0,2,2025-04-21
desert sc 2013 boys white,paradise valley soccer club 2013 boys gold,4,0,2024-11-08
desert sc 2013 boys white,cave creek soccer club 2013 boys gold,3,4,2024-10-16
desert sc 2013 boys white,rsl-az south 2013 boys blue,5,3,2024-10-21
desert sc 2013 boys white,fountain hills soccer club 2013 boys white,1,4,2025-01-21
desert sc 2013 boys white,mesa soccer club 2013 boys white,2,4,2025-05-28
desert sc 2013 boys white,phoenix rising fc 2013 boys blue,3,4,2024-12-13
desert sc 2013 boys white,chandler soccer club 2013 boys gold,4,2,2025-02-07
desert sc 2013 boys white,scottsdale soccer club 2013 boys blue,3,5,2024-12-21
desert sc 2013 boys white,fountain hills soccer club 2013 boys blue,2,2,2024-11-13
desert sc 2013 boys white,rsl-az west valley 2013 boys blue,0,5,2025-03-17
desert sc 2013 boys white,fc elite arizona 2013 boys red,2,5,2025-05-13
desert sc 2013 boys white,gilbert soccer club 2013 boys gold,0,3,2025-08-05
desert sc 2013 boys white,peoria soccer club 2013 boys gold,0,2,2025-09-08
rsl-az yuma 2013 boys gold,goodyear soccer club 2013 boys red,3,1,2025-05-04
rsl-az yuma 2013 boys gold,cave creek soccer club 2013 boys gold,4,0,2025-09-06
rsl-az yuma 2013 boys gold,rsl-az west valley 2013 boys black,5,2,2025-08-25
rsl-az yuma 2013 boys gold,queen creek soccer club 2013 boys black,3,5,2025-04-11
rsl-az yuma 2013 boys gold,az arsenal soccer club 2013 boys black,0,4,2025-01-16
rsl-az yuma 2013 boys gold,phoenix premier fc 2013 boys white,2,4,2025-08-20
rsl-az yuma 2013 boys gold,peoria soccer club 2013 boys blue,5,4,2025-03-28
rsl-az yuma 2013 boys gold,cave creek soccer club 2013 boys gold,4,4,2025-05-19
rsl-az yuma 2013 boys gold,fc elite arizona 2013 boys red,3,2,2025-03-15
rsl-az yuma 2013 boys gold,az arsenal soccer club 2013 boys red,1,1,2025-05-13
rsl-az yuma 2013 boys gold,fc elite arizona 2013 boys blue,1,1,2025-07-14
rsl-az yuma 2013 boys gold,fc elite arizona 2013 boys red,0,5,2025-03-25
rsl-az yuma 2013 boys gold,fc tucson youth soccer 2013 boys blue,4,3,2025-07-19
rsl-az yuma 2013 boys gold,az soccer club 2013 boys blue,0,1,2024-12-29
rsl-az yuma 2013 boys gold,rsl-az west valley 2013 boys white,2,4,2025-04-02
rsl-az yuma 2013 boys gold,scottsdale soccer club 2013 boys white,0,5,2025-10-02
rsl-az yuma 2013 boys gold,buckeye soccer club 2013 boys blue,2,4,2025-01-10
rsl-az yuma 2013 boys gold,gilbert soccer club 2013 boys gold,5,2,2025-05-01
rsl-az yuma 2013 boys gold,mesa soccer club 2013 boys white,5,3,2025-02-28
rsl-az yuma 2013 boys gold,gilbert soccer club 2013 boys blue,5,2,2025-02-10
rsl-az yuma 2013 boys gold,surprise soccer club 2013 boys gold,1,1,2025-05-01
rsl-az yuma 2013 boys gold,chandler soccer club 2013 boys red,0,1,2024-10-30
rsl-az yuma 2013 boys gold,surprise soccer club 2013 boys red,5,1,2025-05-01
rsl-az yuma 2013 boys gold,queen creek soccer club 2013 boys black,5,3,2025-08-29
rsl-az yuma 2013 boys gold,rsl-az north 2013 boys red,0,3,2025-01-21
rsl-az yuma 2013 boys gold,paradise valley soccer club 2013 boys gold,1,5,2025-08-09
rsl-az yuma 2013 boys gold,peoria soccer club 2013 boys gold,2,1,2025-02-16
rsl-az yuma 2013 boys gold,glendale soccer club 2013 boys gold,2,5,2025-05-01
scottsdale soccer club 2013 boys blue,mesa soccer club 2013 boys gold,4,2,2025-05-17
scottsdale soccer club 2013 boys blue,queen creek soccer club 2013 boys black,2,4,2025-08-28
scottsdale soccer club 2013 boys blue,paradise valley soccer club 2013 boys blue,2,2,2025-04-04
scottsdale soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,2,2,2025-04-19
scottsdale soccer club 2013 boys blue,cave creek soccer club 2013 boys blue,1,1,2025-03-06
scottsdale soccer club 2013 boys blue,paradise valley soccer club 2013 boys blue,3,0,2025-09-07
scottsdale soccer club 2013 boys blue,buckeye soccer club 2013 boys gold,4,1,2025-09-01
scottsdale soccer club 2013 boys blue,rsl-az south 2013 boys blue,0,3,2024-10-13
scottsdale soccer club 2013 boys blue,phoenix rising fc 2013 boys gold,3,0,2025-08-17
scottsdale soccer club 2013 boys blue,fc tucson youth soccer 2013 boys blue,2,3,2025-07-11
scottsdale soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,0,2,2025-06-25
scottsdale soccer club 2013 boys blue,fc tucson youth soccer 2013 boys white,2,2,2025-06-07
