Team A,Team B,Score A,Score B,Date
desert sc 2012 boys blue,desert sc 2012 boys black,2,4,2025-03-14
desert sc 2012 boys blue,queen creek soccer club 2012 boys white,4,5,2025-06-23
desert sc 2012 boys blue,rsl-az west valley 2012 boys gold,1,3,2025-06-27
desert sc 2012 boys blue,desert sc 2012 boys gold,2,3,2024-10-17
desert sc 2012 boys blue,apache junction soccer club 2012 boys blue,2,0,2025-01-07
casa grande soccer club 2012 boys blue,rsl-az south 2012 boys white,2,3,2025-08-13
casa grande soccer club 2012 boys blue,phoenix premier fc 2012 boys red,4,3,2025-03-21
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys red,1,0,2025-08-09
casa grande soccer club 2012 boys blue,queen creek soccer club 2012 boys black,2,2,2025-07-17
casa grande soccer club 2012 boys blue,tempe soccer club 2012 boys blue,0,4,2025-03-27
casa grande soccer club 2012 boys blue,gilbert soccer club 2012 boys white,2,3,2024-11-08
casa grande soccer club 2012 boys blue,queen creek soccer club 2012 boys white,5,5,2024-12-28
casa grande soccer club 2012 boys blue,desert sc 2012 boys black,1,2,2025-09-12
casa grande soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,4,2,2025-08-28
casa grande soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,3,2,2025-04-26
casa grande soccer club 2012 boys blue,buckeye soccer club 2012 boys blue,3,1,2025-04-22
casa grande soccer club 2012 boys blue,queen creek soccer club 2012 boys black,0,3,2025-06-28
casa grande soccer club 2012 boys blue,chandler soccer club 2012 boys white,5,5,2024-12-31
casa grande soccer club 2012 boys blue,az soccer club 2012 boys gold,4,3,2025-10-01
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys black,1,4,2025-06-07
casa grande soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,1,3,2025-08-20
casa grande soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,2,3,2024-11-23
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys white,2,1,2025-05-20
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys black,2,5,2024-10-30
casa grande soccer club 2012 boys blue,chandler soccer club 2012 boys gold,2,2,2025-04-15
casa grande soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,2,4,2025-01-11
casa grande soccer club 2012 boys blue,az arsenal soccer club 2012 boys white,0,5,2024-11-14
casa grande soccer club 2012 boys blue,goodyear soccer club 2012 boys blue,0,2,2025-04-29
casa grande soccer club 2012 boys blue,chandler soccer club 2012 boys white,0,5,2025-05-04
casa grande soccer club 2012 boys blue,queen creek soccer club 2012 boys black,5,4,2025-06-22
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys red,4,5,2024-10-18
casa grande soccer club 2012 boys blue,apache junction soccer club 2012 boys blue,0,5,2025-06-03
casa grande soccer club 2012 boys blue,desert sc 2012 boys gold,5,3,2025-05-08
casa grande soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,0,2,2025-04-15
casa grande soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,0,1,2025-09-23
cave creek soccer club 2012 boys black,apache junction soccer club 2012 boys gold,1,0,2025-08-28
cave creek soccer club 2012 boys black,queen creek soccer club 2012 boys black,4,2,2025-07-06
cave creek soccer club 2012 boys black,tempe soccer club 2012 boys blue,4,1,2025-04-19
cave creek soccer club 2012 boys black,paradise valley soccer club 2012 boys black,4,0,2025-02-04
cave creek soccer club 2012 boys black,mesa soccer club 2012 boys red,1,0,2025-03-10
cave creek soccer club 2012 boys black,maricopa soccer club 2012 boys gold,5,0,2024-10-11
cave creek soccer club 2012 boys black,phoenix premier fc 2012 boys gold,4,5,2024-10-13
cave creek soccer club 2012 boys black,fc elite arizona 2012 boys gold,4,2,2025-07-20
cave creek soccer club 2012 boys black,apache junction soccer club 2012 boys gold,5,2,2024-12-05
cave creek soccer club 2012 boys black,rsl-az yuma 2012 boys gold,5,1,2025-01-24
cave creek soccer club 2012 boys black,chandler soccer club 2012 boys white,4,1,2025-05-25
cave creek soccer club 2012 boys black,mesa soccer club 2012 boys black,1,2,2025-05-09
cave creek soccer club 2012 boys black,rsl-az north 2012 boys red,2,4,2025-09-10
cave creek soccer club 2012 boys black,avondale soccer club 2012 boys black,0,5,2025-09-18
cave creek soccer club 2012 boys black,apache junction soccer club 2012 boys blue,1,1,2025-04-20
cave creek soccer club 2012 boys black,phoenix rising fc 2012 boys blue,3,2,2025-04-04
cave creek soccer club 2012 boys black,rsl-az yuma 2012 boys gold,0,4,2024-10-12
cave creek soccer club 2012 boys black,peoria soccer club 2012 boys gold,0,0,2024-12-21
cave creek soccer club 2012 boys black,valley united fc 2012 boys black,3,4,2025-04-20
cave creek soccer club 2012 boys black,az soccer club 2012 boys red,3,3,2025-09-11
cave creek soccer club 2012 boys black,desert sc 2012 boys gold,2,3,2025-03-02
cave creek soccer club 2012 boys black,chandler soccer club 2012 boys white,5,0,2025-01-29
cave creek soccer club 2012 boys black,mesa soccer club 2012 boys red,1,5,2025-01-19
cave creek soccer club 2012 boys black,az arsenal soccer club 2012 boys blue,3,2,2025-06-09
cave creek soccer club 2012 boys black,cave creek soccer club 2012 boys gold,5,1,2025-02-21
cave creek soccer club 2012 boys black,desert sc 2012 boys gold,4,1,2025-07-30
cave creek soccer club 2012 boys black,casa grande soccer club 2012 boys red,5,1,2024-12-14
cave creek soccer club 2012 boys black,paradise valley soccer club 2012 boys blue,3,3,2025-08-19
cave creek soccer club 2012 boys black,mesa soccer club 2012 boys black,1,5,2025-09-04
cave creek soccer club 2012 boys black,chandler soccer club 2012 boys gold,1,2,2024-12-10
az arsenal soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,1,0,2025-09-13
az arsenal soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,1,4,2025-06-22
az arsenal soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,5,3,2024-11-01
az arsenal soccer club 2012 boys blue,phoenix premier fc 2012 boys red,4,5,2025-08-22
az arsenal soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,0,3,2024-11-16
az arsenal soccer club 2012 boys blue,phoenix premier fc 2012 boys red,2,1,2025-10-02
az arsenal soccer club 2012 boys blue,mesa soccer club 2012 boys white,2,4,2024-11-29
az arsenal soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,5,0,2025-09-19
az arsenal soccer club 2012 boys blue,fc tucson youth soccer 2012 boys blue,5,1,2025-06-21
az arsenal soccer club 2012 boys blue,peoria soccer club 2012 boys gold,2,1,2025-08-18
az arsenal soccer club 2012 boys blue,desert sc 2012 boys black,4,3,2024-11-20
az arsenal soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,4,3,2024-11-17
az arsenal soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,3,2,2025-02-14
az arsenal soccer club 2012 boys blue,peoria soccer club 2012 boys gold,0,4,2025-08-19
az arsenal soccer club 2012 boys blue,rsl-az west valley 2012 boys gold,2,0,2024-11-23
az arsenal soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,1,5,2025-05-23
az arsenal soccer club 2012 boys blue,cave creek soccer club 2012 boys gold,3,2,2025-07-07
az arsenal soccer club 2012 boys blue,chandler soccer club 2012 boys red,0,5,2025-06-28
az arsenal soccer club 2012 boys blue,chandler soccer club 2012 boys white,0,1,2025-02-05
az arsenal soccer club 2012 boys blue,gilbert soccer club 2012 boys blue,0,1,2024-10-15
az arsenal soccer club 2012 boys blue,mesa soccer club 2012 boys white,2,0,2025-08-08
az arsenal soccer club 2012 boys blue,desert sc 2012 boys gold,4,3,2025-03-13
az arsenal soccer club 2012 boys blue,rsl-az south 2012 boys blue,3,0,2024-12-15
az arsenal soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,5,3,2025-07-23
az arsenal soccer club 2012 boys blue,desert sc 2012 boys gold,5,3,2024-12-12
az arsenal soccer club 2012 boys blue,desert sc 2012 boys gold,1,0,2025-01-03
az arsenal soccer club 2012 boys blue,glendale soccer club 2012 boys blue,5,4,2025-09-30
az arsenal soccer club 2012 boys blue,desert sc 2012 boys black,3,5,2025-08-03
az arsenal soccer club 2012 boys blue,az arsenal soccer club 2012 boys white,2,4,2025-06-04
az arsenal soccer club 2012 boys blue,phoenix premier fc 2012 boys red,3,5,2025-03-06
valley united fc 2012 boys black,gilbert soccer club 2012 boys blue,5,1,2025-08-19
valley united fc 2012 boys black,glendale soccer club 2012 boys red,1,3,2025-03-24
valley united fc 2012 boys black,gilbert soccer club 2012 boys blue,5,4,2024-10-26
valley united fc 2012 boys black,fc elite arizona 2012 boys gold,5,1,2025-07-08
valley united fc 2012 boys black,chandler soccer club 2012 boys red,4,1,2024-12-29
valley united fc 2012 boys black,rsl-az yuma 2012 boys gold,5,3,2025-01-23
valley united fc 2012 boys black,phoenix rising fc 2012 boys blue,5,2,2025-09-03
valley united fc 2012 boys black,fc elite arizona 2012 boys gold,5,3,2025-08-12
valley united fc 2012 boys black,gilbert soccer club 2012 boys white,5,1,2025-09-07
valley united fc 2012 boys black,surprise soccer club 2012 boys gold,4,0,2025-03-30
valley united fc 2012 boys black,queen creek soccer club 2012 boys white,2,2,2025-02-20
valley united fc 2012 boys black,casa grande soccer club 2012 boys blue,4,2,2024-12-29
valley united fc 2012 boys black,mesa soccer club 2012 boys red,5,3,2024-10-30
valley united fc 2012 boys black,cave creek soccer club 2012 boys black,4,0,2025-03-16
valley united fc 2012 boys black,peoria soccer club 2012 boys gold,4,2,2025-03-14
valley united fc 2012 boys black,tempe soccer club 2012 boys blue,3,1,2025-01-05
valley united fc 2012 boys black,maricopa soccer club 2012 boys red,5,4,2024-11-15
valley united fc 2012 boys black,fountain hills soccer club 2012 boys black,0,0,2024-11-14
valley united fc 2012 boys black,rsl-az south 2012 boys blue,2,0,2025-07-24
valley united fc 2012 boys black,chandler soccer club 2012 boys gold,1,4,2025-07-04
valley united fc 2012 boys black,mesa soccer club 2012 boys white,4,3,2025-08-15
valley united fc 2012 boys black,casa grande soccer club 2012 boys blue,0,2,2025-04-18
valley united fc 2012 boys black,apache junction soccer club 2012 boys blue,0,5,2025-05-12
valley united fc 2012 boys black,mesa soccer club 2012 boys red,5,5,2025-06-15
valley united fc 2012 boys black,az arsenal soccer club 2012 boys red,4,5,2025-09-02
valley united fc 2012 boys black,maricopa soccer club 2012 boys red,5,1,2024-11-19
valley united fc 2012 boys black,desert sc 2012 boys red,2,4,2025-06-29
valley united fc 2012 boys black,rsl-az west valley 2012 boys gold,3,2,2025-07-30
valley united fc 2012 boys black,apache junction soccer club 2012 boys blue,1,1,2024-12-13
valley united fc 2012 boys black,phoenix premier fc 2012 boys red,4,5,2025-05-31
rsl-az north 2012 boys red,scottsdale soccer club 2012 boys black,0,2,2025-06-18
rsl-az north 2012 boys red,mesa soccer club 2012 boys white,2,0,2025-05-14
rsl-az north 2012 boys red,casa grande soccer club 2012 boys blue,1,3,2025-02-20
rsl-az north 2012 boys red,az arsenal soccer club 2012 boys red,0,5,2024-11-16
rsl-az north 2012 boys red,mesa soccer club 2012 boys white,3,5,2025-02-25
rsl-az north 2012 boys red,rsl-az south 2012 boys white,3,2,2025-06-13
rsl-az north 2012 boys red,phoenix premier fc 2012 boys gold,3,2,2025-09-16
rsl-az north 2012 boys red,apache junction soccer club 2012 boys gold,4,5,2025-08-31
rsl-az north 2012 boys red,phoenix premier fc 2012 boys red,3,4,2025-06-16
rsl-az north 2012 boys red,cave creek soccer club 2012 boys black,2,2,2024-11-09
rsl-az north 2012 boys red,phoenix rising fc 2012 boys blue,3,4,2024-12-11
rsl-az north 2012 boys red,scottsdale soccer club 2012 boys black,5,4,2025-01-31
rsl-az north 2012 boys red,paradise valley soccer club 2012 boys black,2,0,2024-11-09
rsl-az north 2012 boys red,fountain hills soccer club 2012 boys black,2,2,2025-01-11
rsl-az north 2012 boys red,casa grande soccer club 2012 boys gold,5,4,2025-07-02
rsl-az north 2012 boys red,mesa soccer club 2012 boys white,5,0,2025-07-13
rsl-az north 2012 boys red,chandler soccer club 2012 boys white,2,2,2025-08-28
rsl-az north 2012 boys red,rsl-az south 2012 boys blue,3,1,2025-06-30
rsl-az north 2012 boys red,queen creek soccer club 2012 boys black,0,1,2025-01-26
rsl-az north 2012 boys red,desert sc 2012 boys red,3,2,2025-07-23
rsl-az north 2012 boys red,cave creek soccer club 2012 boys black,4,1,2025-03-21
rsl-az north 2012 boys red,valley united fc 2012 boys black,2,1,2025-04-13
rsl-az north 2012 boys red,surprise soccer club 2012 boys gold,5,2,2025-07-03
rsl-az north 2012 boys red,desert sc 2012 boys red,5,4,2024-12-28
rsl-az north 2012 boys red,cave creek soccer club 2012 boys gold,2,1,2025-08-06
rsl-az north 2012 boys red,mesa soccer club 2012 boys gold,2,0,2025-07-29
rsl-az north 2012 boys red,tempe soccer club 2012 boys blue,3,1,2025-06-15
rsl-az north 2012 boys red,paradise valley soccer club 2012 boys blue,4,5,2024-11-17
rsl-az north 2012 boys red,buckeye soccer club 2012 boys blue,4,2,2025-09-01
rsl-az north 2012 boys red,tempe soccer club 2012 boys blue,3,2,2025-03-18
gilbert soccer club 2012 boys white,phoenix rising fc 2012 boys black,4,4,2025-04-22
gilbert soccer club 2012 boys white,cave creek soccer club 2012 boys black,4,5,2025-01-14
gilbert soccer club 2012 boys white,mesa soccer club 2012 boys red,5,5,2025-09-26
gilbert soccer club 2012 boys white,goodyear soccer club 2012 boys gold,2,1,2025-07-03
gilbert soccer club 2012 boys white,rsl-az north 2012 boys red,0,3,2025-08-28
gilbert soccer club 2012 boys white,phoenix premier fc 2012 boys gold,3,2,2024-10-28
gilbert soccer club 2012 boys white,queen creek soccer club 2012 boys black,4,4,2025-09-11
gilbert soccer club 2012 boys white,mesa soccer club 2012 boys red,5,0,2025-04-28
gilbert soccer club 2012 boys white,chandler soccer club 2012 boys white,5,4,2025-05-15
gilbert soccer club 2012 boys white,casa grande soccer club 2012 boys blue,5,0,2025-01-17
gilbert soccer club 2012 boys white,az soccer club 2012 boys blue,2,1,2025-02-28
gilbert soccer club 2012 boys white,fc elite arizona 2012 boys gold,3,2,2025-03-02
gilbert soccer club 2012 boys white,tempe soccer club 2012 boys blue,0,1,2024-12-10
gilbert soccer club 2012 boys white,phoenix rising fc 2012 boys blue,3,1,2025-01-13
gilbert soccer club 2012 boys white,az soccer club 2012 boys red,1,4,2025-05-17
gilbert soccer club 2012 boys white,fc tucson youth soccer 2012 boys blue,2,2,2025-07-26
gilbert soccer club 2012 boys white,cave creek soccer club 2012 boys gold,3,3,2025-10-08
gilbert soccer club 2012 boys white,buckeye soccer club 2012 boys blue,2,0,2025-01-28
gilbert soccer club 2012 boys white,phoenix premier fc 2012 boys red,4,4,2025-06-22
gilbert soccer club 2012 boys white,chandler soccer club 2012 boys white,1,2,2025-10-01
gilbert soccer club 2012 boys white,mesa soccer club 2012 boys gold,1,1,2025-08-28
gilbert soccer club 2012 boys white,tempe soccer club 2012 boys blue,3,5,2025-05-15
gilbert soccer club 2012 boys white,rsl-az north 2012 boys red,5,3,2025-05-28
gilbert soccer club 2012 boys white,mesa soccer club 2012 boys white,4,0,2024-12-17
gilbert soccer club 2012 boys white,surprise soccer club 2012 boys gold,4,0,2025-07-13
gilbert soccer club 2012 boys white,cave creek soccer club 2012 boys black,4,3,2025-03-18
gilbert soccer club 2012 boys white,fc elite arizona 2012 boys gold,5,2,2024-11-27
gilbert soccer club 2012 boys white,buckeye soccer club 2012 boys blue,1,1,2025-07-12
gilbert soccer club 2012 boys white,tempe soccer club 2012 boys white,2,5,2025-07-03
gilbert soccer club 2012 boys white,mesa soccer club 2012 boys black,4,4,2025-01-21
desert sc 2012 boys red,valley united fc 2012 boys red,4,1,2025-08-02
desert sc 2012 boys red,gilbert soccer club 2012 boys white,3,2,2025-05-12
desert sc 2012 boys red,maricopa soccer club 2012 boys red,1,1,2025-09-12
desert sc 2012 boys red,paradise valley soccer club 2012 boys black,4,1,2025-08-19
desert sc 2012 boys red,cave creek soccer club 2012 boys black,0,5,2025-07-09
desert sc 2012 boys red,apache junction soccer club 2012 boys gold,4,0,2025-03-07
desert sc 2012 boys red,peoria soccer club 2012 boys gold,2,1,2025-06-15
desert sc 2012 boys red,valley united fc 2012 boys black,5,2,2025-02-27
desert sc 2012 boys red,fc elite arizona 2012 boys gold,1,2,2025-06-30
desert sc 2012 boys red,tempe soccer club 2012 boys blue,5,4,2025-07-11
desert sc 2012 boys red,desert sc 2012 boys blue,0,2,2025-04-09
desert sc 2012 boys red,peoria soccer club 2012 boys gold,4,3,2024-11-10
desert sc 2012 boys red,tempe soccer club 2012 boys blue,0,2,2024-10-16
desert sc 2012 boys red,apache junction soccer club 2012 boys blue,0,0,2024-10-23
desert sc 2012 boys red,chandler soccer club 2012 boys gold,1,3,2024-11-04
desert sc 2012 boys red,surprise soccer club 2012 boys gold,3,2,2024-10-24
desert sc 2012 boys red,tempe soccer club 2012 boys blue,1,2,2024-12-22
desert sc 2012 boys red,chandler soccer club 2012 boys red,4,1,2025-09-28
desert sc 2012 boys red,chandler soccer club 2012 boys gold,4,3,2024-10-31
desert sc 2012 boys red,phoenix premier fc 2012 boys red,3,3,2025-05-16
desert sc 2012 boys red,glendale soccer club 2012 boys red,5,3,2024-11-11
desert sc 2012 boys red,fountain hills soccer club 2012 boys white,3,5,2025-06-10
desert sc 2012 boys red,buckeye soccer club 2012 boys blue,2,2,2025-01-21
desert sc 2012 boys red,fc tucson youth soccer 2012 boys blue,0,5,2025-05-26
desert sc 2012 boys red,az soccer club 2012 boys red,5,4,2025-09-19
desert sc 2012 boys red,rsl-az north 2012 boys red,4,5,2024-12-12
desert sc 2012 boys red,valley united fc 2012 boys black,0,0,2025-06-25
desert sc 2012 boys red,buckeye soccer club 2012 boys blue,4,3,2025-07-19
desert sc 2012 boys red,maricopa soccer club 2012 boys red,2,2,2025-02-01
desert sc 2012 boys red,casa grande soccer club 2012 boys red,4,4,2024-11-18
phoenix rising fc 2012 boys blue,az soccer club 2012 boys gold,4,1,2025-05-08
phoenix rising fc 2012 boys blue,gilbert soccer club 2012 boys blue,4,3,2025-06-01
phoenix rising fc 2012 boys blue,az soccer club 2012 boys gold,4,0,2025-02-24
phoenix rising fc 2012 boys blue,tempe soccer club 2012 boys blue,1,5,2025-09-30
phoenix rising fc 2012 boys blue,cave creek soccer club 2012 boys gold,3,4,2025-04-06
phoenix rising fc 2012 boys blue,chandler soccer club 2012 boys red,4,4,2024-10-30
phoenix rising fc 2012 boys blue,scottsdale soccer club 2012 boys black,0,1,2024-11-05
phoenix rising fc 2012 boys blue,mesa soccer club 2012 boys black,5,3,2024-11-04
phoenix rising fc 2012 boys blue,queen creek soccer club 2012 boys white,0,0,2025-02-01
phoenix rising fc 2012 boys blue,mesa soccer club 2012 boys white,4,1,2024-11-11
phoenix rising fc 2012 boys blue,az soccer club 2012 boys gold,0,4,2024-12-29
phoenix rising fc 2012 boys blue,mesa soccer club 2012 boys black,5,3,2025-07-31
phoenix rising fc 2012 boys blue,chandler soccer club 2012 boys gold,0,2,2024-12-26
phoenix rising fc 2012 boys blue,rsl-az south 2012 boys white,2,2,2025-05-03
phoenix rising fc 2012 boys blue,tempe soccer club 2012 boys white,1,0,2025-07-15
phoenix rising fc 2012 boys blue,apache junction soccer club 2012 boys blue,3,3,2024-10-25
phoenix rising fc 2012 boys blue,phoenix rising fc 2012 boys black,2,3,2025-01-03
phoenix rising fc 2012 boys blue,chandler soccer club 2012 boys gold,4,4,2024-10-17
phoenix rising fc 2012 boys blue,az arsenal soccer club 2012 boys red,5,2,2025-10-08
phoenix rising fc 2012 boys blue,fc elite arizona 2012 boys gold,3,2,2025-05-11
phoenix rising fc 2012 boys blue,fc tucson youth soccer 2012 boys red,1,0,2024-12-20
phoenix rising fc 2012 boys blue,chandler soccer club 2012 boys white,5,2,2025-02-17
phoenix rising fc 2012 boys blue,buckeye soccer club 2012 boys blue,3,3,2025-04-10
phoenix rising fc 2012 boys blue,rsl-az north 2012 boys blue,0,4,2025-09-02
phoenix rising fc 2012 boys blue,gilbert soccer club 2012 boys blue,0,5,2025-03-23
phoenix rising fc 2012 boys blue,fc tucson youth soccer 2012 boys blue,4,0,2024-10-11
phoenix rising fc 2012 boys blue,tempe soccer club 2012 boys blue,2,5,2025-05-21
phoenix rising fc 2012 boys blue,avondale soccer club 2012 boys black,3,0,2024-12-20
phoenix rising fc 2012 boys blue,az arsenal soccer club 2012 boys red,4,4,2025-03-28
phoenix rising fc 2012 boys blue,desert sc 2012 boys gold,5,1,2025-09-18
az soccer club 2012 boys red,apache junction soccer club 2012 boys gold,0,4,2024-10-16
az soccer club 2012 boys red,az arsenal soccer club 2012 boys white,3,3,2025-07-28
az soccer club 2012 boys red,queen creek soccer club 2012 boys white,0,5,2025-09-10
az soccer club 2012 boys red,az arsenal soccer club 2012 boys red,3,3,2025-09-23
az soccer club 2012 boys red,tempe soccer club 2012 boys black,0,0,2025-08-10
az soccer club 2012 boys red,glendale soccer club 2012 boys red,4,1,2025-03-27
az soccer club 2012 boys red,phoenix premier fc 2012 boys gold,5,3,2025-05-11
az soccer club 2012 boys red,rsl-az north 2012 boys red,2,3,2025-02-14
az soccer club 2012 boys red,fountain hills soccer club 2012 boys black,5,1,2025-06-19
az soccer club 2012 boys red,chandler soccer club 2012 boys gold,3,5,2025-03-01
az soccer club 2012 boys red,tempe soccer club 2012 boys blue,5,2,2025-05-31
az soccer club 2012 boys red,phoenix premier fc 2012 boys red,1,3,2025-04-05
az soccer club 2012 boys red,rsl-az yuma 2012 boys gold,3,5,2025-02-11
az soccer club 2012 boys red,paradise valley soccer club 2012 boys blue,2,3,2025-04-17
az soccer club 2012 boys red,tempe soccer club 2012 boys blue,3,5,2025-08-16
az soccer club 2012 boys red,goodyear soccer club 2012 boys gold,3,4,2024-10-21
az soccer club 2012 boys red,maricopa soccer club 2012 boys gold,5,2,2025-04-03
az soccer club 2012 boys red,rsl-az yuma 2012 boys gold,4,2,2024-12-10
az soccer club 2012 boys red,chandler soccer club 2012 boys red,2,5,2025-01-28
az soccer club 2012 boys red,peoria soccer club 2012 boys gold,0,2,2025-08-12
az soccer club 2012 boys red,phoenix premier fc 2012 boys gold,4,4,2025-08-31
az soccer club 2012 boys red,apache junction soccer club 2012 boys blue,3,2,2024-11-17
az soccer club 2012 boys red,az arsenal soccer club 2012 boys red,4,4,2025-05-06
az soccer club 2012 boys red,phoenix premier fc 2012 boys red,1,0,2025-08-15
az soccer club 2012 boys red,paradise valley soccer club 2012 boys black,4,3,2025-01-11
az soccer club 2012 boys red,fountain hills soccer club 2012 boys blue,4,4,2025-08-23
az soccer club 2012 boys red,mesa soccer club 2012 boys white,3,4,2024-12-18
az soccer club 2012 boys red,glendale soccer club 2012 boys red,1,2,2025-03-03
az soccer club 2012 boys red,paradise valley soccer club 2012 boys blue,4,5,2025-08-06
az soccer club 2012 boys red,goodyear soccer club 2012 boys gold,4,1,2024-11-13
queen creek soccer club 2012 boys white,tempe soccer club 2012 boys blue,3,0,2025-04-29
queen creek soccer club 2012 boys white,phoenix rising fc 2012 boys black,2,1,2025-10-01
queen creek soccer club 2012 boys white,fountain hills soccer club 2012 boys blue,0,2,2025-08-31
