Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
fc elite arizona 2015 boys white,real arizona fc 2015 boys red,FC Elite Arizona 2015 Boys White,Real Arizona FC 2015 Boys Red,2,0,Valley Championship,2025-01-26,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,fbsl 2015 boys red,FC Elite Arizona 2015 Boys White,FBSL 2015 Boys Red,3,2,AZ Cup,2025-09-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,sc union maricopa academy 2015 boys red,FC Elite Arizona 2015 Boys White,SC Union Maricopa Academy 2015 Boys Red,1,3,Phoenix Premier League,2025-07-28,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,thunderbird fc 2015 boys white,FC Elite Arizona 2015 Boys White,Thunderbird FC 2015 Boys White,3,3,AZ Cup,2025-08-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,ccv stars 2015 boys blue,FC Elite Arizona 2015 Boys White,CCV STARS 2015 Boys Blue,2,3,Valley Championship,2025-06-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,madison fc 2015 boys blue,FC Elite Arizona 2015 Boys White,Madison FC 2015 Boys Blue,0,2,AZ Cup,2025-10-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,canyon del oro soccer club 2015 boys blue,FC Elite Arizona 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys Blue,2,2,Desert Classic,2025-03-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,epic soccer club 2015 boys red,FC Elite Arizona 2015 Boys White,Epic Soccer Club 2015 Boys Red,1,3,Arizona U11 State League,2025-10-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,sc union maricopa academy 2015 boys blue,FC Elite Arizona 2015 Boys White,SC Union Maricopa Academy 2015 Boys Blue,0,2,Phoenix Premier League,2024-10-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,sc union maricopa academy 2015 boys blue,FC Elite Arizona 2015 Boys White,SC Union Maricopa Academy 2015 Boys Blue,0,0,Cactus Cup,2025-02-23,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,spartak academy 2015 boys blue,FC Elite Arizona 2015 Boys White,Spartak Academy 2015 Boys Blue,0,2,AZ Cup,2024-10-11,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,canyon del oro soccer club 2015 boys red,FC Elite Arizona 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys Red,0,3,Desert Classic,2024-11-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,madison fc 2015 boys white,FC Elite Arizona 2015 Boys White,Madison FC 2015 Boys White,2,1,Valley Championship,2025-06-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,madison fc 2015 boys blue,FC Elite Arizona 2015 Boys White,Madison FC 2015 Boys Blue,3,1,Desert Classic,2025-08-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,united latinos sc 2015 boys blue,FC Elite Arizona 2015 Boys White,United Latinos SC 2015 Boys Blue,1,1,Phoenix Premier League,2025-07-08,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,paladin soccer club 2015 boys white,FC Elite Arizona 2015 Boys White,Paladin Soccer Club 2015 Boys White,0,2,Arizona U11 State League,2025-04-22,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,rsl-az north 2015 boys red,FC Elite Arizona 2015 Boys White,RSL-AZ North 2015 Boys Red,4,4,Valley Championship,2025-04-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys white,spartans fc (az) 2015 boys blue,FC Elite Arizona 2015 Boys White,Spartans FC (AZ) 2015 Boys Blue,2,4,AZ Cup,2025-04-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_2
fc elite arizona 2015 boys red,sun warriors azfc 2015 boys red,FC Elite Arizona 2015 Boys Red,Sun Warriors AZFC 2015 Boys Red,3,1,AZ Cup,2025-07-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az north 2015 boys white,FC Elite Arizona 2015 Boys Red,RSL-AZ North 2015 Boys White,0,3,Cactus Cup,2025-04-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,epic soccer club 2015 boys red,FC Elite Arizona 2015 Boys Red,Epic Soccer Club 2015 Boys Red,3,0,AZ Cup,2025-01-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,spartans fc (az) 2015 boys white,FC Elite Arizona 2015 Boys Red,Spartans FC (AZ) 2015 Boys White,2,4,AZ Cup,2024-10-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az south 2015 boys white,FC Elite Arizona 2015 Boys Red,RSL-AZ South 2015 Boys White,3,3,Cactus Cup,2025-08-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az yuma 2015 boys red,FC Elite Arizona 2015 Boys Red,RSL-AZ Yuma 2015 Boys Red,4,0,Desert Classic,2025-10-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,epic soccer club 2015 boys white,FC Elite Arizona 2015 Boys Red,Epic Soccer Club 2015 Boys White,2,4,Desert Classic,2025-05-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,vail sc 2015 boys white,FC Elite Arizona 2015 Boys Red,Vail SC 2015 Boys White,2,4,Valley Championship,2025-06-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,dynamos sc 2015 boys red,FC Elite Arizona 2015 Boys Red,Dynamos SC 2015 Boys Red,0,2,Cactus Cup,2025-02-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,madison fc 2015 boys white,FC Elite Arizona 2015 Boys Red,Madison FC 2015 Boys White,1,3,Phoenix Premier League,2025-08-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,ccv stars 2015 boys white,FC Elite Arizona 2015 Boys Red,CCV STARS 2015 Boys White,4,1,Phoenix Premier League,2025-09-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az yuma 2015 boys white,FC Elite Arizona 2015 Boys Red,RSL-AZ Yuma 2015 Boys White,1,2,Arizona U11 State League,2025-06-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az yuma 2015 boys blue,FC Elite Arizona 2015 Boys Red,RSL-AZ Yuma 2015 Boys Blue,0,0,Arizona U11 State League,2025-06-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,phoenix rush 2015 boys blue,FC Elite Arizona 2015 Boys Red,Phoenix Rush 2015 Boys Blue,4,3,Desert Classic,2025-03-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,real arizona fc 2015 boys red,FC Elite Arizona 2015 Boys Red,Real Arizona FC 2015 Boys Red,2,3,Phoenix Premier League,2024-12-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,sun warriors azfc 2015 boys blue,FC Elite Arizona 2015 Boys Red,Sun Warriors AZFC 2015 Boys Blue,0,3,Valley Championship,2025-07-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,phoenix premier fc 2015 boys blue,FC Elite Arizona 2015 Boys Red,Phoenix Premier FC 2015 Boys Blue,3,3,Cactus Cup,2025-01-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az north 2015 boys black,FC Elite Arizona 2015 Boys Red,RSL-AZ North 2015 Boys Black,2,4,AZ Cup,2025-08-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,synergy fc az 2015 boys red,FC Elite Arizona 2015 Boys Red,Synergy FC AZ 2015 Boys Red,2,0,Desert Classic,2025-08-24,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az south 2015 boys red,FC Elite Arizona 2015 Boys Red,RSL-AZ South 2015 Boys Red,1,0,AZ Cup,2025-03-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,synergy fc az 2015 boys black,FC Elite Arizona 2015 Boys Red,Synergy FC AZ 2015 Boys Black,3,2,Desert Classic,2025-05-10,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,sun warriors azfc 2015 boys red,FC Elite Arizona 2015 Boys Red,Sun Warriors AZFC 2015 Boys Red,2,3,Arizona U11 State League,2025-06-08,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,az arsenal soccer club 2015 boys red,FC Elite Arizona 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys Red,3,4,Valley Championship,2025-07-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,rsl-az north 2015 boys white,FC Elite Arizona 2015 Boys Red,RSL-AZ North 2015 Boys White,3,3,AZ Cup,2025-07-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,madison fc 2015 boys white,FC Elite Arizona 2015 Boys Red,Madison FC 2015 Boys White,4,2,Phoenix Premier League,2025-03-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys red,synergy fc az 2015 boys white,FC Elite Arizona 2015 Boys Red,Synergy FC AZ 2015 Boys White,1,4,Desert Classic,2025-09-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_3
fc elite arizona 2015 boys black,la academia fc 2015 boys black,FC Elite Arizona 2015 Boys Black,La Academia FC 2015 Boys Black,1,4,Cactus Cup,2025-03-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,fc arizona 2015 boys blue,FC Elite Arizona 2015 Boys Black,FC Arizona 2015 Boys Blue,4,1,Phoenix Premier League,2025-01-02,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,rsl-az north 2015 boys red,FC Elite Arizona 2015 Boys Black,RSL-AZ North 2015 Boys Red,3,2,Desert Classic,2025-05-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,united latinos sc 2015 boys red,FC Elite Arizona 2015 Boys Black,United Latinos SC 2015 Boys Red,4,4,Cactus Cup,2024-11-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,synergy fc az 2015 boys black,FC Elite Arizona 2015 Boys Black,Synergy FC AZ 2015 Boys Black,1,4,Valley Championship,2025-01-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,canyon del oro soccer club 2015 boys blue,FC Elite Arizona 2015 Boys Black,Canyon Del Oro Soccer Club 2015 Boys Blue,1,1,Arizona U11 State League,2025-04-10,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,paladin soccer club 2015 boys white,FC Elite Arizona 2015 Boys Black,Paladin Soccer Club 2015 Boys White,4,4,AZ Cup,2025-02-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,dynamos sc 2015 boys white,FC Elite Arizona 2015 Boys Black,Dynamos SC 2015 Boys White,1,1,Valley Championship,2025-01-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,arizona soccer academy 2015 boys,FC Elite Arizona 2015 Boys Black,Arizona Soccer Academy 2015 Boys,4,2,Arizona U11 State League,2025-09-11,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,paris saint-germain academy phoenix 2015 boys white,FC Elite Arizona 2015 Boys Black,Paris Saint-Germain Academy Phoenix 2015 Boys White,2,0,Cactus Cup,2025-09-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,phoenix premier fc 2015 boys blue,FC Elite Arizona 2015 Boys Black,Phoenix Premier FC 2015 Boys Blue,3,4,Phoenix Premier League,2025-09-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,fc batavia 2015 boys,FC Elite Arizona 2015 Boys Black,FC Batavia 2015 Boys,0,1,Phoenix Premier League,2025-05-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,rsl-az north 2015 boys black,FC Elite Arizona 2015 Boys Black,RSL-AZ North 2015 Boys Black,2,1,AZ Cup,2024-11-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,sun warriors azfc 2015 boys white,FC Elite Arizona 2015 Boys Black,Sun Warriors AZFC 2015 Boys White,4,2,Desert Classic,2025-03-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
fc elite arizona 2015 boys black,sun warriors azfc 2015 boys black,FC Elite Arizona 2015 Boys Black,Sun Warriors AZFC 2015 Boys Black,3,0,Phoenix Premier League,2025-05-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_4
phoenix premier fc 2015 boys blue,madison fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Madison FC 2015 Boys White,3,1,Desert Classic,2025-02-11,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,epic soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,Epic Soccer Club 2015 Boys Red,3,0,Phoenix Premier League,2025-09-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,phoenix premier fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Phoenix Premier FC 2015 Boys White,3,2,Desert Classic,2024-12-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,phoenix premier fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Phoenix Premier FC 2015 Boys White,0,3,Arizona U11 State League,2024-12-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,east valley/nsfc 2015 boys,Phoenix Premier FC 2015 Boys Blue,East Valley/NSFC 2015 Boys,2,2,Arizona U11 State League,2025-02-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,epic soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,Epic Soccer Club 2015 Boys Red,0,2,Phoenix Premier League,2025-08-22,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc sonora 2015 boys red,Phoenix Premier FC 2015 Boys Blue,FC Sonora 2015 Boys Red,2,3,Phoenix Premier League,2025-06-23,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,az arsenal soccer club 2015 boys white,Phoenix Premier FC 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys White,1,0,Cactus Cup,2025-06-03,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,az arsenal soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Red,2,3,Phoenix Premier League,2025-06-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc arizona 2015 boys black,Phoenix Premier FC 2015 Boys Blue,FC Arizona 2015 Boys Black,2,4,AZ Cup,2025-03-08,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,thunderbird fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Thunderbird FC 2015 Boys White,3,3,Phoenix Premier League,2024-10-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,sc union maricopa academy 2015 boys black,Phoenix Premier FC 2015 Boys Blue,SC Union Maricopa Academy 2015 Boys Black,2,4,Arizona U11 State League,2024-12-31,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys red,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys Red,1,2,AZ Cup,2025-09-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys white,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys White,0,1,Phoenix Premier League,2025-05-31,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,arizona soccer club 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Arizona Soccer Club 2015 Boys White,1,0,Arizona U11 State League,2025-09-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,united latinos sc 2015 boys black,Phoenix Premier FC 2015 Boys Blue,United Latinos SC 2015 Boys Black,2,2,Phoenix Premier League,2025-08-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,brazas futebol club 2015 boys,Phoenix Premier FC 2015 Boys Blue,Brazas Futebol Club 2015 Boys,2,4,AZ Cup,2025-01-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,united latinos sc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,United Latinos SC 2015 Boys White,3,0,AZ Cup,2025-09-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,ayso united (az) 2015 boys white,Phoenix Premier FC 2015 Boys Blue,AYSO United (AZ) 2015 Boys White,3,0,Cactus Cup,2025-01-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys white,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys White,0,0,Cactus Cup,2025-07-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc batavia 2015 boys,Phoenix Premier FC 2015 Boys Blue,FC Batavia 2015 Boys,2,0,Cactus Cup,2025-02-22,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc tucson youth soccer 2015 boys white,Phoenix Premier FC 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys White,1,2,Desert Classic,2024-10-17,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,rsl-az north 2015 boys black,Phoenix Premier FC 2015 Boys Blue,RSL-AZ North 2015 Boys Black,1,0,Valley Championship,2025-04-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc tucson youth soccer 2015 boys white,Phoenix Premier FC 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys White,3,0,Desert Classic,2024-11-23,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,bala fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,Bala FC 2015 Boys White,3,4,Valley Championship,2025-04-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,kingman sc 2015 boys,Phoenix Premier FC 2015 Boys Blue,Kingman SC 2015 Boys,3,1,Arizona U11 State League,2025-04-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc deportivo arizona 2015 boys blue,Phoenix Premier FC 2015 Boys Blue,FC Deportivo Arizona 2015 Boys Blue,2,4,AZ Cup,2025-02-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,fc batavia 2015 boys,Phoenix Premier FC 2015 Boys Blue,FC Batavia 2015 Boys,2,4,Phoenix Premier League,2024-10-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
phoenix premier fc 2015 boys blue,real arizona fc 2015 boys red,Phoenix Premier FC 2015 Boys Blue,Real Arizona FC 2015 Boys Red,4,0,Phoenix Premier League,2024-10-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_5
