Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
29,CCV Stars 14 Boys South Pre-ECNL CCV STARS,0.554,0.5542,1,0.59550163,0.430570638,0.185856114,0.581620263,27,33,Active,TRUE,10/5/2025
30,Scottsdale 14 Sandsharks Select North Scottsdale Soccer Club,0.529,0.5294,1,0.768580601,0.932499852,0.557097821,0.31531997,25,31,Active,TRUE,10/4/2025
31,14B Velasco RSL-AZ South,0.525,0.5247,1,0.402659332,0.612873639,0.155137762,0.535930751,30,38,Active,TRUE,9/27/2025
32,14B Engilman RSL-AZ North,0.516,0.5158,1,0.786480214,0.441257543,0.276196302,0.450426074,30,52,Active,TRUE,9/20/2025
33,AZEV B2014 (NAVY) AYSO United (AZ),0.513,0.513,1,0.696762948,0.555163221,0.272432127,0.437740229,30,54,Active,TRUE,9/27/2025
34,2014 Boys Yellow Thunderbird FC,0.51,0.5099,1,0.587334821,0.606698202,0.250317602,0.451798537,30,50,Active,TRUE,9/20/2025
35,PSG 14B Blue Paris Saint-Germain Academy Phoenix,0.501,0.5013,1,0.792606036,0.842902285,0.485578507,0.290381709,30,44,Active,TRUE,10/4/2025
36,U-12 (2014) Boys Pre Academy Blue SC del Sol,0.5,0.4996,1,0.575298652,0.37109833,0.321366395,0.517228255,30,40,Active,TRUE,10/5/2025
37,Legends FC AZ 14B Black Dynamos SC,0.496,0.4955,1,0.781653919,0.607550583,0.295017174,0.362756662,30,39,Active,TRUE,4/13/2025
38,Dynamos SC 14B Gold Dynamos SC,0.484,0.4836,1,0.558818789,0.345474476,0.384416318,0.5045036,30,45,Active,TRUE,10/5/2025
39,Tuzos Academy Mesa 2014 FBSL,0.483,0.4826,1,0.665838101,0.348734395,0.428645368,0.466173655,30,59,Active,TRUE,10/5/2025
40,Northwest 2014 Boys Next Level Soccer (AZ),0.479,0.4793,1,0.1719997,0.340639287,0.474756505,0.627871227,30,46,Active,TRUE,4/26/2025
41,FC Deportivo AZ 2014B (Gallegos) FC Deportivo Arizona,0.477,0.4771,1,0.72447556,0.612929041,0.324071896,0.349414735,24,24,Active,TRUE,10/4/2025
42,CDO 14B Premier Canyon Del Oro Soccer Club,0.475,0.4748,1,0.57081171,0.382639444,0.213146379,0.473484663,30,33,Active,TRUE,10/5/2025
43,West Valley 2014 Boys Martinez Pre-Elite64 RSL-AZ West Valley,0.474,0.474,1,0.584385019,0.5299781,0.258786995,0.418556007,30,50,Active,TRUE,4/27/2025
44,14B Moyer RSL-AZ South,0.474,0.474,1,0.530441171,0.598545432,0.509575119,0.413701076,26,31,Active,TRUE,9/20/2025
45,FC Elite Arizona 2014 Boys (ARCHIVED) FC Elite Arizona,0.468,0.4683,1,0.759298507,0.807573968,0.626735049,0.258246504,30,47,Active,TRUE,6/1/2025
46,Playmaker Futbol Academy 14B Gold Playmaker Futbol Academy,0.459,0.4587,1,0.654008677,0.298624414,0.409353974,0.44695547,30,76,Active,TRUE,9/28/2025
47,Phoenix Premier FC 14B X-Factor Phoenix Premier FC,0.445,0.4446,1,0.768702419,0.932499852,0.363713358,0.173992587,30,31,Active,TRUE,9/21/2025
48,East Valley NSFC 14 Boys Aguirre East Valley/NSFC,0.438,0.4379,1,0.321966225,0.292644766,0.30960335,0.525036699,30,59,Active,TRUE,9/20/2025
49,2014 Tuzos Academy FV FBSL,0.429,0.5476,0.783661279,0.827505068,0.842437123,0.635540529,0.356006024,17,21,Active,TRUE,10/4/2025
50,PRFC North Valley 14B Predator Phoenix Rising FC North Valley,0.426,0.4255,1,0.406025793,0.370100948,0.407001365,0.450477365,30,56,Active,TRUE,9/27/2025
51,Real Arizona 2014 Real Arizona FC,0.424,0.4242,1,0.762067925,0.805312631,0.305839176,0.184572124,30,47,Active,TRUE,4/27/2025
52,Kingman SC B14 McGill Kingman SC,0.417,0.4168,1,0.827505068,0.666390021,0.327217232,0.196782534,23,23,Active,TRUE,9/7/2025
53,Tuzos Royals 14 Pre-Academy FBSL,0.411,0.4112,1,0.639146325,0.624772382,0.189149767,0.264059519,30,57,Active,TRUE,9/14/2025
54,RSL-AZ Yuma 14 Boys Quinonez RSL-AZ Yuma,0.409,0.4088,1,0.673004314,0.502462155,0.550872456,0.289582704,22,26,Active,TRUE,10/4/2025
55,CCV Stars 14 Boys North Orange CCV STARS,0.409,0.4091,1,0.238455272,0.38054466,0.327953701,0.475485926,30,40,Active,TRUE,10/4/2025
56,Southeast 2014 Boys Green Next Level Soccer (AZ),0.404,0.4035,1,0.670866817,0.49511647,0.459229285,0.283791482,30,36,Active,TRUE,10/5/2025
57,Tuzos Halcones 2014 FBSL,0.404,0.404,1,0.608812407,0.228122537,0.367477533,0.394437425,30,42,Active,TRUE,10/5/2025
58,AZSC 2014B Pre-NL Premier 2 Arizona Soccer Club,0.401,0.4007,1,0.721747347,0.725193943,0.686020797,0.1854821,30,38,Active,TRUE,9/20/2025
59,Phoenix Premier FC 14B SW Black Phoenix Premier FC,0.4,0.4005,1,0.827505068,0.519743594,0.665116185,0.218362174,24,28,Active,TRUE,9/28/2025
60,PRFC Southeast Valley 14B Predator-Central Phoenix Rising FC,0.397,0.397,1,0.315085241,0.404063913,0.293605609,0.421995873,30,46,Active,TRUE,9/13/2025
61,VSC 2014 Boys Green Vail SC,0.395,0.3952,1,0.657693998,0.40506397,0.242695149,0.304333679,24,25,Active,TRUE,9/21/2025
62,PRFC Southeast Valley 14B Pre-Academy Phoenix Rising FC,0.374,0.374,1,0.253756036,0.27397905,0.366065967,0.447461238,30,43,Active,TRUE,10/4/2025
63,AZ Inferno 14 Boys Black AZ Inferno,0.346,0.3461,1,0.63571765,0.263532524,0.566508258,0.277097227,30,56,Active,TRUE,10/4/2025
64,U-12 (2014) Boys Yuma Pre Academy SC del Sol,0.338,0.4729,0.715541753,0.318888621,0.599132912,0,0.482190257,16,20,Active,TRUE,9/7/2025
65,PRFC Scottsdale 14B Predator Phoenix Rising FC,0.336,0.3362,1,0.488398124,0.329810731,0.501105726,0.287619688,30,43,Active,TRUE,9/20/2025
66,Madison FC 14 Blue Boys Madison FC,0.333,0.3329,1,0.501107792,0.438970399,0.263962735,0.241417148,30,51,Active,TRUE,9/20/2025
67,2014 Rush Boys Phoenix Rush,0.33,0.3305,1,0.726049534,0.650920484,0.593798523,0.09185353,30,42,Active,TRUE,10/4/2025
68,PRFC West Valley 14B Predator Phoenix Rising FC,0.328,0.3284,1,0.827505068,0.379265926,0.646496965,0.145149302,30,37,Active,TRUE,10/4/2025
69,State 48 FC Avondale 14 Black State 48 FC,0.323,0.3226,1,0.340583045,0.470521666,0.370300663,0.267346201,30,36,Active,TRUE,10/4/2025
70,PRFC Southeast Valley 14B Predator Phoenix Rising FC,0.32,0.3201,1,0.478932872,0.337896107,0.987154755,0.261263995,30,59,Active,TRUE,10/4/2025
71,AZEV B2014 (WHITE) AYSO United (AZ),0.312,0.3118,1,0.76528753,0.416994945,1,0.125643012,30,45,Active,TRUE,9/27/2025
72,PRFC West Valley 14B Pre-Academy Phoenix Rising FC,0.301,0.3014,1,0.1719997,0.309130458,0.355243966,0.341907115,30,54,Active,TRUE,9/21/2025
73,14B NL #1 FC Tucson Youth Soccer,0.299,0.382,0.783661279,0.505601044,0.398353466,0.426317523,0.335280911,17,19,Active,TRUE,9/21/2025
74,CCV Stars 14 Boys West Orange CCV STARS,0.291,0.2909,1,0.366628241,0.501077384,0.573001459,0.195518278,22,25,Active,TRUE,9/20/2025
75,AZ Arsenal 14 Boys Teal SC Arizona Arsenal Soccer Club,0.291,0.2913,1,0.360420694,0.388949406,0.196207594,0.235694819,30,43,Active,TRUE,10/4/2025
76,CCV Stars 14 Boys East Pre-ECNL CCV STARS,0.288,0.2878,1,0.804063656,0.311284417,0.568788479,0.107875641,22,26,Active,TRUE,9/14/2025
77,Amore 2014 Boys Amore Soccer,0.288,0.2879,1,0.700167811,0.353619909,0.433350586,0.128605819,30,58,Active,TRUE,9/7/2025
78,AZ Arsenal 14 Boys Select Arizona Arsenal Soccer Club,0.286,0.2865,1,0.720626742,0.508980698,0.734955065,0.067561209,29,31,Active,TRUE,10/4/2025
79,Excel Soccer Academy 14B Black Excel Soccer Academy,0.281,0.3933,0.715541753,0.707925932,0.606007118,0.677887492,0.217530439,16,21,Active,TRUE,10/4/2025
80,14B Hermanson AL RSL-AZ Southern AZ,0.266,0.2665,1,0.321155465,0.391828944,0.263492213,0.206493989,30,41,Active,TRUE,10/4/2025
81,PRFC North Valley 14B Copa Phoenix Rising FC North Valley,0.257,0.2572,1,0.428716489,0.228122537,0.636145485,0.209757836,30,43,Active,TRUE,4/27/2025
82,14 Boys Navy FC Batavia,0.256,0.2556,1,0.523766764,0.445566209,0.50722251,0.102895003,30,35,Active,TRUE,9/20/2025
83,Scottsdale 14 Sandsharks Black North Scottsdale Soccer Club,0.255,0.2548,1,0.243434317,0.66053595,0.671941337,0.123408884,23,26,Active,TRUE,9/13/2025
84,Select 14B Yavapai Soccer,0.249,0.2488,1,0.514960058,0.276458268,0.397120407,0.150779312,30,34,Active,TRUE,10/4/2025
85,14 Cityzens Scottsdale City FC,0.246,0.2456,1,0.202721507,0.295888558,0.240907166,0.243052901,30,71,Active,TRUE,10/4/2025
86,14B Rueda RSL-AZ South,0.245,0.2452,1,0.204508427,0.275326356,0.460056755,0.248702448,24,29,Active,TRUE,10/4/2025
87,PRFC Scottsdale 14B Copa Phoenix Rising FC,0.243,0.2427,1,0.380279952,0.235505799,0.706723757,0.199167978,30,39,Active,TRUE,9/20/2025
88,PRFC Desert Foothills 14B Predator Phoenix Rising Desert Foothills,0.233,0.2327,1,0.234760459,0.228122537,0.570272432,0.233568797,29,36,Active,TRUE,10/4/2025
89,CCV Stars 14 Boys North Navy CCV STARS,0.227,0.2267,1,0.419782709,0.320293124,0.723819382,0.131219898,23,27,Active,TRUE,10/4/2025
90,Verde Valley United FC,0.226,0.3159,0.715541753,0.37501155,0.603392712,0.453583024,0.200424944,16,20,Active,TRUE,5/25/2025
91,Phoenix Valley Soccer Club boys 2014 Phoenix Valley,0.223,0.2231,1,0.235965332,0.234506492,0.455465111,0.214997908,30,35,Active,TRUE,9/20/2025
92,La Academia 14B La Academia FC,0.222,0.2605,0.853814968,0.64343881,0.324635001,0.813383621,0.111408457,18,19,Active,TRUE,10/4/2025
93,Tuzos 2014 Nava FBSL,0.215,0.2745,0.783661279,0.758661014,0.271092883,0.83269978,0.114270489,17,19,Active,TRUE,10/4/2025
94,Select 14B Red AZFC,0.213,0.2126,1,0.428916921,0.423283762,0.549098951,0.070249425,29,31,Active,TRUE,10/4/2025
95,14B Hinds RSL-AZ Southern AZ,0.212,0.2121,1,0.4085951,0.369696637,0.115277843,0.094029944,30,33,Active,TRUE,9/21/2025
96,CDO 14B Elite Canyon Del Oro Soccer Club,0.21,0.2463,0.853814968,0.671790744,0.476622082,0.222909707,0.027733243,18,24,Active,TRUE,9/21/2025
97,AZ Arsenal 14 Boys Teal CB Arizona Arsenal Soccer Club,0.208,0.2081,1,0.404133092,0.228122537,0.831412036,0.136121448,30,38,Active,TRUE,9/6/2025
98,SFC XOLOS ARIZONA 2014 Spartans FC (AZ),0.204,0.4384,0.464758002,0.677426068,0.722455142,0.657554228,0.26397947,12,12,Active,TRUE,10/4/2025
99,Synergy FC 14 B Synergy FC AZ,0.2,0.1997,1,0.175014609,0.357661192,0.58532913,0.155321966,30,41,Active,TRUE,9/27/2025
100,AZ Arsenal 14 Boys Teal MC Arizona Arsenal Soccer Club,0.199,0.1986,1,0.313474131,0.341583505,0.355832118,0.112594738,23,24,Active,TRUE,9/21/2025
101,NOS Santos 14 Boys White NOS Santos SC,0.186,0.1857,1,0.419414751,0.25186503,1,0.085744102,29,32,Active,TRUE,10/4/2025
102,14B Rayados Blue AL RSL-AZ Southern AZ,0.185,0.6127,0.301869177,0.54736411,0.433557923,0.217448293,0.694202194,9,14,Active,TRUE,10/5/2025
103,2014 Boys Blue Thunderbird FC,0.185,0.1852,1,0.311666777,0.388581626,0.507693032,0.075273648,30,40,Active,TRUE,9/20/2025
104,FSC United 14 Boys Flagstaff SC,0.183,0.183,1,0.209340008,0.229786036,0.386768927,0.158679176,30,45,Active,TRUE,9/28/2025
105,CAC 14/15B (Conroy) Coronado Athletic Club,0.18,0.18,1,0.397956,0.228122537,0.359478662,0.091384017,30,42,Active,TRUE,9/28/2025
106,Eagles F.C. Renegades Soccer Club,0.18,0.18,1,0.182290138,0.383074,0.139777427,0.111482485,28,29,Active,TRUE,9/21/2025
107,CCV Stars 14 Boys South Orange CCV STARS,0.179,0.1792,1,0.276873779,0.253800034,0.347245095,0.121833351,30,38,Active,TRUE,10/4/2025
108,Pima Surf 2014 B Blue Pima County Surf Soccer Club,0.177,0.3816,0.464758002,0.427983084,0.387345328,0.503794422,0.364143991,12,14,Active,TRUE,10/5/2025
109,FC Elite Arizona 2014 Boys - Urbina FC Elite Arizona,0.173,0.4232,0.407890917,0.328809742,0.518976382,0.315891232,0.422744122,11,11,Active,TRUE,9/28/2025
110,Phoenix Premier FC 14B White Phoenix Premier FC,0.168,0.1682,1,0.234665285,0.260769854,0.633792876,0.115261558,28,32,Active,TRUE,4/19/2025
111,Tuzos Titanes 2014 FBSL,0.165,0.165,1,0.198279832,0.231626477,0.539688515,0.131636644,23,25,Active,TRUE,9/20/2025
112,14B Midhaan RSL-AZ North,0.159,0.1587,1,0.331749071,0.229056498,0.579526028,0.077588076,26,27,Active,TRUE,9/14/2025
113,Hustle Hard 2014- Boys FBSL,0.158,0.1581,1,0.1719997,0.302614866,0.631391593,0.105322002,24,29,Active,TRUE,4/13/2025
114,East Valley NSFC 14 Boys Tiggs East Valley/NSFC,0.156,0.1555,1,0.1719997,0.228122537,0.73798912,0.12585396,27,29,Active,TRUE,9/13/2025
115,FC Arizona 14B Black GFC Suenaga U12 FC Arizona,0.148,0.4907,0.301869177,0.783824055,0.67603661,0,0.331149016,9,9,Active,TRUE,10/4/2025
116,14B Blue #1 FC Tucson Youth Soccer,0.148,0.2067,0.715541753,0.284215827,0.49568849,0.08587023,0.084464781,16,20,Active,TRUE,9/21/2025
117,Milan AYSO 350 Alliance,0.147,0.1467,1,0.1719997,0.300716342,0.231967252,0.086989321,28,34,Active,TRUE,9/28/2025
118,14B Felix Nogales RSL-AZ Southern AZ,0.145,0.2484,0.585662019,0.705069385,0.407919096,0.397867706,0.042921991,14,17,Active,TRUE,9/28/2025
119,RSL-AZ Yuma 14 Boys Rodriguez RSL-AZ Yuma,0.144,0.4065,0.353553391,0.495653894,0.361273393,0.391489657,0.391778413,10,13,Active,TRUE,8/17/2025
120,Deportivo Mexico 14B Renegades Soccer Club,0.14,0.196,0.715541753,0.276156533,0.31841942,0.235952848,0.128439993,16,17,Active,TRUE,9/28/2025
121,14B Laroussi RSL-AZ South,0.136,0.2318,0.585662019,0.388256254,0.228122537,0.808052012,0.180955554,14,17,Active,TRUE,9/27/2025
122,14B Geoff RSL-AZ Southern AZ,0.13,0.1296,1,0.249784878,0.294819628,0,0.034545446,24,26,Active,TRUE,9/21/2025
123,FC Elite Arizona 2014 Boys - Martinez FC Elite Arizona,0.126,0.3576,0.353553391,0.827505068,0.932499852,0.912341787,0.009273902,10,10,Active,TRUE,9/28/2025
124,14B NL #2 FC Tucson Youth Soccer,0.112,0.3172,0.353553391,0.667576401,0.833182038,0.22114525,0.028490105,10,12,Active,TRUE,9/21/2025
125,VSC 2014 Boys White Vail SC,0.108,0.1841,0.585662019,0.294957094,0.373216595,0.167819445,0.084110593,14,18,Active,TRUE,9/21/2025
126,Monsters 2014 United Latinos SC,0.102,0.4041,0.252982213,0.815990206,0.922744858,0.42935115,0.093954285,8,12,Active,TRUE,9/20/2025
127,FC Sonora 14' B Dynamo FC Sonora,0.078,0.1908,0.407890917,0.223092992,0.287169773,0.511240042,0.147875187,11,13,Active,TRUE,9/28/2025
128,America 14b Renegades Soccer Club,0.077,0.3039,0.252982213,0.676441489,0.319205538,0.726528447,0.174536003,8,11,Active,TRUE,9/28/2025
129,Tuzos Chandler 2014 boys FBSL,0.071,0.4324,0.164316767,0.340133283,0.334099757,0.214087423,0.495850835,6,6,Active,TRUE,10/4/2025
130,Phoenix Premier FC 14B Pre MLS Next AD Phoenix Premier FC,0.071,0.5648,0.125,0.289003647,0.391323592,0.390062579,0.714553469,5,5,Provisional,TRUE,9/20/2025
131,ASA 014B Magic Arizona Soccer Academy,0.065,0.1,0.649519053,0.1719997,0.228122537,0.790476639,0.033252494,15,18,Active,TRUE,9/20/2025
132,Pima Surf 2014 B White Pima County Surf Soccer Club,0.064,0.7116,0.089442719,0.182279339,0.375858971,1,,4,4,Provisional,TRUE,9/13/2025
133,PSC 2014B Paladin Soccer Club,0.058,0.3521,0.164316767,0.196294022,0.645190686,0.24702395,0.306384068,6,6,Active,TRUE,9/27/2025
134,Madison FC 14 White Boys Madison FC,0.056,0.2727,0.207062792,0.561331739,0.607756744,0.530009209,0.064730537,7,7,Active,TRUE,9/13/2025
135,FC ARIZONA PRE ECNL RL B14 FC Arizona,0.049,0.5506,0.089442719,0.460059697,0.932499852,0.188208723,0.45339789,4,4,Provisional,TRUE,9/28/2025
136,AZ Inferno 14 Boys Blue AZ Inferno,0.042,0.1678,0.252982213,0.488948708,0.349973541,1,0,8,8,Active,TRUE,10/4/2025
137,AZSC 2014/2015B Navy Arizona Soccer Club,0.04,0.2424,0.164316767,0.422913244,0.417027616,0.501105726,0.123944616,6,6,Active,TRUE,10/4/2025
138,State 48 FC Avondale 14 White State 48 FC,0.034,0.2057,0.164316767,0.244589485,0.462869844,0.030583918,0.106963441,6,6,Active,TRUE,9/27/2025
139,Gila Valley Ninjas AYSO 350 Alliance,0.032,0.3553,0.089442719,0.42248167,0.881997778,0,0.157279553,4,4,Provisional,TRUE,9/21/2025
140,Pumas Tucson 14B Renegades Soccer Club,0.03,0.3338,0.089442719,0.417616346,0.716565856,0.191737637,0.178270705,4,4,Provisional,TRUE,9/21/2025
141,ESC - Boys Chandler 15/16 Epic Soccer Club,0.03,0.3336,0.089442719,0.1719997,0.378445012,1,0.372554311,4,4,Provisional,TRUE,4/27/2025
142,SCUM East Valley 14B Ninjas SC Union Maricopa Academy,0.027,0.1665,0.164316767,0.1719997,0.303236287,1,0.119087084,6,6,Active,TRUE,9/6/2025
143,PSC 2014/15B Paladin Soccer Club,0.017,0.1388,0.125,0.194308872,0.359090954,1,0.04694124,5,7,Provisional,TRUE,9/20/2025
144,Jedi 14B Renegades Soccer Club,0.016,0.2689,0.05809475,0.25086855,0.695606924,0,0.132641026,3,3,Provisional,TRUE,9/21/2025
145,Bala FC - 2014B Bala FC,0.014,0.2413,0.05809475,0.356499711,0.584769886,0.976332753,0.088455546,3,3,Provisional,TRUE,9/14/2025
146,Spartak Academy 2014 Boys Spartak Academy,0.014,0.1582,0.089442719,0.299664222,0.439275398,0.572860302,0.017403502,4,4,Provisional,TRUE,10/4/2025
147,Tuzos Nogales 2014 FBSL,0.014,0.2454,0.05809475,0.228621677,0.666240729,0,0.110726022,3,3,Provisional,TRUE,9/21/2025
148,Milan B AYSO 350 Alliance,0.012,0.2096,0.05809475,0.202435976,0.415930876,1,0.14313451,3,3,Provisional,TRUE,9/28/2025
