Rank,TeamName,TeamCanonical,Club,Points,TeamURL,Division,ScrapeDate
46,Peoria Soccer Club 2013 Boys Gold,peoria soccer club 2013 boys gold,Peoria Soccer Club,1459,https://rankings.gotsport.com/teams/u13_46,az_boys_u13,2025-10-10T20:46:14.688374
47,Paradise Valley Soccer Club 2013 Boys Gold,paradise valley soccer club 2013 boys gold,Paradise Valley Soccer Club,8740,https://rankings.gotsport.com/teams/u13_47,az_boys_u13,2025-10-10T20:46:14.688392
48,RSL-AZ South 2013 Boys Blue,rsl-az south 2013 boys blue,RSL-AZ South,26379,https://rankings.gotsport.com/teams/u13_48,az_boys_u13,2025-10-10T20:46:14.688410
49,AZ Arsenal Soccer Club 2013 Boys Red,az arsenal soccer club 2013 boys red,AZ Arsenal Soccer Club,10676,https://rankings.gotsport.com/teams/u13_49,az_boys_u13,2025-10-10T20:46:14.688428
50,AZ Soccer Club 2013 Boys Gold,az soccer club 2013 boys gold,AZ Soccer Club,28086,https://rankings.gotsport.com/teams/u13_50,az_boys_u13,2025-10-10T20:46:14.688447
51,Phoenix Rising FC 2013 Boys Gold,phoenix rising fc 2013 boys gold,Phoenix Rising FC,27573,https://rankings.gotsport.com/teams/u13_51,az_boys_u13,2025-10-10T20:46:14.688464
52,Glendale Soccer Club 2013 Boys Blue,glendale soccer club 2013 boys blue,Glendale Soccer Club,16586,https://rankings.gotsport.com/teams/u13_52,az_boys_u13,2025-10-10T20:46:14.688482
53,Surprise Soccer Club 2013 Boys Gold,surprise soccer club 2013 boys gold,Surprise Soccer Club,7164,https://rankings.gotsport.com/teams/u13_53,az_boys_u13,2025-10-10T20:46:14.688620
54,Buckeye Soccer Club 2013 Boys Gold,buckeye soccer club 2013 boys gold,Buckeye Soccer Club,8191,https://rankings.gotsport.com/teams/u13_54,az_boys_u13,2025-10-10T20:46:14.688655
55,FC Tucson Youth Soccer 2013 Boys Red,fc tucson youth soccer 2013 boys red,FC Tucson Youth Soccer,5089,https://rankings.gotsport.com/teams/u13_55,az_boys_u13,2025-10-10T20:46:14.688676
56,AZ Arsenal Soccer Club 2013 Boys Gold,az arsenal soccer club 2013 boys gold,AZ Arsenal Soccer Club,21086,https://rankings.gotsport.com/teams/u13_56,az_boys_u13,2025-10-10T20:46:14.688695
57,Gilbert Soccer Club 2013 Boys Blue,gilbert soccer club 2013 boys blue,Gilbert Soccer Club,29281,https://rankings.gotsport.com/teams/u13_57,az_boys_u13,2025-10-10T20:46:14.688712
58,Paradise Valley Soccer Club 2013 Boys Blue,paradise valley soccer club 2013 boys blue,Paradise Valley Soccer Club,6234,https://rankings.gotsport.com/teams/u13_58,az_boys_u13,2025-10-10T20:46:14.688731
59,Chandler Soccer Club 2013 Boys White,chandler soccer club 2013 boys white,Chandler Soccer Club,23179,https://rankings.gotsport.com/teams/u13_59,az_boys_u13,2025-10-10T20:46:14.688749
60,Gilbert Soccer Club 2013 Boys White,gilbert soccer club 2013 boys white,Gilbert Soccer Club,16034,https://rankings.gotsport.com/teams/u13_60,az_boys_u13,2025-10-10T20:46:14.688780
61,Maricopa Soccer Club 2013 Boys Red,maricopa soccer club 2013 boys red,Maricopa Soccer Club,146,https://rankings.gotsport.com/teams/u13_61,az_boys_u13,2025-10-10T20:46:14.688799
62,FC Elite Arizona 2013 Boys Blue,fc elite arizona 2013 boys blue,FC Elite Arizona,26929,https://rankings.gotsport.com/teams/u13_62,az_boys_u13,2025-10-10T20:46:14.688817
63,Queen Creek Soccer Club 2013 Boys Black,queen creek soccer club 2013 boys black,Queen Creek Soccer Club,10056,https://rankings.gotsport.com/teams/u13_63,az_boys_u13,2025-10-10T20:46:14.688837
64,Chandler Soccer Club 2013 Boys Red,chandler soccer club 2013 boys red,Chandler Soccer Club,334,https://rankings.gotsport.com/teams/u13_64,az_boys_u13,2025-10-10T20:46:14.688854
65,FC Tucson Youth Soccer 2013 Boys Black,fc tucson youth soccer 2013 boys black,FC Tucson Youth Soccer,3881,https://rankings.gotsport.com/teams/u13_65,az_boys_u13,2025-10-10T20:46:14.688873
66,Tempe Soccer Club 2013 Boys White,tempe soccer club 2013 boys white,Tempe Soccer Club,6117,https://rankings.gotsport.com/teams/u13_66,az_boys_u13,2025-10-10T20:46:14.688891
67,Gilbert Soccer Club 2013 Boys Black,gilbert soccer club 2013 boys black,Gilbert Soccer Club,26830,https://rankings.gotsport.com/teams/u13_67,az_boys_u13,2025-10-10T20:46:14.688909
68,Goodyear Soccer Club 2013 Boys Red,goodyear soccer club 2013 boys red,Goodyear Soccer Club,23137,https://rankings.gotsport.com/teams/u13_68,az_boys_u13,2025-10-10T20:46:14.688926
69,Paradise Valley Soccer Club 2013 Boys Gold,paradise valley soccer club 2013 boys gold,Paradise Valley Soccer Club,25978,https://rankings.gotsport.com/teams/u13_69,az_boys_u13,2025-10-10T20:46:14.688945
70,FC Elite Arizona 2013 Boys Red,fc elite arizona 2013 boys red,FC Elite Arizona,27244,https://rankings.gotsport.com/teams/u13_70,az_boys_u13,2025-10-10T20:46:14.688962
71,FC Elite Arizona 2013 Boys Red,fc elite arizona 2013 boys red,FC Elite Arizona,3812,https://rankings.gotsport.com/teams/u13_71,az_boys_u13,2025-10-10T20:46:14.688980
72,Goodyear Soccer Club 2013 Boys Red,goodyear soccer club 2013 boys red,Goodyear Soccer Club,15360,https://rankings.gotsport.com/teams/u13_72,az_boys_u13,2025-10-10T20:46:14.688997
73,Avondale Soccer Club 2013 Boys Gold,avondale soccer club 2013 boys gold,Avondale Soccer Club,17784,https://rankings.gotsport.com/teams/u13_73,az_boys_u13,2025-10-10T20:46:14.689015
74,Glendale Soccer Club 2013 Boys Gold,glendale soccer club 2013 boys gold,Glendale Soccer Club,25909,https://rankings.gotsport.com/teams/u13_74,az_boys_u13,2025-10-10T20:46:14.689032
75,Phoenix Rising FC 2013 Boys Blue,phoenix rising fc 2013 boys blue,Phoenix Rising FC,2487,https://rankings.gotsport.com/teams/u13_75,az_boys_u13,2025-10-10T20:46:14.689050
76,Gilbert Soccer Club 2013 Boys Red,gilbert soccer club 2013 boys red,Gilbert Soccer Club,13010,https://rankings.gotsport.com/teams/u13_76,az_boys_u13,2025-10-10T20:46:14.689069
77,Cave Creek Soccer Club 2013 Boys White,cave creek soccer club 2013 boys white,Cave Creek Soccer Club,15378,https://rankings.gotsport.com/teams/u13_77,az_boys_u13,2025-10-10T20:46:14.689087
78,Phoenix Premier FC 2013 Boys Red,phoenix premier fc 2013 boys red,Phoenix Premier FC,24616,https://rankings.gotsport.com/teams/u13_78,az_boys_u13,2025-10-10T20:46:14.689106
79,AZ Arsenal Soccer Club 2013 Boys White,az arsenal soccer club 2013 boys white,AZ Arsenal Soccer Club,26639,https://rankings.gotsport.com/teams/u13_79,az_boys_u13,2025-10-10T20:46:14.689123
80,Fountain Hills Soccer Club 2013 Boys White,fountain hills soccer club 2013 boys white,Fountain Hills Soccer Club,18068,https://rankings.gotsport.com/teams/u13_80,az_boys_u13,2025-10-10T20:46:14.689142
81,Phoenix Rising FC 2013 Boys Black,phoenix rising fc 2013 boys black,Phoenix Rising FC,18484,https://rankings.gotsport.com/teams/u13_81,az_boys_u13,2025-10-10T20:46:14.689160
82,FC Tucson Youth Soccer 2013 Boys White,fc tucson youth soccer 2013 boys white,FC Tucson Youth Soccer,21587,https://rankings.gotsport.com/teams/u13_82,az_boys_u13,2025-10-10T20:46:14.689178
83,Phoenix Rising FC 2013 Boys Gold,phoenix rising fc 2013 boys gold,Phoenix Rising FC,10672,https://rankings.gotsport.com/teams/u13_83,az_boys_u13,2025-10-10T20:46:14.689207
84,Buckeye Soccer Club 2013 Boys Gold,buckeye soccer club 2013 boys gold,Buckeye Soccer Club,19230,https://rankings.gotsport.com/teams/u13_84,az_boys_u13,2025-10-10T20:46:14.689226
85,RSL-AZ North 2013 Boys Red,rsl-az north 2013 boys red,RSL-AZ North,12991,https://rankings.gotsport.com/teams/u13_85,az_boys_u13,2025-10-10T20:46:14.689244
86,FC Tucson Youth Soccer 2013 Boys Blue,fc tucson youth soccer 2013 boys blue,FC Tucson Youth Soccer,6772,https://rankings.gotsport.com/teams/u13_86,az_boys_u13,2025-10-10T20:46:14.689261
87,Casa Grande Soccer Club 2013 Boys Blue,casa grande soccer club 2013 boys blue,Casa Grande Soccer Club,27712,https://rankings.gotsport.com/teams/u13_87,az_boys_u13,2025-10-10T20:46:14.689279
88,Goodyear Soccer Club 2013 Boys Blue,goodyear soccer club 2013 boys blue,Goodyear Soccer Club,2728,https://rankings.gotsport.com/teams/u13_88,az_boys_u13,2025-10-10T20:46:14.689297
89,AZ Soccer Club 2013 Boys Blue,az soccer club 2013 boys blue,AZ Soccer Club,27475,https://rankings.gotsport.com/teams/u13_89,az_boys_u13,2025-10-10T20:46:14.689316
90,Casa Grande Soccer Club 2013 Boys White,casa grande soccer club 2013 boys white,Casa Grande Soccer Club,26527,https://rankings.gotsport.com/teams/u13_90,az_boys_u13,2025-10-10T20:46:14.689336
91,FC Elite Arizona 2013 Boys Blue,fc elite arizona 2013 boys blue,FC Elite Arizona,28570,https://rankings.gotsport.com/teams/u13_91,az_boys_u13,2025-10-10T20:46:14.689354
92,Casa Grande Soccer Club 2013 Boys Blue,casa grande soccer club 2013 boys blue,Casa Grande Soccer Club,3263,https://rankings.gotsport.com/teams/u13_92,az_boys_u13,2025-10-10T20:46:14.689371
93,Mesa Soccer Club 2013 Boys Gold,mesa soccer club 2013 boys gold,Mesa Soccer Club,23430,https://rankings.gotsport.com/teams/u13_93,az_boys_u13,2025-10-10T20:46:14.689389
94,Scottsdale Soccer Club 2013 Boys Blue,scottsdale soccer club 2013 boys blue,Scottsdale Soccer Club,3662,https://rankings.gotsport.com/teams/u13_94,az_boys_u13,2025-10-10T20:46:14.689407
95,Casa Grande Soccer Club 2013 Boys Gold,casa grande soccer club 2013 boys gold,Casa Grande Soccer Club,15191,https://rankings.gotsport.com/teams/u13_95,az_boys_u13,2025-10-10T20:46:14.689425
96,Scottsdale Soccer Club 2013 Boys Blue,scottsdale soccer club 2013 boys blue,Scottsdale Soccer Club,18731,https://rankings.gotsport.com/teams/u13_96,az_boys_u13,2025-10-10T20:46:14.689443
97,Cave Creek Soccer Club 2013 Boys White,cave creek soccer club 2013 boys white,Cave Creek Soccer Club,17067,https://rankings.gotsport.com/teams/u13_97,az_boys_u13,2025-10-10T20:46:14.689461
98,RSL-AZ West Valley 2013 Boys Blue,rsl-az west valley 2013 boys blue,RSL-AZ West Valley,5746,https://rankings.gotsport.com/teams/u13_98,az_boys_u13,2025-10-10T20:46:14.689480
99,AZ Soccer Club 2013 Boys White,az soccer club 2013 boys white,AZ Soccer Club,7777,https://rankings.gotsport.com/teams/u13_99,az_boys_u13,2025-10-10T20:46:14.689499
100,Mesa Soccer Club 2013 Boys Red,mesa soccer club 2013 boys red,Mesa Soccer Club,28867,https://rankings.gotsport.com/teams/u13_100,az_boys_u13,2025-10-10T20:46:14.689517
101,Paradise Valley Soccer Club 2013 Boys Gold,paradise valley soccer club 2013 boys gold,Paradise Valley Soccer Club,957,https://rankings.gotsport.com/teams/u13_101,az_boys_u13,2025-10-10T20:46:14.689536
102,Queen Creek Soccer Club 2013 Boys Gold,queen creek soccer club 2013 boys gold,Queen Creek Soccer Club,13458,https://rankings.gotsport.com/teams/u13_102,az_boys_u13,2025-10-10T20:46:14.689555
103,Cave Creek Soccer Club 2013 Boys Blue,cave creek soccer club 2013 boys blue,Cave Creek Soccer Club,8964,https://rankings.gotsport.com/teams/u13_103,az_boys_u13,2025-10-10T20:46:14.689573
104,RSL-AZ South 2013 Boys Red,rsl-az south 2013 boys red,RSL-AZ South,14256,https://rankings.gotsport.com/teams/u13_104,az_boys_u13,2025-10-10T20:46:14.689591
105,Goodyear Soccer Club 2013 Boys Blue,goodyear soccer club 2013 boys blue,Goodyear Soccer Club,7206,https://rankings.gotsport.com/teams/u13_105,az_boys_u13,2025-10-10T20:46:14.689609
106,Queen Creek Soccer Club 2013 Boys Red,queen creek soccer club 2013 boys red,Queen Creek Soccer Club,3542,https://rankings.gotsport.com/teams/u13_106,az_boys_u13,2025-10-10T20:46:14.689638
107,Peoria Soccer Club 2013 Boys Blue,peoria soccer club 2013 boys blue,Peoria Soccer Club,7011,https://rankings.gotsport.com/teams/u13_107,az_boys_u13,2025-10-10T20:46:14.689658
108,AZ Soccer Club 2013 Boys Black,az soccer club 2013 boys black,AZ Soccer Club,23492,https://rankings.gotsport.com/teams/u13_108,az_boys_u13,2025-10-10T20:46:14.689678
109,RSL-AZ West Valley 2013 Boys White,rsl-az west valley 2013 boys white,RSL-AZ West Valley,23220,https://rankings.gotsport.com/teams/u13_109,az_boys_u13,2025-10-10T20:46:14.689697
110,RSL-AZ North 2013 Boys Red,rsl-az north 2013 boys red,RSL-AZ North,20577,https://rankings.gotsport.com/teams/u13_110,az_boys_u13,2025-10-10T20:46:14.689717
