Team A,Team B,Score A,Score B,Date,Competition,SourceURL
mesa soccer club 2013 white,cave creek soccer club 2013 blue,2,5,2025-09-16,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,cave creek soccer club 2013 white,4,5,2024-10-16,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,goodyear soccer club 2013 blue,5,2,2025-06-27,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,cave creek soccer club 2013 blue,3,3,2025-04-01,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,rsl-az west valley 2013 blue,1,3,2024-10-16,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,scottsdale soccer club 2013 blue,2,3,2025-07-11,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,tucson youth soccer 2013 black,0,1,2025-08-06,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,tucson youth soccer 2013 red,4,2,2025-02-12,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,goodyear soccer club 2013 red,3,0,2024-10-15,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,buckeye soccer club 2013 blue,4,0,2024-12-22,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,elite arizona 2013 blue,2,4,2025-05-13,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,glendale soccer club 2013 gold,1,4,2025-05-13,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,goodyear soccer club 2013 red,2,1,2025-03-08,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,scottsdale soccer club 2013 blue,3,5,2025-05-28,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,scottsdale soccer club 2013 blue,3,1,2025-03-01,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,goodyear soccer club 2013 blue,5,2,2025-04-12,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,casa grande soccer club 2013 blue,0,2,2025-07-28,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,casa grande soccer club 2013 blue,2,3,2025-06-21,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,paradise valley soccer club 2013 gold,4,1,2024-12-26,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,apache junction soccer club 2013 white,1,0,2025-09-04,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,mesa soccer club 2013 red,5,4,2025-06-01,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,az soccer club 2013 white,5,3,2024-10-15,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,phoenix rising 2013 blue,1,0,2025-07-11,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,glendale soccer club 2013 gold,2,4,2025-07-10,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,gilbert soccer club 2013 black,1,3,2024-10-12,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,az arsenal soccer club 2013 red,0,0,2025-02-15,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,az soccer club 2013 black,3,2,2025-07-31,League Play,https://rankings.gotsport.com/teams/u13_5
mesa soccer club 2013 white,goodyear soccer club 2013 black,2,4,2025-08-28,League Play,https://rankings.gotsport.com/teams/u13_5
glendale soccer club 2013 gold,mesa soccer club 2013 black,2,0,2025-02-14,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,cave creek soccer club 2013 white,0,4,2024-11-05,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,gilbert soccer club 2013 blue,0,4,2025-10-04,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,paradise valley soccer club 2013 gold,2,0,2025-03-08,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,buckeye soccer club 2013 gold,2,3,2024-11-18,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,mesa soccer club 2013 red,2,1,2025-04-28,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,tucson youth soccer 2013 blue,1,3,2024-11-03,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,rsl-az west valley 2013 blue,4,2,2024-11-02,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,tucson youth soccer 2013 red,5,2,2025-05-11,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,cave creek soccer club 2013 white,4,1,2024-12-10,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,az arsenal soccer club 2013 red,0,0,2025-05-27,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,tucson youth soccer 2013 blue,1,1,2025-08-01,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,phoenix premier 2013 white,4,3,2024-12-07,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,casa grande soccer club 2013 white,2,5,2025-07-12,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,rsl-az west valley 2013 white,4,5,2025-03-20,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,paradise valley soccer club 2013 blue,3,1,2025-09-17,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,queen creek soccer club 2013 black,4,1,2025-04-03,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,paradise valley soccer club 2013 blue,1,3,2024-12-26,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,surprise soccer club 2013 red,0,1,2025-01-10,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,elite arizona 2013 red,2,0,2024-11-15,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,az soccer club 2013 blue,4,0,2025-05-04,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,elite arizona 2013 blue,5,2,2025-01-19,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,gilbert soccer club 2013 white,3,5,2025-02-11,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,casa grande soccer club 2013 white,4,3,2025-02-26,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,tucson youth soccer 2013 white,1,1,2025-06-21,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,elite arizona 2013 blue,4,2,2024-12-06,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,elite arizona 2013 red,5,0,2024-10-15,League Play,https://rankings.gotsport.com/teams/u13_6
glendale soccer club 2013 gold,az arsenal soccer club 2013 gold,1,1,2025-01-26,League Play,https://rankings.gotsport.com/teams/u13_6
paradise valley soccer club 2013 gold,peoria soccer club 2013 blue,2,2,2025-07-21,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,az arsenal soccer club 2013 white,3,1,2024-11-20,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,glendale soccer club 2013 gold,4,3,2024-11-07,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,scottsdale soccer club 2013 red,0,2,2025-05-13,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,maricopa soccer club 2013 red,2,2,2025-01-10,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,apache junction soccer club 2013 white,2,3,2025-03-14,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,tucson youth soccer 2013 white,2,5,2025-06-18,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,mesa soccer club 2013 white,3,1,2025-07-11,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,mesa soccer club 2013 white,4,4,2024-11-21,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,tucson youth soccer 2013 red,4,3,2024-11-14,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,casa grande soccer club 2013 blue,0,1,2024-10-16,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,phoenix rising 2013 gold,3,3,2025-10-03,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,rsl-az west valley 2013 black,4,2,2025-04-13,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,mesa soccer club 2013 black,2,2,2025-01-13,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,peoria soccer club 2013 blue,0,1,2025-01-10,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,az soccer club 2013 gold,3,4,2025-05-14,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,rsl-az west valley 2013 black,4,2,2025-03-29,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,scottsdale soccer club 2013 blue,0,4,2025-10-06,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,chandler soccer club 2013 white,1,1,2024-10-16,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,rsl-az west valley 2013 black,3,5,2025-03-09,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,rsl-az north 2013 red,4,2,2024-10-19,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,peoria soccer club 2013 white,4,0,2024-11-20,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,rsl-az west valley 2013 white,1,0,2024-10-29,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,queen creek soccer club 2013 red,2,5,2024-12-30,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,phoenix rising 2013 gold,5,2,2025-03-27,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,elite arizona 2013 blue,5,2,2025-02-19,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,elite arizona 2013 red,4,2,2024-12-31,League Play,https://rankings.gotsport.com/teams/u13_7
paradise valley soccer club 2013 gold,peoria soccer club 2013 white,4,3,2025-04-17,League Play,https://rankings.gotsport.com/teams/u13_7
az arsenal soccer club 2013 red,paradise valley soccer club 2013 blue,3,2,2025-07-07,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,avondale soccer club 2013 red,1,1,2025-03-30,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,phoenix premier 2013 white,5,3,2025-05-26,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,buckeye soccer club 2013 blue,1,2,2024-12-16,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,peoria soccer club 2013 blue,0,1,2025-09-29,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,scottsdale soccer club 2013 red,3,3,2024-10-15,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,glendale soccer club 2013 gold,2,4,2025-03-14,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,mesa soccer club 2013 black,3,2,2024-11-16,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,phoenix premier 2013 white,4,5,2025-08-04,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,surprise soccer club 2013 gold,3,4,2025-08-28,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,rsl-az north 2013 red,3,1,2024-11-18,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,gilbert soccer club 2013 blue,2,0,2025-07-01,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,elite arizona 2013 red,3,5,2025-07-07,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,tucson youth soccer 2013 blue,0,5,2025-09-16,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,gilbert soccer club 2013 red,0,4,2025-07-21,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,goodyear soccer club 2013 blue,5,4,2025-08-12,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,surprise soccer club 2013 gold,5,3,2025-03-04,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,gilbert soccer club 2013 blue,4,5,2025-08-21,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,cave creek soccer club 2013 blue,5,2,2025-01-25,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,az arsenal soccer club 2013 black,4,1,2025-02-07,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,peoria soccer club 2013 white,5,5,2024-12-08,League Play,https://rankings.gotsport.com/teams/u13_8
az arsenal soccer club 2013 red,phoenix premier 2013 red,5,1,2024-12-02,League Play,https://rankings.gotsport.com/teams/u13_8
