Team A,Team B,Score A,Score B,Date,Competition,SourceURL
elite arizona 2015 white,union maricopa 2015 blue,0,2,2024-10-12,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,union maricopa 2015 blue,0,0,2025-02-23,Cactus Cup,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,spartak 2015 blue,0,2,2024-10-11,AZ Cup,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,canyon del oro soccer club 2015 red,0,3,2024-11-16,Desert Classic,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,madison 2015 white,2,1,2025-06-18,Valley Championship,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,madison 2015 blue,3,1,2025-08-29,Desert Classic,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,united latinos 2015 blue,1,1,2025-07-08,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,paladin soccer club 2015 white,0,2,2025-04-22,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,rsl-az north 2015 red,4,4,2025-04-07,Valley Championship,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 white,spartans (az) 2015 blue,2,4,2025-04-07,AZ Cup,https://rankings.gotsport.com/teams/u11_2
elite arizona 2015 red,sun warriors azfc 2015 red,3,1,2025-07-16,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az north 2015 white,0,3,2025-04-20,Cactus Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,epic soccer club 2015 red,3,0,2025-01-15,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,spartans (az) 2015 white,2,4,2024-10-27,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az south 2015 white,3,3,2025-08-20,Cactus Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az yuma 2015 red,4,0,2025-10-07,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,epic soccer club 2015 white,2,4,2025-05-01,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,vail 2015 white,2,4,2025-06-05,Valley Championship,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,dynamos 2015 red,0,2,2025-02-12,Cactus Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,madison 2015 white,1,3,2025-08-15,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,ccv stars 2015 white,4,1,2025-09-15,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az yuma 2015 white,1,2,2025-06-09,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az yuma 2015 blue,0,0,2025-06-07,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,phoenix rush 2015 blue,4,3,2025-03-05,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,real arizona 2015 red,2,3,2024-12-21,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,sun warriors azfc 2015 blue,0,3,2025-07-12,Valley Championship,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,phoenix premier 2015 blue,3,3,2025-01-07,Cactus Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az north 2015 black,2,4,2025-08-19,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,synergy az 2015 red,2,0,2025-08-24,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az south 2015 red,1,0,2025-03-04,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,synergy az 2015 black,3,2,2025-05-10,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,sun warriors azfc 2015 red,2,3,2025-06-08,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,az arsenal soccer club 2015 red,3,4,2025-07-25,Valley Championship,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,rsl-az north 2015 white,3,3,2025-07-07,AZ Cup,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,madison 2015 white,4,2,2025-03-25,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 red,synergy az 2015 white,1,4,2025-09-13,Desert Classic,https://rankings.gotsport.com/teams/u11_3
elite arizona 2015 black,la academia 2015 black,1,4,2025-03-18,Cactus Cup,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,arizona 2015 blue,4,1,2025-01-02,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,rsl-az north 2015 red,3,2,2025-05-29,Desert Classic,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,united latinos 2015 red,4,4,2024-11-21,Cactus Cup,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,synergy az 2015 black,1,4,2025-01-30,Valley Championship,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,canyon del oro soccer club 2015 blue,1,1,2025-04-10,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,paladin soccer club 2015 white,4,4,2025-02-09,AZ Cup,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,dynamos 2015 white,1,1,2025-01-13,Valley Championship,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,arizona soccer 2015,4,2,2025-09-11,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,paris saint-germain phoenix 2015 white,2,0,2025-09-18,Cactus Cup,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,phoenix premier 2015 blue,3,4,2025-09-25,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,batavia 2015,0,1,2025-05-20,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,rsl-az north 2015 black,2,1,2024-11-27,AZ Cup,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,sun warriors azfc 2015 white,4,2,2025-03-07,Desert Classic,https://rankings.gotsport.com/teams/u11_4
elite arizona 2015 black,sun warriors azfc 2015 black,3,0,2025-05-05,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_4
phoenix premier 2015 blue,madison 2015 white,3,1,2025-02-11,Desert Classic,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,epic soccer club 2015 red,3,0,2025-09-21,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,phoenix premier 2015 white,3,2,2024-12-29,Desert Classic,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,phoenix premier 2015 white,0,3,2024-12-06,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,east valley/nsfc 2015,2,2,2025-02-06,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,epic soccer club 2015 red,0,2,2025-08-22,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,sonora 2015 red,2,3,2025-06-23,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,az arsenal soccer club 2015 white,1,0,2025-06-03,Cactus Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,az arsenal soccer club 2015 red,2,3,2025-06-16,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,arizona 2015 black,2,4,2025-03-08,AZ Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,thunderbird 2015 white,3,3,2024-10-25,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,union maricopa 2015 black,2,4,2024-12-31,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,elite arizona 2015 red,1,2,2025-09-27,AZ Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,elite arizona 2015 white,0,1,2025-05-31,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,arizona soccer club 2015 white,1,0,2025-09-05,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,united latinos 2015 black,2,2,2025-08-27,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,brazas futebol club 2015,2,4,2025-01-01,AZ Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,united latinos 2015 white,3,0,2025-09-06,AZ Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,ayso united (az) 2015 white,3,0,2025-01-09,Cactus Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,elite arizona 2015 white,0,0,2025-07-12,Cactus Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,batavia 2015,2,0,2025-02-22,Cactus Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,tucson youth soccer 2015 white,1,2,2024-10-17,Desert Classic,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,rsl-az north 2015 black,1,0,2025-04-01,Valley Championship,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,tucson youth soccer 2015 white,3,0,2024-11-23,Desert Classic,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,bala 2015 white,3,4,2025-04-20,Valley Championship,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,kingman 2015,3,1,2025-04-21,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,deportivo arizona 2015 blue,2,4,2025-02-06,AZ Cup,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,batavia 2015,2,4,2024-10-15,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 blue,real arizona 2015 red,4,0,2024-10-19,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_5
phoenix premier 2015 white,ayso united (az) 2015 black,1,4,2025-05-31,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,pima county surf soccer club 2015,3,4,2025-02-25,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,sonora 2015 blue,0,0,2025-06-23,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,sun warriors azfc 2015 black,0,3,2025-06-14,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,phoenix premier 2015 red,3,1,2025-02-24,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,state 48 2015,2,1,2024-11-09,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,ayso united (az) 2015 black,2,0,2025-04-08,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,paladin soccer club 2015 red,1,1,2025-06-24,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,rsl-az south 2015 red,2,0,2025-09-26,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,rsl-az north 2015 blue,2,2,2025-06-08,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,flagstaff 2015,0,2,2025-07-01,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,brazas futebol club 2015,2,3,2025-05-06,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,kingman 2015,3,0,2025-05-03,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,madison 2015 blue,4,2,2025-01-22,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,az arsenal soccer club 2015 red,3,1,2024-12-09,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,arizona soccer club 2015 red,4,4,2024-12-02,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,sun warriors azfc 2015 black,2,0,2025-07-25,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,ayso united (az) 2015 black,0,0,2024-12-17,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,scottsdale city 2015 white,3,3,2025-09-15,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,dynamos 2015 white,4,3,2024-12-04,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,vail 2015 blue,4,1,2025-09-07,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,canyon del oro soccer club 2015 black,1,2,2025-09-24,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,canyon del oro soccer club 2015 blue,0,0,2024-11-03,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,synergy az 2015 black,3,3,2024-11-27,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,ayso 350 alliance 2015 white,0,4,2025-04-14,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,rsl-az yuma 2015 black,0,1,2025-09-15,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,vail 2015 white,3,2,2025-05-21,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,deportivo arizona 2015 white,1,3,2024-11-17,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,elite arizona 2015 white,1,0,2025-10-07,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,real arizona 2015 red,1,3,2025-06-23,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,az arsenal soccer club 2015 black,4,4,2025-08-13,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,dynamos 2015 blue,2,0,2024-10-24,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,union maricopa 2015 black,4,1,2024-10-15,AZ Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,rsl-az north 2015 black,4,0,2025-10-08,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,phoenix rising 2015 white,3,4,2025-08-14,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,bala 2015 blue,3,4,2025-07-12,Desert Classic,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,phoenix premier 2015 black,2,3,2025-06-15,Valley Championship,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 white,sonora 2015 white,3,1,2025-04-01,Cactus Cup,https://rankings.gotsport.com/teams/u11_6
phoenix premier 2015 red,renegades soccer club 2015,0,2,2025-05-01,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,elite arizona 2015 white,0,0,2025-09-08,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,rsl-az south 2015 red,3,0,2025-04-01,Valley Championship,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,spartans (az) 2015 blue,4,3,2024-11-01,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,arizona soccer club 2015 red,4,1,2024-11-17,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,ayso 350 alliance 2015 white,3,1,2025-03-24,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,real arizona 2015 blue,3,4,2025-10-05,Valley Championship,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,arizona soccer club 2015 black,2,4,2025-06-28,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,sonora 2015 red,1,1,2025-02-13,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,tucson youth soccer 2015 white,4,4,2025-06-01,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,phoenix rush 2015 white,4,3,2025-04-04,Valley Championship,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,sonora 2015 blue,0,4,2025-06-26,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,arizona soccer club 2015 blue,2,1,2025-04-07,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,real arizona 2015 red,1,2,2024-12-22,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,real arizona 2015 red,1,0,2025-09-22,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,synergy az 2015 red,1,0,2025-05-06,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,spartak 2015 blue,1,0,2025-03-03,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,az arsenal soccer club 2015 red,3,2,2025-10-03,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,epic soccer club 2015 red,3,2,2025-01-02,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,united latinos 2015 white,4,0,2024-12-08,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,brazas futebol club 2015,1,4,2024-10-25,AZ Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,fbsl 2015 blue,2,2,2025-06-13,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,paris saint-germain phoenix 2015 white,1,4,2024-11-19,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,east valley/nsfc 2015,4,4,2025-08-11,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,epic soccer club 2015 white,3,2,2025-06-05,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,pima county surf soccer club 2015,1,1,2025-09-19,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,united latinos 2015 red,2,0,2025-01-31,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,ayso 350 alliance 2015 blue,0,2,2025-02-26,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,spartans (az) 2015 white,4,1,2024-11-25,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,spartak 2015 white,3,4,2025-08-18,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,sun warriors azfc 2015 black,3,2,2025-05-28,Valley Championship,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,ccv stars 2015 blue,3,4,2024-11-12,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,fbsl 2015 blue,0,4,2024-10-28,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,madison 2015 blue,2,3,2025-07-11,Cactus Cup,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,scottsdale city 2015 red,4,4,2025-04-17,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,union maricopa 2015 blue,0,4,2025-09-28,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 red,arizona soccer 2015,1,0,2024-11-06,Desert Classic,https://rankings.gotsport.com/teams/u11_7
phoenix premier 2015 black,union maricopa 2015 black,3,4,2025-08-23,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,phoenix premier 2015 white,1,1,2025-07-10,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,spartans (az) 2015 blue,3,0,2025-05-29,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,ayso 350 alliance 2015 white,4,3,2024-10-21,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,spartans (az) 2015 red,4,3,2025-07-06,Valley Championship,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,batavia 2015,2,4,2024-12-02,Arizona U11 State League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,ayso united (az) 2015 red,3,0,2025-04-18,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,fbsl 2015 red,3,4,2025-05-20,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,next level soccer (az) 2015,3,0,2025-08-21,Valley Championship,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,rsl-az south 2015 white,3,2,2025-05-15,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,la academia 2015 blue,4,4,2025-04-14,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,paris saint-germain phoenix 2015 white,4,4,2025-07-27,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,sonora 2015 black,3,1,2025-03-08,Desert Classic,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,synergy az 2015 white,2,3,2025-01-13,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,az arsenal soccer club 2015 blue,1,0,2025-03-25,Valley Championship,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,elite arizona 2015 white,3,0,2024-12-23,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,phoenix united futbol club 2015,1,3,2025-03-29,Valley Championship,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,pima county surf soccer club 2015,4,0,2024-12-27,Valley Championship,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,sonora 2015 blue,0,2,2025-08-24,AZ Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,deportivo arizona 2015 white,2,0,2025-09-22,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,excel soccer 2015 blue,0,1,2025-03-11,AZ Cup,https://rankings.gotsport.com/teams/u11_8
phoenix premier 2015 black,phoenix premier 2015 white,0,3,2025-08-06,Cactus Cup,https://rankings.gotsport.com/teams/u11_8
rsl-az north 2015 blue,canyon del oro soccer club 2015 black,3,3,2025-05-13,Valley Championship,https://rankings.gotsport.com/teams/u11_9
rsl-az north 2015 blue,scottsdale city 2015 red,1,1,2025-04-12,Desert Classic,https://rankings.gotsport.com/teams/u11_9
rsl-az north 2015 blue,az arsenal soccer club 2015 white,4,1,2024-12-21,Phoenix Premier League,https://rankings.gotsport.com/teams/u11_9
