gotsport_team_id,display_name,club,state,region,country,age_group,gender
42158395,B2015 Gold - Tapia,City SC - San Marcos,CAS,4,USA,U11,M
42158556,Yardley Makefield Soccer 2015 Boys Leverkusen,Yardley Makefield Soccer,PAE,1,USA,U11,M
42162253,DKSC 15B CAMARGO,DKSC,TXN,3,USA,U11,M
42159890,ELSC 3rd Grade U10 Boys,East Lansing Soccer Club,MI,2,USA,U11,M
42161205,PSA FC DORAL 2015,PSA Football Club,FL,3,USA,U11,M
42159598,Prussians 2015 Boys Yellow,King of Prussia SC,PAE,1,USA,U11,M
42160661,Juventus Premier FC 2015B Cantu,Juventus Premier  FC,TXN,3,USA,U11,M
42162185,CA Rush 2015,Hawaiian Gardens Eagles SC,CAS,4,USA,U11,M
42160608,NTX Celtic 15B Petreas,NTX Celtic FC,TXN,3,USA,U11,M
42159704,B15 NAVY,SUSA FC,NYE,1,USA,U11,M
42161308,BSC 2015 Raptors,Broadneck Soccer Club,MD,1,USA,U11,M
42163124,2015B Pool Volt,Seacoast United Maine SC,ME,1,USA,U11,M
42163148,Jus4Kix Lightning 15B,Wichita Regional Soccer Association,KS,2,USA,U11,M
42159805,Hunterdon FC Man City,Hunterdon FC,NJ,1,USA,U11,M
42163340,Cobras FC B15 Davis,Cobras FC,NYW,1,USA,U11,M
42160434,Union FC Indy 2015 Boys Black,Union FC Indy,IN,2,USA,U11,M
42158549,15B Gray,Philadelphia Ukrainian Nationals,PAE,1,USA,U11,M
42160981,Elkridge United EYO 2015 Boys Green,Elkridge Youth Organization Soccer,MD,1,USA,U11,M
42162482,Jr Irish 2015B Dest,Jr. Irish Soccer Club,IN,2,USA,U11,M
42161438,WCU 15B Blue,Washington Capital United,MD,1,USA,U11,M
42161471,NVSC 2015B Blue,NVSC,VA,1,USA,U11,M
42171525,GOAT'd Guys,Broken Arrow Express Soccer Club,OK,3,USA,U11,M
42158627,CarShield FC Blue 2015B,CarShield FC,MO,2,USA,U11,M
42159672,B2015 Gold,Asphalt Green,NYE,1,USA,U11,M
42158041,B15 Red - AG,,CAS,4,USA,U11,M
42158278,CZ Elite B2015 LA Inter,CZ Elite (CA-S),CAS,4,USA,U11,M
42161777,NLSA Surf 2015 Boys Elite,Next Level Soccer Academy (NJ),NJ,1,USA,U11,M
42163618,B15 WHITE - CK,SoCal Reds FC,CAS,4,USA,U11,M
42158294,B2015 Pre MLS Next Academy,Sporting San Diego,CAS,4,USA,U11,M
42162718,Midwest United FC 15B Pre-Academy,Midwest United,MI,2,USA,U11,M
42159577,Sylvania United Boys 2015 White,,OH,2,USA,U11,M
42168428,Beach FC 2015B Pre-NPL Valencia,Beach FC,VA,1,USA,U11,M
42161615,2015 Lobos Rush HERNANDO Blue,Lobos Rush,MS,3,USA,U11,M
42175541,ADF Deportivo rose city B2015 Leon,ADF Portland,OR,4,USA,U11,M
42161248,NJ Surf South Shore 2015B,New Jersey Surf,NJ,1,USA,U11,M
42161462,TSA 2015 Boys Red.,TENNESSEE SOCCER ACADEMY,TN,3,USA,U11,M
42163541,Metro Alliance FC 2016/2015B Premier,Metro Alliance FC ,IL,2,USA,U11,M
42163169,2015/16 Premier Boys Blue,FC America Maine,ME,1,USA,U11,M
42161491,Miami Beach Football MBFC 2015 Blue,City of Miami Beach Soccer,FL,3,USA,U11,M
42161346,2015 Boys Elite White,Western United Pioneers FC,MA,1,USA,U11,M
42164040,UA 2015,UA (Ukrainian Soccer Academy),IL,2,USA,U11,M
42175590,EMFC 15B Monaco Premier 2,Eugene Metro FC,OR,4,USA,U11,M
42174039,FSCI Phoenix 2015 Boys,Fredericksburg Soccer Club,VA,1,USA,U11,M
42160461,CEN 2015 Boys White,IFA,MA,1,USA,U11,M
42164962,AJFC 2015 SS,Young Sportsmen's Soccer League,IL,2,USA,U11,M
42161907,CSA 2015B,Centre SA,PAW,1,USA,U11,M
42159406,EB B15 Academy,ALBION SC Silicon Valley East Bay,CAN,4,USA,U11,M
42159764,Saline FC 15 Boys Black,Saline FC,MI,2,USA,U11,M
42158204,SD Surf Central B2015 (Rodriguez),San Diego Surf Soccer Club,CAS,4,USA,U11,M
42164996,Valencia 2015 Boys White North,Valencia Soccer Academy,NJ,1,USA,U11,M
42159828,Abington Soccer Club 2015 Boys Blue,Abington Youth Soccer,PAE,1,USA,U11,M
42165287,OWS FC 2015,One World Sports,AL,3,USA,U11,M
42175869,U11 Union FC 15B CCA,Union Sacramento FC,CAN,4,USA,U11,M
42158145,Redlands B15 Kim,Sporting California USA,CAS,4,USA,U11,M
42159501,Michigan Jaguars Huron Valley 2015 Boys White,Michigan Jaguars,MI,2,USA,U11,M
42158363,B15 SB white,FASC,CAS,4,USA,U11,M
42159942,MUSC 2015 Boys White,Monmouth United Soccer,NJ,1,USA,U11,M
42161871,Campbell FC 2015,Campbell FC,OH,2,USA,U11,M
42158698,Cville United FC - 2015 - Green,CVille United FC,VA,1,USA,U11,M
42159691,2015 White,NY Hota Bavarian Soccer Club ,NYE,1,USA,U11,M
42161834,CE 2015B Arsenal FC - A,Columbus Force SC,OH,2,USA,U11,M
42159613,Michigan Tigers 2015 Boys Gray,Michigan Tigers FC,MI,2,USA,U11,M
42163561,Cleveland Force 15B White West,Cleveland Force SC,OH,2,USA,U11,M
42161061,Cincy SC B15 Orange,Cincy SC,OH,2,USA,U11,M
42161679,FSA FC BOYS 2015 ELITE,FSA FC,CT,1,USA,U11,M
42160153,Legacy 2015 Boys White,FC Berna Legacy,NJ,1,USA,U11,M
42160040,Wolves White,Bellmore (LIJSL),NYE,1,USA,U11,M
42158897,Aston Villa White 2015 Boys,Princeton FC,NJ,1,USA,U11,M
42163039,New York Elite Alleycats FC 2015 NEAL Blue,New York Elite Alleycats,NYE,1,USA,U11,M
42158591,2015 Junior White,Cherry Hill FC,NJ,1,USA,U11,M
42163104,Boilers FC 2015 Boys Black,Boilers FC,IN,2,USA,U11,M
42176267,North FC West Pre-ECNL B15,North FC,OH,2,USA,U11,M
42160832,Coppermine SC 2015 Boys Blue,Coppermine Soccer Club,MD,1,USA,U11,M
42161171,LFA Red Star Ace 2015B,Lou Fusz Athletic,MO,2,USA,U11,M
42158759,2015 Boys Pre ECNL Black,Delaware Football Club,DE,1,USA,U11,M
42175073,CCFC B15 White,Culver City Football Club,CAS,4,USA,U11,M
42161988,Socal Blaze SC - B15 El Segundo,Socal Blaze SC,CAS,4,USA,U11,M
42161945,2015 Lobos Rush Blue,Lobos Rush,TN,3,USA,U11,M
42175091,North County B2015 Red,United SoCal,CAS,4,USA,U11,M
42159703,B15 PRE RL,SUSA FC,NYE,1,USA,U11,M
42162752,ATLAS EP 2015 RED,El Paso Premier League,TXS,3,USA,U11,M
42160930,Vale Middletown 2015 Boys Red,Vale SC,CT,1,USA,U11,M
42158815,2015 CSC U10 Boys Red Bulls,Cranford SC,NJ,1,USA,U11,M
42160049,Ballers,Wantagh Seaford PAL Soccer Club (LIJSL),NYE,1,USA,U11,M
42161337,TSJFC 2015B North Blue,The St. James Football Club,VA,1,USA,U11,M
42159072,2015B East Lake White,West Florida Flames,FL,3,USA,U11,M
42159204,ALBION SC Central Valley B15 Premier,ALBION SC Central Valley,CAN,4,USA,U11,M
42159005,Haverford Soccer Club 2015 Vipers,Haverford SC,PAE,1,USA,U11,M
42158054,Fallbrook Villa FC B2015 Black,FYSL,CAS,4,USA,U11,M
42159800,Soccer Stars United Equator,Soccer Stars United,NYE,1,USA,U11,M
42159822,Westfield SA Tigres,WSA,NJ,1,USA,U11,M
42160016,Titans,Jericho (LIJSL),NYE,1,USA,U11,M
42163636,MFA GR 15B White,Michigan Futbol Academy,MI,2,USA,U11,M
42158650,Citrus FC Storm U11,Citrus Futbol Club,FL,3,USA,U11,M
42161363,NY Rush Select 15B Pre-MLS Next,NY Rush,NYW,1,USA,U11,M
42163788,BAC '15B Inter White,Burke Athletic Club,VA,1,USA,U11,M
42159473,FC Storm B15 Loveland Black,FC Storm,OH,2,USA,U11,M
42160091,Boys 2015 Academy Orange,Southampton Soccer Club,NYE,1,USA,U11,M
42175745,Southeast United 2015/2016B,St. Louis Youth Soccer Association,MO,2,USA,U11,M
42159652,Elite Plainfield Jaguars,Elite Soccer Club Plainfield,NJ,1,USA,U11,M
42158920,2015B Elite 1,Elk Grove Soccer,CAN,4,USA,U11,M
42161696,DFC Orange 2015B,Dover Futbol Club,NJ,1,USA,U11,M
42158874,MO Rush 2015B Rage,Missouri Rush,MO,2,USA,U11,M
42160432,Union FC Indy 2015 Boys Teal I,Union FC Indy,IN,2,USA,U11,M
42162778,LFC United 2015 B Elite,LFC United,OH,2,USA,U11,M
42160432,Union FC Indy 2015 Boys Teal I,Union FC Indy,IN,2,USA,U11,M
42158890,Castro Valley SC CVSC United 2015 Boys White,Castro Valley Soccer Club,CAN,4,USA,U11,M
42159417,Plymouth Reign 15 Boys Green,Plymouth Soccer Club,MI,2,USA,U11,M
42161647,Cosmo Stars SC 2015 B - Apollo 2,Cosmo Stars SC,MD,1,USA,U11,M
42163191,2015 Boys Academy Carolina,North Suburban SA,MN,2,USA,U11,M
42160100,Elmont Johan Juniors,Elmont SC (LIJSL),NYE,1,USA,U11,M
42159550,Towson United 2015B Black,Towson United,MD,1,USA,U11,M
42159486,SFC 2015,Spartans FC,OH,2,USA,U11,M
42173362,2015 Boys Pre-ECNL,MN Thunder Academy,MN,2,USA,U11,M
42159892,Dewitt SC - 2015 Boys Gold,Dewitt Soccer Club,MI,2,USA,U11,M
42162283,Boys 2015 Black -1,Shaker Youth Soccer Assn - Premier Football Club,OH,2,USA,U11,M
42176512,Virginia Velocity FC U11 Pulse,Virginia Velocity FC,VA,1,USA,U11,M
42160140,2015 B White,FC Montco,PAE,1,USA,U11,M
42158914,PSC B2015 Black,Perrysburg SC,OH,2,USA,U11,M
42160809,Sting CC B15 Heald,Sting Corpus Christi,TXS,3,USA,U11,M
42162333,RIDGFLD-B2015 EDP-Palau,Ridgefield Football Club,NJ,1,USA,U11,M
42164027,MT Rush B-2015-SE-Blue,Montana Rush Soccer Club,MT,4,USA,U11,M
42175879,Utah Real FC 15B CG Teal (Ind),Utah Real FC,UT,4,USA,U11,M
42158976,SASA Spirits 2015B North,SASA Spirits SC,IL,2,USA,U11,M
42158071,2015 Boys Falcons Green,Philadelphia International FC,PAE,1,USA,U11,M
42158071,2015 Boys Falcons Green,Philadelphia International FC,PAE,1,USA,U11,M
42159612,Michigan Tigers 2015 Boys Red,Michigan Tigers FC,MI,2,USA,U11,M
42162565,GCKA 2015B Red,Grove City Kids Association,OH,2,USA,U11,M
42158093,South County B2015 White,Pateadores Soccer Club,CAS,4,USA,U11,M
42160032,Portugal B2015,HBC Soccer Club (LIJSL),NYE,1,USA,U11,M
42163326,YMCA CTX Soccer Academy 2015B Volt,YMCA CTX Soccer Academy,TXS,3,USA,U11,M
42160085,Breakers,Harborfields Soccer Club,NYE,1,USA,U11,M
42162034,FusionFC_15M_Red Knights,Fusion FC (PA),PAE,1,USA,U11,M
42159675,Soccer Space Football Club 2015,Soccer Space,NYE,1,USA,U11,M
42176098,ALBION SC Las Vegas B15 Academy VI,ALBION SC Las Vegas,NV,4,USA,U11,M
42176633,2015 Boys Select Blue,Rush Union Wisconsin,WI,2,USA,U11,M
42159481,SF Seals 15B Blue,San Francisco Seals,CAN,4,USA,U11,M
42161769,SCSA Eleven 2015B Red,South Central Soccer Academy Eleven,IN,2,USA,U11,M
42160171,15B FPFC TT SPIRIT REGIONAL,Florida Premier FC,FL,3,USA,U11,M
42164459,SYC 2015B Orange,Springfield SYC Soccer,VA,1,USA,U11,M
42160010,Knights,Smithtown Kickers SC (LIJSL),NYE,1,USA,U11,M
42163407,FC ATLAS 15B BLACK,FC ATLAS,KS,2,USA,U11,M
42158327,2015 Boys North Black,Pipeline Soccer Club,MD,1,USA,U11,M
42175878,ALBION SC Santa Ana B15 Academy,ALBION SC Santa Ana,CAS,4,USA,U11,M
42160642,Nordic 2015 Boys Milan,Nordic SC,VT,1,USA,U11,M
42158221,Aberdeen,Montgomery United SC,PAE,1,USA,U11,M
42176144,DASC 2015 Black,DASC,SD,2,USA,U11,M
42163090,DFC 2015 B Green,Davidsonville Football Club,MD,1,USA,U11,M
42163009,NEFC Metro West Boys 2015 Northboro Navy,NEFC,MA,1,USA,U11,M
42159653,Elite Plainfield Warriors 2016/15,Elite Soccer Club Plainfield,NJ,1,USA,U11,M
42161874,Brooklyn Italians 2015 National,Brooklyn Italians,NYE,1,USA,U11,M
42161894,Plymouth United 2015B,Plymouth United FC,IN,2,USA,U11,M
42160354,Centauros JVS,Real Colorado,CO,4,USA,U11,M
42175979,2015 Glenside Celtic Boys- Dublin,Glenside Celtic SC,PAE,1,USA,U11,M
42159096,2015 Boys MNJYSA,Hillsborough SC,NJ,1,USA,U11,M
42159912,OSC U10 Boys 24-25,Owosso,MI,2,USA,U11,M
42161274,North Shore 2015B Whitecaps,Select,MA,1,USA,U11,M
42160407,Plainfield Kid Stars 15,Plainfield Soccer,NJ,1,USA,U11,M
42160270,Detroit City FC Downriver 15B Rouge,Detroit City FC,MI,2,USA,U11,M
42159519,Michigan Jaguars Pre MLS 2015 Boys 2-DA,Michigan Jaguars,MI,2,USA,U11,M
42161456,VRSC 15B Pre-MLS Next,Virginia Revolution SC,VA,1,USA,U11,M
42158474,Upper Township SA Comets White 2015,Upper Township SA,NJ,1,USA,U11,M
42158134,B2015 Academy-1,Empire Surf,CAS,4,USA,U11,M
42161262,Cleveland Force 15B Yellow West,Cleveland Force SC,OH,2,USA,U11,M
42184905,Albion SC - Boys 2014,ALBION SC San Diego,CAS,4,USA,U11,M
42184905,Albion SC - Boys 2014,ALBION SC San Diego,CAS,4,USA,U11,M
42161262,Cleveland Force 15B Yellow West,Cleveland Force SC,OH,2,USA,U11,M
42175451,Aggies15BTL,,UT,4,USA,U11,M
42160322,2015 Boys Cadets,"AC Delray, Inc.",FL,3,USA,U11,M
42164430,Dovesport 2015,U.S. Futsal,CAN,4,USA,U11,M
42161987,2015B Blue,FC America,FL,3,USA,U11,M
42159095,Hotshots,Town of Poughkeepsie,NYE,1,USA,U11,M
42158640,Washington Premier 2015 Boys,WTSC,NJ,1,USA,U11,M
42159007,North Storm '15B Red,Traverse Bay Area YS,MI,2,USA,U11,M
42163040,New York Elite Alleycats FC 2015 CDYSL Red,New York Elite Alleycats,NYE,1,USA,U11,M
42163096,CASA 2015M Blue,Capital Area SA,PAE,1,USA,U11,M
42165138,Savage Elite 2015,Valencia Soccer Academy,NJ,1,USA,U11,M
42158642,Plant City 2015B Premier,Plant City FC,FL,3,USA,U11,M
42161499,OFA 15B Black,Oregon Futbol Academy,OR,4,USA,U11,M
42158523,2015 BOYS PRE NPL,Sporting Jax Soccer Academy,FL,3,USA,U11,M
42161186,2015B pre-MLS Black,Bayside FC,RI,1,USA,U11,M
42161385,Arlington SA 2015B Blue,Arlington Soccer Association,VA,1,USA,U11,M
42164433,Midwest United FC SCOR 15B Academy 1,Midwest United FC SCOR,MI,2,USA,U11,M
42162769,2015 Boys OCL,Ohio Premier,OH,2,USA,U11,M
42160228,Tinton Falls Wildfire,Tinton Falls SC,NJ,1,USA,U11,M
42159376,Elk Grove United SC 15B Premier WH,Elk Grove United SC,CAN,4,USA,U11,M
42160228,Tinton Falls Wildfire,Tinton Falls SC,NJ,1,USA,U11,M
42162958,Ambassadors FC 2015 Boys,Ambassadors FC (OH),OH,2,USA,U11,M
42161976,IdeaSport 2015 Pro,IdeaSport Soccer Academy,FL,3,USA,U11,M
42158954,BSA 2015 Hawk,Bridgewater SA,NJ,1,USA,U11,M
42161238,2015 Black,Galaxy SC,IL,2,USA,U11,M
42164189,Storm 2015B,Great Lakes Alliance,MI,2,USA,U11,M
42158758,15 Boys Inferno United,Idaho Inferno Soccer Club,ID,4,USA,U11,M
42158940,Palo Alto SC 15B Red,Palo Alto SC,CAN,4,USA,U11,M
42158320,B2015-White,Simi Valley Soccer Club,CAS,4,USA,U11,M
42159333,FRESNO HEAT FC 2015B SJ,FRESNO HEAT FC,CAN,4,USA,U11,M
42176617,Lonestar San Antonio 15B Red,Lonestar,TXS,3,USA,U11,M
42160791,Cottontown United 15 Boys,Rocket City United Development Academy,AL,3,USA,U11,M
42160249,Ann Arbor United SC 2015B Gold,Ann Arbor United SC,MI,2,USA,U11,M
42158139,B15,Culture FC,CAS,4,USA,U11,M
42173638,CM Soccer Club Boys U10 Red,CM Soccer Club,VA,1,USA,U11,M
42160459,Boca United Boys 2015 Pre Academy,Greater Boca YSA,FL,3,USA,U11,M
42162098,Blizzard 2015 White,Petoskey YS,MI,2,USA,U11,M
42177350,Rockford Raptors FC B2015 Pre ECNL,,IL,2,USA,U11,M
42158553,Yardley Makefield Soccer 2015 Boys Leipzig,Yardley Makefield Soccer,PAE,1,USA,U11,M
42159392,Cupertino FC Flames 15B Red,Cupertino FC,CAN,4,USA,U11,M
42158016,Carlsbad B15 White - Clarke,City SC,CAS,4,USA,U11,M
42158553,Yardley Makefield Soccer 2015 Boys Leipzig,Yardley Makefield Soccer,PAE,1,USA,U11,M
42164338,DODGE CITY TOROS FC 15B ELITE,Dodge City Toros FC,KS,2,USA,U11,M
42174182,BSA Celtic 15B Blue,Ohio Galaxies FC,OH,2,USA,U11,M
42160948,NUU 15 Cannons,North Union United SC,PAE,1,USA,U11,M
42160844,FC Pittsburgh Boys Academy Gold,FC Pittsburgh,PAW,1,USA,U11,M
42176695,CUP 15B Silver,Cincinnati United,OH,2,USA,U11,M
42158062,B15 Select Pisarchick,Express Soccer,CAS,4,USA,U11,M
42159650,BTSC Jedi Knights,Branchburg Travel SC,NJ,1,USA,U11,M
42163483,Alliance FC '15 Pre-Academy Boys,Alliance Futbol Club (MO),MO,2,USA,U11,M
42162290,DKSC 15B CENTRAL GOLD,DKSC,TXN,3,USA,U11,M
42172721,DUSC Bulldogs 2015 Boys,Dublin United Soccer Club,OH,2,USA,U11,M
42158165,B15 Red,Oaks FC,CAS,4,USA,U11,M
42159233,Gunners 2015B Elite White,Gunners Soccer Club,MO,2,USA,U11,M
42161439,2015 Shooters SC Yeates,,UT,4,USA,U11,M
42161619,FPYC Dynamo Gold 15,Fairfax Police Youth Club,VA,1,USA,U11,M
42159061,MSC Express 2015 Boys Purple,Maumee SC,OH,2,USA,U11,M
42164123,RFA U10 Gold,Rozeboom Futbol Academy,IA,2,USA,U11,M
42162322,United Fc Black 15/16,Ceres Rush,CAN,4,USA,U11,M
42161811,Columbus Express 2015B Orange,Columbus Express,IN,2,USA,U11,M
42165019,VSA 2015 Boys Green,Vision Soccer Academy,IA,2,USA,U11,M
42164371,PFC B2015/16navy-AC,Polson FC,MT,4,USA,U11,M
42159465,15B Black,Allstars United,CAN,4,USA,U11,M
42158191,Corona B15 White Pacitti,Sporting California USA,CAS,4,USA,U11,M
42176811,FC Richmond 2015 Magic Elite Pre-MLS NEXT NAVY,FC Richmond,VA,1,USA,U11,M
42161088,Boston Bolts B2015 Central Pre-Academy Blue,FC Boston Bolts,MA,1,USA,U11,M
42176224,Eclipse 2015 Boys Solar Red,East Bay Eclipse Soccer Club,CAN,4,USA,U11,M
42163325,Stones River FC 2015 Boys Red,Stones River Futbol Club,TN,3,USA,U11,M
42160476,Cubs,Jackson SC(NJ),NJ,1,USA,U11,M
42174892,Ajax FC Naperville 2014 Boys White 2,Ajax FC Naperville,IL,2,USA,U11,M
42160031,PSG B2015,HBC Soccer Club (LIJSL),NYE,1,USA,U11,M
42164176,Bayonne-B10C-Zamudio,Bayonne Youth Soccer Association,NJ,1,USA,U11,M
42164547,2015 Boys Academy 2 - PreECNL-RL,St. Croix,MN,2,USA,U11,M
42161110,PWSI 2015B Nike,Prince William Soccer Inc,VA,1,USA,U11,M
42159953,Point Pleasant SC Mana,Point Pleasant Travel SC,NJ,1,USA,U11,M
42161324,SW 2015B,Liverpool FC,MA,1,USA,U11,M
42163595,Schulz Academy U11 ISA,International Soccer Association,FL,3,USA,U11,M
42159121,Corte Madera FC Boys White 2015,Corte Madera Football Club,CAN,4,USA,U11,M
42161927,Fall River United,,MA,1,USA,U11,M
42161927,Fall River United,,MA,1,USA,U11,M
42159865,Timbers,Millburn SC,NJ,1,USA,U11,M
42162460,PSA Princeton '15 Orange,Princeton SA,NJ,1,USA,U11,M
42162995,MVP B15 Black,Mockingbird Valley Premier,KY,2,USA,U11,M
42160378,Royals,Old Bridge Soccer Club,NJ,1,USA,U11,M
42159707,United 2015,Auburndale SC ,NYE,1,USA,U11,M
42159170,Medford SC Gold 2015,Medford SC,NJ,1,USA,U11,M
42160982,AZ Arsenal 15 Boys Teal BD,Arizona Arsenal Soccer Club,AZ,4,USA,U11,M
42160309,Herndon 2015B FC White,Herndon Youth Soccer,VA,1,USA,U11,M
42161026,Millennium Soccer Academy 15B Black,Millennium Soccer Association,IN,2,USA,U11,M
42160176,FPFC 15B HERNANDO ELITE,Florida Premier FC,FL,3,USA,U11,M
42161068,CULM 15B Bournemouth,Cincinnati United,OH,2,USA,U11,M
42176247,SC Wave Washington County U11 Boys,,WI,2,USA,U11,M
42158188,LUFC B2015 White,Laguna United FC,CAS,4,USA,U11,M
42176928,Garza 2015B,Lion Kings FC,TXS,3,USA,U11,M
42160068,jaguars,Central Islip SC (LIJSL),NYE,1,USA,U11,M
42160542,PDA 2015 Bellingham,Players Development Academy,NJ,1,USA,U11,M
42162844,Polaris SC 15B Gray,Polaris Soccer Club,OH,2,USA,U11,M
42159080,Steamer's Crew 2015B YDP Italy,Steamer's Crew Soccer Club,MO,2,USA,U11,M
42175901,2015B Westy Elite,Westy Soccer Club,CO,4,USA,U11,M
42158616,2015,FC La Isla,NYE,1,USA,U11,M
42158714,B15 Academy White,Florida Celtic,FL,3,USA,U11,M
42159080,Steamer's Crew 2015B YDP Italy,Steamer's Crew Soccer Club,MO,2,USA,U11,M
42176825,Atlético Dallas Youth 15B Davis (CTX),Atletico Dallas Youth,TXN,3,USA,U11,M
42161277,SFC 2015B White,SFC New England,MA,1,USA,U11,M
42159470,Blackhawks SC 15B SD,Blackhawks Soccer Club,CAN,4,USA,U11,M
42176548,Strikers FC Orange-B2015 RE,Strikers FC Orange,CAS,4,USA,U11,M
42177120,Del Rio Dynamo 2015/16,Del Rio Furia Soccer League,TXS,3,USA,U11,M
42161449,North Carolina FC 2015 South Blue,NCFC Youth,NC,3,USA,U11,M
42158128,San Carlos United SC 15B Blue,San Carlos United Soccer Club,CAN,4,USA,U11,M
42159229,South Valley Chivas Red 15B,South Valley Chivas Academy,CAN,4,USA,U11,M
42161703,VC Academy U11,,IL,2,USA,U11,M
42164279,Sandpoint Strikers FC 2015B Red,Sandpoint Strikers FC,ID,4,USA,U11,M
42164439,SCPASA/KOSA 2015 Summer Select,South Central PA Soccer Academy,PAE,1,USA,U11,M
42159214,2015B Buenas Peras,Zorritos F.C,CAN,4,USA,U11,M
42158023,SSC Wolves B15,Sporting So-Cal Soccer Club,CAS,4,USA,U11,M
42162224,SCU 2015 Boys White,Space Coast United,FL,3,USA,U11,M
42176765,Select FC 2015B Yellow,LaVille Youth Soccer,IN,2,USA,U11,M
42158925,NLSA Surf 2015 Boys Premier,Next Level Soccer Academy (NJ),NJ,1,USA,U11,M
42159735,B15 Raptors,Albertson Soccer Club,NYE,1,USA,U11,M
42159735,B15 Raptors,Albertson Soccer Club,NYE,1,USA,U11,M
42159688,2015B,Back Mountain Surf,PAE,1,USA,U11,M
42160484,Fusion FC B15 Green,Fusion FC NKY,KY,2,USA,U11,M
42160219,Fury '15 Red,Farmington SC,MI,2,USA,U11,M
42161566,PRFC Scottsdale 15B Samba,Phoenix Rising FC,AZ,4,USA,U11,M
42160649,KH PreElite NKY B15-1,Kings Hammer Soccer Club,KY,2,USA,U11,M
42171205,2014 Red Bulls,Haverford SC,PAE,1,USA,U11,M
42160066,Blue Devils,Garden City (LIJSL),NYE,1,USA,U11,M
42162153,Westside United Scorpions,Westside United Soccer Club,NM,4,USA,U11,M
42159083,UST FC Spurs B2015,UST FC Academy,NYE,1,USA,U11,M
42160170,FPFC 15B WC BLACK,Florida Premier FC,FL,3,USA,U11,M
42163200,Atletico Soledad 2015,Atletico Soledad,IL,2,USA,U11,M
42158271,B-2015 Arturo Herrera,South Bay FC,CAS,4,USA,U11,M
42158494,Revolution 15 Blue,American River FC,CAN,4,USA,U11,M
42158573,DME Academy 2015B Black,"DME Academy, Sarasota",FL,3,USA,U11,M
42160934,Real FA 2015 Pre-MLS AD,Real Futbol Academy,NJ,1,USA,U11,M
42162773,2015 Elite,Westchester Flames,NYE,1,USA,U11,M
42158593,2015 Horsham Hurricanes Gold (B),Horsham Soccer,PAE,1,USA,U11,M
42159304,Santa Cruz Mid County SURF 15B,Santa Cruz Mid-County Youth Soccer Club,CAN,4,USA,U11,M
42159907,Grand Ledge SC 15 Boys - Navy,Grand Ledge SC,MI,2,USA,U11,M
42159907,Grand Ledge SC 15 Boys - Navy,Grand Ledge SC,MI,2,USA,U11,M
42160365,Berkeley Warriors SA 2015,Berkeley Soccer Association,NJ,1,USA,U11,M
42161194,Galacticos FC 2015,Final Third Foundation Affiliate,OH,2,USA,U11,M
42158826,15B White,Sacramento Alliance SC,CAN,4,USA,U11,M
42161533,15 Kraze Blue,Florida Kraze Krush,FL,3,USA,U11,M
42164687,West Chicago F.C. - 2015,West Chicago FC,IL,2,USA,U11,M
42162507,MAKO 2015 BOYS BLUE,Mako Soccer Club,FL,3,USA,U11,M
42159382,TPSC Sharks 2015 Boys White,Tiburon Peninsula Soccer Club,CAN,4,USA,U11,M
42164386,B15 PRE-PREMIER,Washington East Surf Soccer Club,WA,4,USA,U11,M
42160989,FC Stars Westford 2015 Boys Blue,FC Stars,MA,1,USA,U11,M
42162652,VCF Houston Blue STXCL EC B15,Valencia Academy Houston,TXS,3,USA,U11,M
42161715,SYC 2015B White,Springfield SYC Soccer,VA,1,USA,U11,M
42161273,North Shore 2015B Navy,Select,MA,1,USA,U11,M
42168429,Beach FC 2015B Pre-NPL Villareal,Beach FC,VA,1,USA,U11,M
42160314,WVFC 2015 Boys - Black,West Virginia Futbol Club,WV,1,USA,U11,M
42175027,KC Fusion 15B Gold,KC Fusion,KS,2,USA,U11,M
42158829,SFVSC B2015 I,San Francisco Vikings Soccer Club,CAN,4,USA,U11,M
42158464,Empire SC B2015,Empire SC,CAS,4,USA,U11,M
42164111,HBCavs BU11 Blue (2015),Hollis/Brookline Cavalier SC,NH,1,USA,U11,M
42164115,Edison United SA 2015B Gunners,Edison United SA,NJ,1,USA,U11,M
42160002,Warriors,Carle Place (LIJSL),NYE,1,USA,U11,M
42164115,Edison United SA 2015B Gunners,Edison United SA,NJ,1,USA,U11,M
42163759,2015 Boys White SELECT,JA Elite FC,CT,1,USA,U11,M
42165278,AUSA 2015s Select,Aurora USA Soccer Academy ,IL,2,USA,U11,M
42159339,JSC 15B Blue,JSC Soccer Club,CAN,4,USA,U11,M
42161104,MW 2015 Boys Blue,IFA,MA,1,USA,U11,M
42177274,Lightning 2015,Blue Lightning Soccer Club,CAN,4,USA,U11,M
42160395,Elite Football Academy 2015 black,,OK,3,USA,U11,M
42159455,Metro Alliance FC 2015B Navy,Metro Alliance FC ,IL,2,USA,U11,M
42158051,ALBION SC San Diego CS B15 Academy,ALBION SC San Diego,CAS,4,USA,U11,M
42175998,026 FC 2015 - Renegades,026 Futbol Club,MO,2,USA,U11,M
42164745,SOCA u10 Boys Jamboree White,Soccer Organization Charlottesville Area,AL,3,USA,U11,M
42160353,VILLARREAL LV U11 White-MoiG,Villarreal Las Vegas Academy,NV,4,USA,U11,M
42159913,Okemos 15B Maroon,Okemos Soccer Club,MI,2,USA,U11,M
