Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
34,casa grande soccer club 2013 white,0.503,0.5026680342087424,1.0,0.5386478064858872,0.47469236455782493,0.5,0.5,30,0,Active,True,2025-10-01
35,maricopa soccer club 2013 red,0.503,0.5032225717144385,1.0,0.37743566841833487,0.6386771901538578,0.5,0.5,30,0,Active,True,2025-10-08
36,tucson youth soccer 2013 blue,0.501,0.5014248051607879,1.0,0.5913085326702584,0.4158154931336809,0.5,0.5,30,0,Active,True,2025-10-03
37,rsl-az west valley 2013 blue,0.501,0.5008408624600488,1.0,0.481142897137997,0.5230614151622469,0.5,0.5,30,0,Active,True,2025-10-10
38,peoria soccer club 2013 white,0.5,0.5000847024676698,1.0,0.5178654921763913,0.48255802016195737,0.5,0.5,30,0,Active,True,2025-10-06
39,casa grande soccer club 2013 gold,0.498,0.49840152317544484,1.0,0.5989643662564019,0.3930432496208222,0.5,0.5,30,0,Active,True,2025-10-09
40,az soccer club 2013 black,0.498,0.49767519508590674,1.0,0.32414600096250473,0.6642299744670289,0.5,0.5,30,0,Active,True,2025-10-10
41,paradise valley soccer club 2013 gold,0.498,0.4979671466479079,1.0,0.3019456678476085,0.6878900653919311,0.5,0.5,30,0,Active,True,2025-10-10
42,scottsdale soccer club 2013 red,0.495,0.49545978130137863,1.0,0.6065722067453946,0.37072669976149863,0.5,0.5,30,0,Active,True,2025-09-29
43,queen creek soccer club 2013 black,0.494,0.4936799243087431,1.0,0.4397246032945657,0.5286750182491496,0.5,0.5,30,0,Active,True,2025-10-10
44,paradise valley soccer club 2013 blue,0.493,0.49301573305528196,1.0,0.36999897074174604,0.5950796945346638,0.5,0.5,30,0,Active,True,2025-10-10
45,avondale soccer club 2013 blue,0.492,0.4922536760929439,1.0,0.4348380131139776,0.526430367350742,0.5,0.5,30,0,Active,True,2025-10-10
46,phoenix rising 2013 black,0.487,0.48661623671036824,1.0,0.4751966243562954,0.4578845591955457,0.5,0.5,30,0,Active,True,2025-09-11
47,chandler soccer club 2013 gold,0.487,0.4866712935532692,1.0,0.44854935772046356,0.4848071100458825,0.5,0.5,30,0,Active,True,2025-10-10
48,mesa soccer club 2013 black,0.486,0.48613490835802364,1.0,0.3663033789005891,0.5643711628895293,0.5,0.5,30,0,Active,True,2025-10-06
49,tempe soccer club 2013 white,0.485,0.4851333008933386,1.0,0.42510363180117156,0.5005628726655215,0.5,0.5,30,0,Active,True,2025-10-06
50,gilbert soccer club 2013 black,0.484,0.48393526377871277,1.0,0.3453686545964647,0.5743076642970991,0.5,0.5,30,0,Active,True,2025-10-05
51,az arsenal soccer club 2013 gold,0.482,0.4819990033267725,1.0,0.39817688722482375,0.5118181294090387,0.5,0.5,30,0,Active,True,2025-10-04
52,elite arizona 2013 red,0.479,0.47886778121480233,1.0,0.5109207135355571,0.38341819253845466,0.5,0.5,30,0,Active,True,2025-10-05
53,az arsenal soccer club 2013 black,0.478,0.4781594001129249,1.0,0.5356854246554037,0.35511157590922093,0.5,0.5,30,0,Active,True,2025-10-08
54,scottsdale soccer club 2013 blue,0.478,0.4781049078491211,1.0,0.4270461180157166,0.46347842122988864,0.5,0.5,30,0,Active,True,2025-10-06
55,avondale soccer club 2013 gold,0.475,0.47506592501764083,1.0,0.5641856500282588,0.31114397505994545,0.5,0.5,30,0,Active,True,2025-09-27
56,buckeye soccer club 2013 blue,0.474,0.47379199184879767,1.0,0.624429077476939,0.24453088176704937,0.5,0.5,30,0,Active,True,2025-10-05
57,casa grande soccer club 2013 blue,0.472,0.47241395294797217,1.0,0.44953199326173215,0.41253777147812853,0.5,0.5,30,0,Active,True,2025-09-29
58,elite arizona 2013 blue,0.471,0.47066125071345155,1.0,0.4751966243562952,0.3781096292109624,0.5,0.5,30,0,Active,True,2025-10-08
59,goodyear soccer club 2013 black,0.467,0.46670717217425856,1.0,0.58650079196422,0.24703506890707286,0.5,0.5,30,0,Active,True,2025-10-06
60,cave creek soccer club 2013 white,0.467,0.4670141179889662,1.0,0.5277739822785258,0.3072966076663051,0.5,0.5,30,0,Active,True,2025-10-09
61,glendale soccer club 2013 blue,0.467,0.46720211369459047,1.0,0.2595026274917941,0.5765079409811582,0.5,0.5,30,0,Active,True,2025-09-26
62,tucson youth soccer 2013 white,0.465,0.46524147749739797,1.0,0.5816765057199405,0.24453088176704937,0.5,0.5,30,0,Active,True,2025-10-10
63,buckeye soccer club 2013 white,0.465,0.46493585850901886,1.0,0.5287637580239145,0.29591553452117964,0.5,0.5,30,0,Active,True,2025-09-21
64,rsl-az yuma 2013 gold,0.462,0.4624230671758981,1.0,0.5337090904798469,0.2784062453996435,0.5,0.5,30,0,Active,True,2025-10-09
65,buckeye soccer club 2013 gold,0.461,0.4606871161522641,1.0,0.49900705125071776,0.30442852951060284,0.5,0.5,30,0,Active,True,2025-10-08
66,az soccer club 2013 gold,0.461,0.4609430288859869,1.0,0.3311455117806769,0.4735696326492576,0.5,0.5,30,0,Active,True,2025-09-10
67,apache junction soccer club 2013 black,0.46,0.45977340245135695,1.0,0.3830515191231037,0.4158154931336811,0.5,0.5,30,0,Active,True,2025-09-29
68,rsl-az west valley 2013 white,0.46,0.4604924448319292,1.0,0.3232764858179822,0.4791857383416637,0.5,0.5,30,0,Active,True,2025-10-09
69,goodyear soccer club 2013 white,0.459,0.45917049155769035,1.0,0.3635419457487737,0.43231051203967813,0.5,0.5,30,0,Active,True,2025-10-03
70,gilbert soccer club 2013 white,0.458,0.4580537504426133,1.0,0.3972255025922441,0.39304324962082243,0.5,0.5,30,0,Active,True,2025-10-03
71,desert 2013 white,0.45,0.449691413390969,1.0,0.39437603317882014,0.3540810337760249,0.5,0.5,30,0,Active,True,2025-10-07
72,chandler soccer club 2013 white,0.449,0.4492311223499368,1.0,0.3858712989490643,0.3602843128006196,0.5,0.5,30,0,Active,True,2025-10-06
73,az soccer club 2013 blue,0.448,0.4480309554282152,1.0,0.4309377910008964,0.30921698614017956,0.5,0.5,30,0,Active,True,2025-10-06
74,az arsenal soccer club 2013 red,0.448,0.44790724475170657,1.0,0.36354194574877385,0.37599427800975893,0.5,0.5,30,0,Active,True,2025-10-04
75,queen creek soccer club 2013 red,0.447,0.4468237603622402,1.0,0.34000080356099055,0.39411799825021054,0.5,0.5,30,0,Active,True,2025-09-29
76,rsl-az north 2013 red,0.442,0.44151631272442254,1.0,0.34000080356099055,0.36758076006112217,0.5,0.5,30,0,Active,True,2025-10-08
77,phoenix rising 2013 blue,0.44,0.44012600628862775,1.0,0.35168125326965466,0.3489487781734841,0.5,0.5,30,0,Active,True,2025-10-10
78,az arsenal soccer club 2013 white,0.424,0.4241086111910394,1.0,0.2231946976625697,0.3973483582926274,0.5,0.5,30,0,Active,True,2025-10-10
