Team Name,Club,Team ID,Wins,Losses,Ties,Games Played,State,Win Percentage,State Rank,Goal Ratio,Team URL,Gender,Age Group
avondale soccer club 2016 boys white,Avondale Soccer Club,u10_16,21,26,10,57,AZ,0.3684210526315789,16,0.8677685950413223,https://rankings.gotsport.com/teams/u10_16,M,U10
maricopa soccer club 2016 boys black,Maricopa Soccer Club,u10_17,17,22,12,51,AZ,0.3333333333333333,17,0.9479166666666666,https://rankings.gotsport.com/teams/u10_17,M,U10
fc elite arizona 2016 boys blue,FC Elite Arizona,u10_18,17,22,9,48,AZ,0.3541666666666667,18,0.819047619047619,https://rankings.gotsport.com/teams/u10_18,M,U10
az soccer club 2016 boys red,AZ Soccer Club,u10_19,32,38,21,91,AZ,0.3516483516483517,19,0.8952879581151832,https://rankings.gotsport.com/teams/u10_19,M,U10
peoria soccer club 2016 boys black,Peoria Soccer Club,u10_20,37,40,20,97,AZ,0.38144329896907214,20,0.9947089947089947,https://rankings.gotsport.com/teams/u10_20,M,U10
mesa soccer club 2016 boys blue,Mesa Soccer Club,u10_21,33,48,18,99,AZ,0.3333333333333333,21,0.918918918918919,https://rankings.gotsport.com/teams/u10_21,M,U10
scottsdale soccer club 2016 boys white,Scottsdale Soccer Club,u10_22,22,22,12,56,AZ,0.39285714285714285,22,1.0467289719626167,https://rankings.gotsport.com/teams/u10_22,M,U10
az soccer club 2016 boys black,AZ Soccer Club,u10_23,15,24,7,46,AZ,0.32608695652173914,23,0.9405940594059405,https://rankings.gotsport.com/teams/u10_23,M,U10
peoria soccer club 2016 boys gold,Peoria Soccer Club,u10_24,31,41,15,87,AZ,0.3563218390804598,24,0.8994708994708994,https://rankings.gotsport.com/teams/u10_24,M,U10
maricopa soccer club 2016 boys gold,Maricopa Soccer Club,u10_25,47,39,22,108,AZ,0.4351851851851852,25,1.1187214611872147,https://rankings.gotsport.com/teams/u10_25,M,U10
chandler soccer club 2016 boys gold,Chandler Soccer Club,u10_26,35,42,25,102,AZ,0.3431372549019608,26,1.0205128205128204,https://rankings.gotsport.com/teams/u10_26,M,U10
fc tucson youth soccer 2016 boys gold,FC Tucson Youth Soccer,u10_27,86,84,34,204,AZ,0.4215686274509804,27,0.9858490566037735,https://rankings.gotsport.com/teams/u10_27,M,U10
queen creek soccer club 2016 boys blue,Queen Creek Soccer Club,u10_28,83,81,34,198,AZ,0.41919191919191917,28,1.0625,https://rankings.gotsport.com/teams/u10_28,M,U10
maricopa soccer club 2016 boys red,Maricopa Soccer Club,u10_29,24,17,8,49,AZ,0.4897959183673469,29,1.1818181818181819,https://rankings.gotsport.com/teams/u10_29,M,U10
rsl-az west valley 2016 boys red,RSL-AZ West Valley,u10_30,41,46,14,101,AZ,0.40594059405940597,30,1.0191387559808613,https://rankings.gotsport.com/teams/u10_30,M,U10
peoria soccer club 2016 boys white,Peoria Soccer Club,u10_31,19,22,8,49,AZ,0.3877551020408163,31,1.030612244897959,https://rankings.gotsport.com/teams/u10_31,M,U10
az arsenal soccer club 2016 boys gold,AZ Arsenal Soccer Club,u10_32,64,58,26,148,AZ,0.43243243243243246,32,1.0348432055749128,https://rankings.gotsport.com/teams/u10_32,M,U10
rsl-az west valley 2016 boys white,RSL-AZ West Valley,u10_33,20,17,9,46,AZ,0.43478260869565216,33,1.0204081632653061,https://rankings.gotsport.com/teams/u10_33,M,U10
chandler soccer club 2016 boys red,Chandler Soccer Club,u10_34,27,15,11,53,AZ,0.5094339622641509,34,1.1414141414141414,https://rankings.gotsport.com/teams/u10_34,M,U10
queen creek soccer club 2016 boys white,Queen Creek Soccer Club,u10_35,16,26,11,53,AZ,0.3018867924528302,35,0.8240740740740741,https://rankings.gotsport.com/teams/u10_35,M,U10
buckeye soccer club 2016 boys blue,Buckeye Soccer Club,u10_36,32,37,20,89,AZ,0.3595505617977528,36,0.9508196721311475,https://rankings.gotsport.com/teams/u10_36,M,U10
maricopa soccer club 2016 boys white,Maricopa Soccer Club,u10_37,19,23,15,57,AZ,0.3333333333333333,37,0.953125,https://rankings.gotsport.com/teams/u10_37,M,U10
glendale soccer club 2016 boys white,Glendale Soccer Club,u10_38,23,23,8,54,AZ,0.42592592592592593,38,1.0380952380952382,https://rankings.gotsport.com/teams/u10_38,M,U10
queen creek soccer club 2016 boys blue,Queen Creek Soccer Club,u10_39,83,81,34,198,AZ,0.41919191919191917,39,1.0625,https://rankings.gotsport.com/teams/u10_39,M,U10
rsl-az yuma 2016 boys red,RSL-AZ Yuma,u10_40,23,17,11,51,AZ,0.45098039215686275,40,1.0980392156862746,https://rankings.gotsport.com/teams/u10_40,M,U10
casa grande soccer club 2016 boys white,Casa Grande Soccer Club,u10_41,12,20,15,47,AZ,0.2553191489361702,41,0.87,https://rankings.gotsport.com/teams/u10_41,M,U10
casa grande soccer club 2016 boys gold,Casa Grande Soccer Club,u10_42,35,44,27,106,AZ,0.330188679245283,42,0.8904109589041096,https://rankings.gotsport.com/teams/u10_42,M,U10
phoenix rising fc 2016 boys gold,Phoenix Rising FC,u10_43,27,20,10,57,AZ,0.47368421052631576,43,1.1926605504587156,https://rankings.gotsport.com/teams/u10_43,M,U10
phoenix premier fc 2016 boys black,Phoenix Premier FC,u10_44,13,19,10,42,AZ,0.30952380952380953,44,0.8829787234042553,https://rankings.gotsport.com/teams/u10_44,M,U10
gilbert soccer club 2016 boys black,Gilbert Soccer Club,u10_45,14,18,12,44,AZ,0.3181818181818182,45,1.0,https://rankings.gotsport.com/teams/u10_45,M,U10
rsl-az north 2016 boys white,RSL-AZ North,u10_46,41,37,19,97,AZ,0.422680412371134,46,0.9735449735449735,https://rankings.gotsport.com/teams/u10_46,M,U10
apache junction soccer club 2016 boys red,Apache Junction Soccer Club,u10_47,45,44,13,102,AZ,0.4411764705882353,47,1.005050505050505,https://rankings.gotsport.com/teams/u10_47,M,U10
desert sc 2016 boys blue,Desert SC,u10_48,24,13,12,49,AZ,0.4897959183673469,48,1.4578313253012047,https://rankings.gotsport.com/teams/u10_48,M,U10
rsl-az yuma 2016 boys gold,RSL-AZ Yuma,u10_49,75,68,45,188,AZ,0.39893617021276595,49,1.0672043010752688,https://rankings.gotsport.com/teams/u10_49,M,U10
paradise valley soccer club 2016 boys blue,Paradise Valley Soccer Club,u10_50,44,45,20,109,AZ,0.4036697247706422,50,0.9819819819819819,https://rankings.gotsport.com/teams/u10_50,M,U10
az soccer club 2016 boys red,AZ Soccer Club,u10_51,32,38,21,91,AZ,0.3516483516483517,51,0.8952879581151832,https://rankings.gotsport.com/teams/u10_51,M,U10
buckeye soccer club 2016 boys black,Buckeye Soccer Club,u10_52,36,48,14,98,AZ,0.3673469387755102,52,0.8533333333333334,https://rankings.gotsport.com/teams/u10_52,M,U10
cave creek soccer club 2016 boys white,Cave Creek Soccer Club,u10_53,47,50,21,118,AZ,0.3983050847457627,53,0.9541666666666667,https://rankings.gotsport.com/teams/u10_53,M,U10
fc tucson youth soccer 2016 boys gold,FC Tucson Youth Soccer,u10_54,86,84,34,204,AZ,0.4215686274509804,54,0.9858490566037735,https://rankings.gotsport.com/teams/u10_54,M,U10
phoenix rising fc 2016 boys red,Phoenix Rising FC,u10_55,18,16,14,48,AZ,0.375,55,0.95,https://rankings.gotsport.com/teams/u10_55,M,U10
az arsenal soccer club 2016 boys gold,AZ Arsenal Soccer Club,u10_56,64,58,26,148,AZ,0.43243243243243246,56,1.0348432055749128,https://rankings.gotsport.com/teams/u10_56,M,U10
chandler soccer club 2016 boys blue,Chandler Soccer Club,u10_57,59,66,27,152,AZ,0.3881578947368421,57,0.9493670886075949,https://rankings.gotsport.com/teams/u10_57,M,U10
glendale soccer club 2016 boys black,Glendale Soccer Club,u10_58,42,40,16,98,AZ,0.42857142857142855,58,0.9844559585492227,https://rankings.gotsport.com/teams/u10_58,M,U10
peoria soccer club 2016 boys gold,Peoria Soccer Club,u10_59,31,41,15,87,AZ,0.3563218390804598,59,0.8994708994708994,https://rankings.gotsport.com/teams/u10_59,M,U10
queen creek soccer club 2016 boys gold,Queen Creek Soccer Club,u10_60,39,32,25,96,AZ,0.40625,60,1.078125,https://rankings.gotsport.com/teams/u10_60,M,U10
tempe soccer club 2016 boys white,Tempe Soccer Club,u10_61,23,19,13,55,AZ,0.41818181818181815,61,1.091743119266055,https://rankings.gotsport.com/teams/u10_61,M,U10
rsl-az south 2016 boys gold,RSL-AZ South,u10_62,19,26,7,52,AZ,0.36538461538461536,62,0.825,https://rankings.gotsport.com/teams/u10_62,M,U10
scottsdale soccer club 2016 boys gold,Scottsdale Soccer Club,u10_63,27,22,10,59,AZ,0.4576271186440678,63,1.0093457943925233,https://rankings.gotsport.com/teams/u10_63,M,U10
mesa soccer club 2016 boys gold,Mesa Soccer Club,u10_64,21,20,14,55,AZ,0.38181818181818183,64,0.9672131147540983,https://rankings.gotsport.com/teams/u10_64,M,U10
rsl-az west valley 2016 boys red,RSL-AZ West Valley,u10_65,41,46,14,101,AZ,0.40594059405940597,65,1.0191387559808613,https://rankings.gotsport.com/teams/u10_65,M,U10
fountain hills soccer club 2016 boys red,Fountain Hills Soccer Club,u10_66,22,15,8,45,AZ,0.4888888888888889,66,1.043956043956044,https://rankings.gotsport.com/teams/u10_66,M,U10
fountain hills soccer club 2016 boys blue,Fountain Hills Soccer Club,u10_67,37,52,12,101,AZ,0.36633663366336633,67,0.8808290155440415,https://rankings.gotsport.com/teams/u10_67,M,U10
paradise valley soccer club 2016 boys gold,Paradise Valley Soccer Club,u10_68,19,25,15,59,AZ,0.3220338983050847,68,0.8818897637795275,https://rankings.gotsport.com/teams/u10_68,M,U10
rsl-az yuma 2016 boys gold,RSL-AZ Yuma,u10_69,75,68,45,188,AZ,0.39893617021276595,69,1.0672043010752688,https://rankings.gotsport.com/teams/u10_69,M,U10
cave creek soccer club 2016 boys white,Cave Creek Soccer Club,u10_70,47,50,21,118,AZ,0.3983050847457627,70,0.9541666666666667,https://rankings.gotsport.com/teams/u10_70,M,U10
rsl-az west valley 2016 boys gold,RSL-AZ West Valley,u10_71,23,25,7,55,AZ,0.41818181818181815,71,0.8738738738738738,https://rankings.gotsport.com/teams/u10_71,M,U10
fc tucson youth soccer 2016 boys red,FC Tucson Youth Soccer,u10_72,43,39,17,99,AZ,0.43434343434343436,72,1.0756756756756756,https://rankings.gotsport.com/teams/u10_72,M,U10
casa grande soccer club 2016 boys red,Casa Grande Soccer Club,u10_73,20,16,14,50,AZ,0.4,73,1.019047619047619,https://rankings.gotsport.com/teams/u10_73,M,U10
fountain hills soccer club 2016 boys white,Fountain Hills Soccer Club,u10_74,43,35,27,105,AZ,0.4095238095238095,74,1.0327102803738317,https://rankings.gotsport.com/teams/u10_74,M,U10
rsl-az north 2016 boys black,RSL-AZ North,u10_75,37,43,23,103,AZ,0.3592233009708738,75,0.8995433789954338,https://rankings.gotsport.com/teams/u10_75,M,U10
gilbert soccer club 2016 boys white,Gilbert Soccer Club,u10_76,13,19,10,42,AZ,0.30952380952380953,76,0.8777777777777778,https://rankings.gotsport.com/teams/u10_76,M,U10
queen creek soccer club 2016 boys blue,Queen Creek Soccer Club,u10_77,83,81,34,198,AZ,0.41919191919191917,77,1.0625,https://rankings.gotsport.com/teams/u10_77,M,U10
chandler soccer club 2016 boys gold,Chandler Soccer Club,u10_78,35,42,25,102,AZ,0.3431372549019608,78,1.0205128205128204,https://rankings.gotsport.com/teams/u10_78,M,U10
desert sc 2016 boys white,Desert SC,u10_79,40,36,15,91,AZ,0.43956043956043955,79,0.9705882352941176,https://rankings.gotsport.com/teams/u10_79,M,U10
paradise valley soccer club 2016 boys blue,Paradise Valley Soccer Club,u10_80,44,45,20,109,AZ,0.4036697247706422,80,0.9819819819819819,https://rankings.gotsport.com/teams/u10_80,M,U10
fc tucson youth soccer 2016 boys white,FC Tucson Youth Soccer,u10_81,23,15,5,43,AZ,0.5348837209302325,81,1.1604938271604939,https://rankings.gotsport.com/teams/u10_81,M,U10
glendale soccer club 2016 boys black,Glendale Soccer Club,u10_82,42,40,16,98,AZ,0.42857142857142855,82,0.9844559585492227,https://rankings.gotsport.com/teams/u10_82,M,U10
fc tucson youth soccer 2016 boys red,FC Tucson Youth Soccer,u10_83,43,39,17,99,AZ,0.43434343434343436,83,1.0756756756756756,https://rankings.gotsport.com/teams/u10_83,M,U10
buckeye soccer club 2016 boys gold,Buckeye Soccer Club,u10_84,23,15,11,49,AZ,0.46938775510204084,84,1.1494252873563218,https://rankings.gotsport.com/teams/u10_84,M,U10
gilbert soccer club 2016 boys gold,Gilbert Soccer Club,u10_85,17,19,9,45,AZ,0.37777777777777777,85,0.9555555555555556,https://rankings.gotsport.com/teams/u10_85,M,U10
surprise soccer club 2016 boys blue,Surprise Soccer Club,u10_86,24,17,8,49,AZ,0.4897959183673469,86,1.1724137931034482,https://rankings.gotsport.com/teams/u10_86,M,U10
gilbert soccer club 2016 boys blue,Gilbert Soccer Club,u10_87,47,40,20,107,AZ,0.4392523364485981,87,1.0,https://rankings.gotsport.com/teams/u10_87,M,U10
rsl-az north 2016 boys black,RSL-AZ North,u10_88,37,43,23,103,AZ,0.3592233009708738,88,0.8995433789954338,https://rankings.gotsport.com/teams/u10_88,M,U10
glendale soccer club 2016 boys blue,Glendale Soccer Club,u10_89,19,20,11,50,AZ,0.38,89,0.8785046728971962,https://rankings.gotsport.com/teams/u10_89,M,U10
phoenix premier fc 2016 boys red,Phoenix Premier FC,u10_90,16,17,10,43,AZ,0.37209302325581395,90,0.9871794871794872,https://rankings.gotsport.com/teams/u10_90,M,U10
scottsdale soccer club 2016 boys blue,Scottsdale Soccer Club,u10_91,22,18,5,45,AZ,0.4888888888888889,91,1.00990099009901,https://rankings.gotsport.com/teams/u10_91,M,U10
fc tucson youth soccer 2016 boys gold,FC Tucson Youth Soccer,u10_92,86,84,34,204,AZ,0.4215686274509804,92,0.9858490566037735,https://rankings.gotsport.com/teams/u10_92,M,U10
az arsenal soccer club 2016 boys blue,AZ Arsenal Soccer Club,u10_93,42,46,18,106,AZ,0.39622641509433965,93,0.9385964912280702,https://rankings.gotsport.com/teams/u10_93,M,U10
valley united fc 2016 boys white,Valley United FC,u10_94,22,21,11,54,AZ,0.4074074074074074,94,1.09375,https://rankings.gotsport.com/teams/u10_94,M,U10
casa grande soccer club 2016 boys blue,Casa Grande Soccer Club,u10_95,17,19,8,44,AZ,0.38636363636363635,95,0.9885057471264368,https://rankings.gotsport.com/teams/u10_95,M,U10
rsl-az south 2016 boys blue,RSL-AZ South,u10_96,20,13,9,42,AZ,0.47619047619047616,96,1.08,https://rankings.gotsport.com/teams/u10_96,M,U10
goodyear soccer club 2016 boys gold,Goodyear Soccer Club,u10_97,20,19,7,46,AZ,0.43478260869565216,97,1.069767441860465,https://rankings.gotsport.com/teams/u10_97,M,U10
cave creek soccer club 2016 boys black,Cave Creek Soccer Club,u10_98,24,19,5,48,AZ,0.5,98,1.1590909090909092,https://rankings.gotsport.com/teams/u10_98,M,U10
fountain hills soccer club 2016 boys white,Fountain Hills Soccer Club,u10_99,43,35,27,105,AZ,0.4095238095238095,99,1.0327102803738317,https://rankings.gotsport.com/teams/u10_99,M,U10
goodyear soccer club 2016 boys black,Goodyear Soccer Club,u10_100,22,19,11,52,AZ,0.4230769230769231,100,1.0824742268041236,https://rankings.gotsport.com/teams/u10_100,M,U10
rsl-az yuma 2016 boys gold,RSL-AZ Yuma,u10_101,75,68,45,188,AZ,0.39893617021276595,101,1.0672043010752688,https://rankings.gotsport.com/teams/u10_101,M,U10
phoenix premier fc 2016 boys gold,Phoenix Premier FC,u10_102,16,23,13,52,AZ,0.3076923076923077,102,0.7818181818181819,https://rankings.gotsport.com/teams/u10_102,M,U10
chandler soccer club 2016 boys blue,Chandler Soccer Club,u10_103,59,66,27,152,AZ,0.3881578947368421,103,0.9493670886075949,https://rankings.gotsport.com/teams/u10_103,M,U10
apache junction soccer club 2016 boys red,Apache Junction Soccer Club,u10_104,45,44,13,102,AZ,0.4411764705882353,104,1.005050505050505,https://rankings.gotsport.com/teams/u10_104,M,U10
casa grande soccer club 2016 boys black,Casa Grande Soccer Club,u10_105,41,44,25,110,AZ,0.37272727272727274,105,1.0206185567010309,https://rankings.gotsport.com/teams/u10_105,M,U10
buckeye soccer club 2016 boys blue,Buckeye Soccer Club,u10_106,32,37,20,89,AZ,0.3595505617977528,106,0.9508196721311475,https://rankings.gotsport.com/teams/u10_106,M,U10
casa grande soccer club 2016 boys gold,Casa Grande Soccer Club,u10_107,35,44,27,106,AZ,0.330188679245283,107,0.8904109589041096,https://rankings.gotsport.com/teams/u10_107,M,U10
maricopa soccer club 2016 boys gold,Maricopa Soccer Club,u10_108,47,39,22,108,AZ,0.4351851851851852,108,1.1187214611872147,https://rankings.gotsport.com/teams/u10_108,M,U10
queen creek soccer club 2016 boys gold,Queen Creek Soccer Club,u10_109,39,32,25,96,AZ,0.40625,109,1.078125,https://rankings.gotsport.com/teams/u10_109,M,U10
gilbert soccer club 2016 boys blue,Gilbert Soccer Club,u10_110,47,40,20,107,AZ,0.4392523364485981,110,1.0,https://rankings.gotsport.com/teams/u10_110,M,U10
fc tucson youth soccer 2016 boys gold,FC Tucson Youth Soccer,u10_111,86,84,34,204,AZ,0.4215686274509804,111,0.9858490566037735,https://rankings.gotsport.com/teams/u10_111,M,U10
queen creek soccer club 2016 boys blue,Queen Creek Soccer Club,u10_112,83,81,34,198,AZ,0.41919191919191917,112,1.0625,https://rankings.gotsport.com/teams/u10_112,M,U10
fountain hills soccer club 2016 boys blue,Fountain Hills Soccer Club,u10_113,37,52,12,101,AZ,0.36633663366336633,113,0.8808290155440415,https://rankings.gotsport.com/teams/u10_113,M,U10
tempe soccer club 2016 boys black,Tempe Soccer Club,u10_114,27,18,9,54,AZ,0.5,114,1.348314606741573,https://rankings.gotsport.com/teams/u10_114,M,U10
az soccer club 2016 boys white,AZ Soccer Club,u10_115,18,20,11,49,AZ,0.3673469387755102,115,0.9175257731958762,https://rankings.gotsport.com/teams/u10_115,M,U10
chandler soccer club 2016 boys blue,Chandler Soccer Club,u10_116,59,66,27,152,AZ,0.3881578947368421,116,0.9493670886075949,https://rankings.gotsport.com/teams/u10_116,M,U10
gilbert soccer club 2016 boys red,Gilbert Soccer Club,u10_117,20,24,3,47,AZ,0.425531914893617,117,1.2027027027027026,https://rankings.gotsport.com/teams/u10_117,M,U10
peoria soccer club 2016 boys black,Peoria Soccer Club,u10_118,37,40,20,97,AZ,0.38144329896907214,118,0.9947089947089947,https://rankings.gotsport.com/teams/u10_118,M,U10
paradise valley soccer club 2016 boys white,Paradise Valley Soccer Club,u10_119,24,12,6,42,AZ,0.5714285714285714,119,1.3513513513513513,https://rankings.gotsport.com/teams/u10_119,M,U10
mesa soccer club 2016 boys blue,Mesa Soccer Club,u10_120,33,48,18,99,AZ,0.3333333333333333,120,0.918918918918919,https://rankings.gotsport.com/teams/u10_120,M,U10
