Team Name,Club,Team ID,Wins,Losses,Ties,Games Played,State,Win Percentage,State Rank,Goal Ratio,Team URL,Gender,Age Group
maricopa soccer club 2012 boys red,Maricopa Soccer Club,u14_28,20,28,13,61,AZ,0.32786885245901637,28,0.8011695906432749,https://rankings.gotsport.com/teams/u14_28,M,U14
casa grande soccer club 2012 boys blue,Casa Grande Soccer Club,u14_29,46,49,15,110,AZ,0.41818181818181815,29,0.9172661870503597,https://rankings.gotsport.com/teams/u14_29,M,U14
paradise valley soccer club 2012 boys blue,Paradise Valley Soccer Club,u14_30,28,25,17,70,AZ,0.4,30,1.0674157303370786,https://rankings.gotsport.com/teams/u14_30,M,U14
paradise valley soccer club 2012 boys black,Paradise Valley Soccer Club,u14_31,49,51,19,119,AZ,0.4117647058823529,31,1.0446735395189004,https://rankings.gotsport.com/teams/u14_31,M,U14
goodyear soccer club 2012 boys blue,Goodyear Soccer Club,u14_32,32,18,8,58,AZ,0.5517241379310345,32,1.3706896551724137,https://rankings.gotsport.com/teams/u14_32,M,U14
apache junction soccer club 2012 boys blue,Apache Junction Soccer Club,u14_33,53,49,24,126,AZ,0.42063492063492064,33,1.0693069306930694,https://rankings.gotsport.com/teams/u14_33,M,U14
tempe soccer club 2012 boys blue,Tempe Soccer Club,u14_34,122,134,63,319,AZ,0.3824451410658307,34,0.9680306905370843,https://rankings.gotsport.com/teams/u14_34,M,U14
chandler soccer club 2012 boys white,Chandler Soccer Club,u14_35,37,63,23,123,AZ,0.3008130081300813,35,0.8213256484149856,https://rankings.gotsport.com/teams/u14_35,M,U14
phoenix rising fc 2012 boys blue,Phoenix Rising FC,u14_36,50,41,20,111,AZ,0.45045045045045046,36,1.062043795620438,https://rankings.gotsport.com/teams/u14_36,M,U14
apache junction soccer club 2012 boys gold,Apache Junction Soccer Club,u14_37,62,51,11,124,AZ,0.5,37,1.1123188405797102,https://rankings.gotsport.com/teams/u14_37,M,U14
fc elite arizona 2012 boys gold,FC Elite Arizona,u14_38,47,43,20,110,AZ,0.42727272727272725,38,1.0364963503649636,https://rankings.gotsport.com/teams/u14_38,M,U14
tempe soccer club 2012 boys black,Tempe Soccer Club,u14_39,26,30,14,70,AZ,0.37142857142857144,39,0.9585492227979274,https://rankings.gotsport.com/teams/u14_39,M,U14
az arsenal soccer club 2012 boys red,AZ Arsenal Soccer Club,u14_40,43,49,20,112,AZ,0.38392857142857145,40,0.9735973597359736,https://rankings.gotsport.com/teams/u14_40,M,U14
desert sc 2012 boys gold,Desert SC,u14_41,53,48,18,119,AZ,0.44537815126050423,41,1.018181818181818,https://rankings.gotsport.com/teams/u14_41,M,U14
mesa soccer club 2012 boys red,Mesa Soccer Club,u14_42,32,27,10,69,AZ,0.463768115942029,42,1.0828402366863905,https://rankings.gotsport.com/teams/u14_42,M,U14
fountain hills soccer club 2012 boys blue,Fountain Hills Soccer Club,u14_43,29,25,12,66,AZ,0.4393939393939394,43,1.0844155844155845,https://rankings.gotsport.com/teams/u14_43,M,U14
rsl-az yuma 2012 boys gold,RSL-AZ Yuma,u14_44,25,29,8,62,AZ,0.4032258064516129,44,0.9806451612903225,https://rankings.gotsport.com/teams/u14_44,M,U14
fc tucson youth soccer 2012 boys blue,FC Tucson Youth Soccer,u14_45,38,59,25,122,AZ,0.3114754098360656,45,0.8726708074534162,https://rankings.gotsport.com/teams/u14_45,M,U14
fountain hills soccer club 2012 boys white,Fountain Hills Soccer Club,u14_46,27,23,6,56,AZ,0.48214285714285715,46,1.0857142857142856,https://rankings.gotsport.com/teams/u14_46,M,U14
goodyear soccer club 2012 boys red,Goodyear Soccer Club,u14_47,16,33,6,55,AZ,0.2909090909090909,47,0.7204968944099379,https://rankings.gotsport.com/teams/u14_47,M,U14
tempe soccer club 2012 boys blue,Tempe Soccer Club,u14_48,122,134,63,319,AZ,0.3824451410658307,48,0.9680306905370843,https://rankings.gotsport.com/teams/u14_48,M,U14
casa grande soccer club 2012 boys gold,Casa Grande Soccer Club,u14_49,50,46,16,112,AZ,0.44642857142857145,49,0.9894366197183099,https://rankings.gotsport.com/teams/u14_49,M,U14
apache junction soccer club 2012 boys blue,Apache Junction Soccer Club,u14_50,53,49,24,126,AZ,0.42063492063492064,50,1.0693069306930694,https://rankings.gotsport.com/teams/u14_50,M,U14
phoenix premier fc 2012 boys red,Phoenix Premier FC,u14_51,92,62,33,187,AZ,0.4919786096256685,51,1.1666666666666667,https://rankings.gotsport.com/teams/u14_51,M,U14
desert sc 2012 boys black,Desert SC,u14_52,22,28,9,59,AZ,0.3728813559322034,52,0.9064748201438849,https://rankings.gotsport.com/teams/u14_52,M,U14
queen creek soccer club 2012 boys black,Queen Creek Soccer Club,u14_53,47,42,24,113,AZ,0.415929203539823,53,1.0418118466898956,https://rankings.gotsport.com/teams/u14_53,M,U14
mesa soccer club 2012 boys gold,Mesa Soccer Club,u14_54,21,32,9,62,AZ,0.3387096774193548,54,0.7777777777777778,https://rankings.gotsport.com/teams/u14_54,M,U14
fc tucson youth soccer 2012 boys blue,FC Tucson Youth Soccer,u14_55,38,59,25,122,AZ,0.3114754098360656,55,0.8726708074534162,https://rankings.gotsport.com/teams/u14_55,M,U14
goodyear soccer club 2012 boys gold,Goodyear Soccer Club,u14_56,28,24,7,59,AZ,0.4745762711864407,56,1.0344827586206897,https://rankings.gotsport.com/teams/u14_56,M,U14
surprise soccer club 2012 boys gold,Surprise Soccer Club,u14_57,26,28,10,64,AZ,0.40625,57,0.7986111111111112,https://rankings.gotsport.com/teams/u14_57,M,U14
queen creek soccer club 2012 boys black,Queen Creek Soccer Club,u14_58,47,42,24,113,AZ,0.415929203539823,58,1.0418118466898956,https://rankings.gotsport.com/teams/u14_58,M,U14
chandler soccer club 2012 boys red,Chandler Soccer Club,u14_59,47,45,18,110,AZ,0.42727272727272725,59,1.1070110701107012,https://rankings.gotsport.com/teams/u14_59,M,U14
cave creek soccer club 2012 boys black,Cave Creek Soccer Club,u14_60,68,62,26,156,AZ,0.4358974358974359,60,1.0629722921914357,https://rankings.gotsport.com/teams/u14_60,M,U14
fountain hills soccer club 2012 boys black,Fountain Hills Soccer Club,u14_61,48,56,28,132,AZ,0.36363636363636365,61,0.949685534591195,https://rankings.gotsport.com/teams/u14_61,M,U14
glendale soccer club 2012 boys blue,Glendale Soccer Club,u14_62,26,24,10,60,AZ,0.43333333333333335,62,0.9050632911392406,https://rankings.gotsport.com/teams/u14_62,M,U14
glendale soccer club 2012 boys red,Glendale Soccer Club,u14_63,28,23,13,64,AZ,0.4375,63,1.0457516339869282,https://rankings.gotsport.com/teams/u14_63,M,U14
avondale soccer club 2012 boys black,Avondale Soccer Club,u14_64,23,29,13,65,AZ,0.35384615384615387,64,0.9047619047619048,https://rankings.gotsport.com/teams/u14_64,M,U14
peoria soccer club 2012 boys gold,Peoria Soccer Club,u14_65,44,54,22,120,AZ,0.36666666666666664,65,0.9578947368421052,https://rankings.gotsport.com/teams/u14_65,M,U14
az arsenal soccer club 2012 boys white,AZ Arsenal Soccer Club,u14_66,20,24,11,55,AZ,0.36363636363636365,66,1.094890510948905,https://rankings.gotsport.com/teams/u14_66,M,U14
maricopa soccer club 2012 boys gold,Maricopa Soccer Club,u14_67,24,16,14,54,AZ,0.4444444444444444,67,1.1102941176470589,https://rankings.gotsport.com/teams/u14_67,M,U14
tempe soccer club 2012 boys blue,Tempe Soccer Club,u14_68,122,134,63,319,AZ,0.3824451410658307,68,0.9680306905370843,https://rankings.gotsport.com/teams/u14_68,M,U14
rsl-az south 2012 boys white,RSL-AZ South,u14_69,24,24,11,59,AZ,0.4067796610169492,69,1.0588235294117647,https://rankings.gotsport.com/teams/u14_69,M,U14
chandler soccer club 2012 boys red,Chandler Soccer Club,u14_70,47,45,18,110,AZ,0.42727272727272725,70,1.1070110701107012,https://rankings.gotsport.com/teams/u14_70,M,U14
desert sc 2012 boys gold,Desert SC,u14_71,53,48,18,119,AZ,0.44537815126050423,71,1.018181818181818,https://rankings.gotsport.com/teams/u14_71,M,U14
phoenix rising fc 2012 boys black,Phoenix Rising FC,u14_72,27,18,12,57,AZ,0.47368421052631576,72,1.128,https://rankings.gotsport.com/teams/u14_72,M,U14
chandler soccer club 2012 boys white,Chandler Soccer Club,u14_73,37,63,23,123,AZ,0.3008130081300813,73,0.8213256484149856,https://rankings.gotsport.com/teams/u14_73,M,U14
phoenix premier fc 2012 boys gold,Phoenix Premier FC,u14_74,29,26,10,65,AZ,0.4461538461538462,74,1.0617283950617284,https://rankings.gotsport.com/teams/u14_74,M,U14
queen creek soccer club 2012 boys white,Queen Creek Soccer Club,u14_75,62,45,22,129,AZ,0.4806201550387597,75,1.146031746031746,https://rankings.gotsport.com/teams/u14_75,M,U14
mesa soccer club 2012 boys black,Mesa Soccer Club,u14_76,57,56,17,130,AZ,0.43846153846153846,76,1.0670926517571886,https://rankings.gotsport.com/teams/u14_76,M,U14
tempe soccer club 2012 boys white,Tempe Soccer Club,u14_77,27,28,12,67,AZ,0.40298507462686567,77,1.0320512820512822,https://rankings.gotsport.com/teams/u14_77,M,U14
scottsdale soccer club 2012 boys black,Scottsdale Soccer Club,u14_78,24,34,11,69,AZ,0.34782608695652173,78,0.8369565217391305,https://rankings.gotsport.com/teams/u14_78,M,U14
phoenix premier fc 2012 boys red,Phoenix Premier FC,u14_79,92,62,33,187,AZ,0.4919786096256685,79,1.1666666666666667,https://rankings.gotsport.com/teams/u14_79,M,U14
valley united fc 2012 boys red,Valley United FC,u14_80,22,22,15,59,AZ,0.3728813559322034,80,0.9366197183098591,https://rankings.gotsport.com/teams/u14_80,M,U14
chandler soccer club 2012 boys gold,Chandler Soccer Club,u14_81,53,44,21,118,AZ,0.4491525423728814,81,1.006993006993007,https://rankings.gotsport.com/teams/u14_81,M,U14
az arsenal soccer club 2012 boys red,AZ Arsenal Soccer Club,u14_82,43,49,20,112,AZ,0.38392857142857145,82,0.9735973597359736,https://rankings.gotsport.com/teams/u14_82,M,U14
fc tucson youth soccer 2012 boys white,FC Tucson Youth Soccer,u14_83,28,18,8,54,AZ,0.5185185185185185,83,1.112781954887218,https://rankings.gotsport.com/teams/u14_83,M,U14
tempe soccer club 2012 boys blue,Tempe Soccer Club,u14_84,122,134,63,319,AZ,0.3824451410658307,84,0.9680306905370843,https://rankings.gotsport.com/teams/u14_84,M,U14
desert sc 2012 boys blue,Desert SC,u14_85,48,46,22,116,AZ,0.41379310344827586,85,1.0311418685121108,https://rankings.gotsport.com/teams/u14_85,M,U14
az soccer club 2012 boys gold,AZ Soccer Club,u14_86,23,29,14,66,AZ,0.3484848484848485,86,0.9162303664921466,https://rankings.gotsport.com/teams/u14_86,M,U14
fc tucson youth soccer 2012 boys red,FC Tucson Youth Soccer,u14_87,21,25,15,61,AZ,0.3442622950819672,87,0.9685534591194969,https://rankings.gotsport.com/teams/u14_87,M,U14
rsl-az west valley 2012 boys gold,RSL-AZ West Valley,u14_88,29,20,10,59,AZ,0.4915254237288136,88,1.150375939849624,https://rankings.gotsport.com/teams/u14_88,M,U14
buckeye soccer club 2012 boys blue,Buckeye Soccer Club,u14_89,56,42,21,119,AZ,0.47058823529411764,89,1.1604477611940298,https://rankings.gotsport.com/teams/u14_89,M,U14
tempe soccer club 2012 boys blue,Tempe Soccer Club,u14_90,122,134,63,319,AZ,0.3824451410658307,90,0.9680306905370843,https://rankings.gotsport.com/teams/u14_90,M,U14
casa grande soccer club 2012 boys gold,Casa Grande Soccer Club,u14_91,50,46,16,112,AZ,0.44642857142857145,91,0.9894366197183099,https://rankings.gotsport.com/teams/u14_91,M,U14
az soccer club 2012 boys red,AZ Soccer Club,u14_92,46,52,16,114,AZ,0.40350877192982454,92,1.0141843971631206,https://rankings.gotsport.com/teams/u14_92,M,U14
gilbert soccer club 2012 boys blue,Gilbert Soccer Club,u14_93,15,26,11,52,AZ,0.28846153846153844,93,0.9863013698630136,https://rankings.gotsport.com/teams/u14_93,M,U14
apache junction soccer club 2012 boys gold,Apache Junction Soccer Club,u14_94,62,51,11,124,AZ,0.5,94,1.1123188405797102,https://rankings.gotsport.com/teams/u14_94,M,U14
peoria soccer club 2012 boys gold,Peoria Soccer Club,u14_95,44,54,22,120,AZ,0.36666666666666664,95,0.9578947368421052,https://rankings.gotsport.com/teams/u14_95,M,U14
paradise valley soccer club 2012 boys black,Paradise Valley Soccer Club,u14_96,49,51,19,119,AZ,0.4117647058823529,96,1.0446735395189004,https://rankings.gotsport.com/teams/u14_96,M,U14
buckeye soccer club 2012 boys blue,Buckeye Soccer Club,u14_97,56,42,21,119,AZ,0.47058823529411764,97,1.1604477611940298,https://rankings.gotsport.com/teams/u14_97,M,U14
chandler soccer club 2012 boys gold,Chandler Soccer Club,u14_98,53,44,21,118,AZ,0.4491525423728814,98,1.006993006993007,https://rankings.gotsport.com/teams/u14_98,M,U14
fountain hills soccer club 2012 boys black,Fountain Hills Soccer Club,u14_99,48,56,28,132,AZ,0.36363636363636365,99,0.949685534591195,https://rankings.gotsport.com/teams/u14_99,M,U14
cave creek soccer club 2012 boys gold,Cave Creek Soccer Club,u14_100,27,28,7,62,AZ,0.43548387096774194,100,0.9798657718120806,https://rankings.gotsport.com/teams/u14_100,M,U14
